de	of
réserves	reservations
dessous	underneath
splendeur	splendor
parenté	kinship
cherchez	seek
emplacement	location
habitent	inhabit
moindre	lesser
exploits	Exploits
fuir	to run away
Quéhath	Quehath
suivent	follow
Zorobabel	Zerubbabel
donnent	give
Eccl	Eccle
chemins	paths
passera	will pass
os	bone
changé	exchange
répand	spread
paresseux	lazy
irréprochable	blameless
voisin	neighbour
change	exchange
sac	bag
cendres	ashes
sauvage	savage
innocents	innocent
loyauté	loyalty
restes	remains
rive	shore
front	forehead
tablettes	tablets
laissent	leave
purifier	purify
conclue	concluded
oublier	to forget
désormais	from now on
menace	threatens
bande	bandaged
coutumes	customs
connaissez	know
pousser	to push
guérir	heal
voulons	want to
meurt	dies
plaire	to please
marque	Mark
chers	Dear
régner	to reign
supplie	beg
couvert	covered
naître	be born
habitude	habit
cuve	tank
mortel	deadly
toucher	to touch
soldat	soldier
provenant	from
orientale	eastern
étend	extends
Berchéba	Bercheba
Baruc	baruch
blanc	White
décret	decree
Néhémie	Nehemiah
avertissements	warnings
flots	waves
citoyens	citizens
tiré	drawn
dur	hard
ô	oh
arrache	snatch
compagnon	companion
courant	running
jeûne	young
répond	respond
fidèlement	faithfully
vigueur	vigor
conclu	concluded
profonde	deep
cendre	ash
tours	towers
officier	officer
Écritures	scriptures
ardeur	ardor
attachés	attached
marié	married
voleur	thief
nécessaires	required
plans	blueprints
observer	observe
commencé	started
ouvrage	work
tonnes	tons
environs	surroundings
désigna	designated
chargea	charged
allés	gone
terrasse	terrace
attribué	assigned
Néh	Neh
chanteurs	singers
considère	considered
donnèrent	gave
épouses	wives
battit	beat
Ragouël	Ragouel
fleuves	rivers
mers	seas
plainte	complaint
éclairs	lightning
étonnement	astonishment
argile	clay
verront	will see
obéissent	obey
chèvre	goat
pécheurs	sinners
saisi	grasped
douzième	twelfth
amené	bring
envie	urge
prononce	pronounce
posa	posed
commence	begin
unité	unity
terrain	ground
rivière	river
journée	daytime
parla	over there
souviens	remember
Génésareth	Genesaret
trembler	to shiver
épées	swords
dure	hard
enlevé	removed
malfaisants	malevolent
beaux	beautiful
enlever	to remove
pères	fathers
attends	hold on
Macédoine	Fruit salad
diriger	to manage
passant	passing
adresser	address
faibles	weak
crois	believe
puissent	may
salles	halls
lesquels	which
secrétaire	secretary
louanges	praise
regarda	looked
déposer	to file
déposa	deposited
emportèrent	took away
fonctions	functions
identifiée	identified
vengeance	revenge
souffrance	suffering
sixième	sixth
Challoum	Shaloum
Yonatan	Jonathan
miraculeux	miraculous
rêves	dreams
Ézékiel	Ezekiel
revanche	revenge
condamner	damn
boucs	goats
entendra	will hear
festin	feast
impureté	impurity
têtes	heads
répliqua	replied
mouton	sheep
renoncer	to renouncer
irrité	irritated
cessa	ceased
pleines	full
toit	roof
soigneusement	thoroughly
inclina	bowed
élève	student
disposition	arrangement
arche	ark
sorti	got out
reviennent	come back
engagements	commitments
infligé	inflicted
formé	form
pensez	think
courut	ran
mise	bet
accessoires	accessories
aimez	love
vaincu	defeated
tire	drawn
servira	be used for
semence	seed
refusent	refuse
connaissent	know
libres	free
arrivait	was coming
écris	write
solide	solid
laissera	will leave
coeurs	hearts
héritage	legacy
recensement	census
israélite	Israelite
poussent	grow
épaules	shoulders
restés	remains
raisins	grapes
expédition	dispatch
transmis	transmitted
principal	major
surtout	above all
Léa	Leah
Rébecca	Rebecca
cadres	frames
chanté	sung
tomberont	will fall
Gomorrhe	Gomorrah
inondation	flood
orphelins	orphans
parfaite	perfect
interviendra	will intervene
commettent	commit
Jefté	Jefted
mangerez	will eat
mensonges	lies
étendit	extended
iront	will go
assure	ensures
portant	wearing
cèdres	cedars
enterrer	bury
acte	deed
incliner	tilt
inconnue	unknown
Jacq	Jacques
destinés	destined
exilés	exiled
île	island
Écron	screen
Bachidès	Bachides
brûla	burned
violette	violet
Maccabée	Maccabee
arrivent	arrive
exprimer	Express
convaincu	convinced
Éph	Eph
hâte	hurry
raisin	grape
représente	represented
quatorze	fourteen
prendront	will take
répandu	widespread
chariots	carts
rendait	returned
accompagner	to accompany
dressa	dressed
répandit	spread
lévite	Levite
alliés	allies
capables	able
vaillants	valiant
ligne	line
disais	was saying
fil	thread
descend	go down
blancs	white
quatorzième	fourteenth
amène	bring
araméenne	aramaic
cachette	hiding place
retira	withdrew
bienveillant	caring
terminé	ended
fleurs	flowers
agis	act
honnête	honest
accepter	accept
saisis	seized
repris	taken back
meilleure	better
Arabie	Arabia
plat	dish
asseoir	Sit
poste	job
circonstances	circumstances
reviendrai	will come back
opposer	oppose
déesse	goddess
forteresses	fortresses
ferons	will do
kilomètres	kilometers
chasse	hunt
parlent	talk
agissait	acted
travaille	work
correspond	matches
uniquement	uniquely
soyons	let's be
bu	drank
demeurer	remain
deviendront	will become
devrez	will have to
ruse	cunning
accuser	to accuse
enseignements	lessons
éducation	education
militaire	military
âgés	aged
craindre	to fear
profond	deep
restèrent	stayed
exprime	Express
renvoya	sent back
personnages	characters
épousa	married
souverain	sovereign
poisson	fish
dirait	would say
manne	manna
traduisent	translate
ramènerai	will bring back
roseau	reed
comptes	accounts
violente	violent
innombrables	countless
laissèrent	left
lointaines	distant
conduits	ducts
serments	oaths
crie	calls out
griffes	claws
reprocher	to reproach
possédait	possessed
rochers	rocks
rompu	broken
fouet	whip
doigt	finger
tourné	turned
litres	liters
tenant	holding
luxe	luxury
entrèrent	entered
Carmel	carmel
demandait	asked
tiers	third
sauveur	Saviour
proposition	proposal
esclavage	slavery
provisions	groceries
sortie	exit
vagues	waves
cherché	look for
devenue	become
importante	important
massacrer	massacre
cavalerie	cavalry
consécration	consecration
marchands	merchants
Épiphane	Epiphanius
domine	dominated
Caïn	Cain
rejette	reject
célestes	heavenly
Éphèse	Ephesus
fier	proud
apparu	appeared
coutume	custom
libéré	released
cherchaient	were looking for
sûrement	surely
choisie	chosen
vanter	brag
langage	speech
divers	various
ministère	ministry
guerres	wars
désires	desire
rende	make
sujets	topics
succéder	succeed
gouverner	govern
achevé	completed
entraîner	train
moururent	died
locaux	local
lesquelles	which
Ramoth	ramoth
inspire	inspired
traduire	translate
limite	limit
exterminés	exterminated
Noémi	Noemi
effectue	carried out
espèces	species
resteront	will stay
robe	dress
voyelles	vowels
gras	bold
racines	roots
toucha	touched
assaut	assault
cités	quoted
odeur	odour
conseillers	advisers
céleste	celestial
saura	will know
chevreau	kid
prendras	will take
absolument	absolutely
enterré	buried
déclarèrent	declared
roues	wheels
servant	serving
apprendre	learn
suprême	supreme
malfaiteurs	malefactors
assurer	to assure
neige	snow
provoquer	to provoke
reconstruire	rebuild
accepta	accepted
avantage	advantage
causé	cause
suivirent	followed
juré	sworn
poursuite	pursuit
respectent	respect
surnommé	nicknamed
offrirent	offered
passés	past
rappeler	recall
cantique	hymn
conclure	conclude
milliers	thousands
partager	to share
donnant	giving
jugé	judge
estime	valued
phrase	phrasing
couler	to flow
dut	had to
répète	say again
coupa	cut
aimes	love
habitait	lived
indique	noted
soeurs	sisters
Élam	Elam
Bétulie	Betulia
épines	thorns
onction	anointing
Xerxès	Xerxes
magistrats	magistrates
heures	hours
goût	taste
couvercle	lid
chaleur	heat
boue	mud
feuilles	leaves
ouvert	open
purifié	purified
Tite	Titus
gardé	kept
protéger	protect
atteindre	reach
tarder	delay
demandez	ask
cuire	bake
appelèrent	called
fixa	fixed
dirai	will say
prospérité	prosperity
louent	rent
attentivement	carefully
conduis	drive
blessures	injuries
traces	tracks
attendant	waiting
remercier	thank
veille	standby
dignes	worthy
invita	invited
solennel	solemn
mener	carry out
rechercher	to research
Hassor	Hasor
traités	treaties
vouloir	want to
rapidement	rapidly
finir	finish
anneau	ring
poursuivit	went on
Ptolémaïs	Ptolemais
juives	jews
criant	calling out
tombés	fallen down
coupes	cuts
nu	naked
risque	risk
étrangère	foreign
communique	communicated
importants	important
voile	sail
incirconcis	uncircumcised
seraient	would be
accordera	will grant
demandent	ask
définitivement	definitively
durera	will last
transporter	carry
détruite	destroyed
battu	beaten
emporta	carried away
livrerai	will deliver
métier	job
Refaïtes	Redo
enfuir	escape
attaquèrent	attacked
ustensiles	utensils
déposé	deposit
certaine	certain
figure	face
Téman	Teman
taches	tasks
employés	employees
ouvrit	opened
purs	pure
sérieux	serious
corbeille	basket
astres	stars
pose	laid
généreux	generous
deviennent	become
lavé	wash
descendait	descended
ordinaire	ordinary
pacte	pact
espace	space
recherche	research
fléaux	plagues
mourront	will die
chagrin	sorrow
cachet	stamp
mangèrent	ate
échappe	escape
Jézabel	Jezebel
chiens	dogs
générosité	generosity
Og	og
remplie	filled
descendu	descended
humbles	humble
privés	private
claire	clear
prendrai	will take
secourir	to rescue
déchira	tore
informa	informed
impôt	tax
réussit	succeeds
remplacer	replace
navires	ships
rappelle	remember
gagné	won
établit	establishes
aimait	loved
traversèrent	crossed
finalement	ultimately
régnait	reigned
neuvième	ninth
infanterie	infantry
savaient	knew
donnez	give
pareille	the same
couvre	covers
couverte	covered
acquis	acquired
aliments	food
aimerais	would like to
réellement	Actually
travaillé	work
auraient	would have
chrétiens	christians
couvrir	cover
perdent	lose
successeur	successor
bâtiment	building
précieuse	precious
jugera	will judge
Hadadézer	Hadadezer
bénir	bless
saluer	greet
figues	figs
lances	spears
accomplit	accomplishes
Quich	quich
occupaient	occupied
Abichaï	Abichai
Raphaël	Raphael
Lazare	Lazarus
cramoisie	crimson
cuir	leather
vache	cow
rameaux	twigs
Ménélas	Menelaus
pillage	plunder
consumé	consumed
proclame	proclaim
maladies	diseases
querelles	quarrels
offrira	will offer
vides	empty
inutile	useless
apparence	appearance
calme	calm
quels	what
verras	will see
blessure	wound
tremblement	tremor
sombre	dark
rentrer	to return
pardonner	to forgive
appellera	will call
marches	steps
tournent	turn
recouvrit	covered
sortis	went out
totale	total
annonça	announced
vieillards	old men
demandaient	were asking
découvert	discovered
exercer	exercise
paralysé	paralyzed
lointains	distant
fortifiée	fortified
avancer	to advance
finit	ends
poussèrent	pushed
réunirent	reunited
emporte	win
abandonner	to abandon
païennes	heathen
condamne	sentenced
traversé	crossed
recevront	will receive
désordre	disorder
discuter	discuss
utile	useful
remplir	to fill
payé	paid
chassé	hunt
prétentieux	pretentious
reproche	reproach
puissances	powers
détruirai	will destroy
fermes	farms
dura	lasted
mangea	ate
entourent	surround
prenne	take
nuire	harm
constata	noticed
établir	establish
accomplis	accomplished
forêts	forests
Maasséya	Maasseya
informé	informed
assiéger	besiege
postes	posts
retrouve	find
habitant	inhabitant
quant	as to
épousé	marry
chacals	jackals
épaule	shoulder
poème	poem
pratiquent	practice
aurore	dawn
taire	to hush up
rue	street
Césarée	Caesarea
sandales	sandals
enverra	will send
aigle	eagle
jambes	legs
ânesse	donkey
stupide	dumb
reins	kidneys
Babylonie	Babylonia
agissent	act
lépreux	leper
tombes	fallen down
dressé	trained
tombent	fall
cruche	jug
arme	armed
restez	stay
Sisra	sisrah
arrêta	stopped
sauvera	will save
livrera	will deliver
Hazaël	Hazael
personnellement	personally
veaux	calves
coupé	cut
interrogea	interrogated
marins	sailors
manifesterai	will demonstrate
amenèrent	brought
passent	pass
rendue	rendered
Chypre	Cyprus
visite	visit
principales	main
complot	conspiracy
passèrent	passed
voyait	saw
chaînes	chains
ramasser	pick up
commença	began
méprisent	despise
emporté	carried away
nomma	named
dévasté	devastated
automne	fall
écrire	to write
salutations	cheers
méprise	misunderstand
désirent	desire
invite	guest
serpents	snakes
levèrent	raised
faisons	do
comptent	matter
brûlé	burned
jalousie	jealousy
pensée	thought
droiture	righteousness
engage	engaged
royaux	royal
tranquillité	tranquility
abattu	beaten down
tombèrent	fell
philistins	philistines
apporta	brought
rentra	returned
fiers	proud
harpe	harp
rangs	ranks
avancèrent	advanced
nouveaux	new
militaires	military
surveiller	to watch
infidélité	infidelity
onze	eleven
Anatoth	Anathoth
Chémech	Shemech
tirage	draw
strictement	strictly
sommets	peaks
inconnues	unknown
prononça	pronounced
Mechoullam	Meshullam
Tarsis	Tarshish
paraboles	parables
orphelin	orphan
compatriote	compatriot
ronces	brambles
quitte	quits
provoque	causes
serviront	will serve
tunique	tunic
tenue	outfit
procure	provides
pourrai	could
pleinement	fully
sacrées	sacred
buisson	bush
ouvrier	worker
pièges	traps
verser	to pay
dresse	trained
rire	laugh
triste	sad
confie	entrusts
accueilli	welcomed
idolâtrie	idolatry
presque	almost
poteaux	poles
tendu	tense
enfer	hell
frappés	struck
verrous	locks
conduisent	drive
doux	soft
bijoux	jewelry
guéris	healed
assassiné	murdered
subi	suffered
méprisé	despised
emmenés	taken away
offrait	offered
panique	panic
brisa	broke
révoltés	revolted
interviens	intervene
réussir	to succeed
méfaits	harm
montèrent	went up
provoqué	provoked
piller	plunder
dévoré	devoured
obtenu	obtained
commises	committed
Ier	I
descendance	descent
prétendent	claim
certitude	certainty
Parole	Word
débauche	debauchery
servent	serve
profiter	to profit from
emmener	to take
entraîne	leads
souci	worry
circoncision	circumcision
perdra	will lose
baptisé	baptized
heureuse	happy
oliviers	olive trees
pourraient	could
simples	simple
précisément	precisely
discernement	discernment
masse	mass
humiliés	humiliated
printemps	spring
battus	beaten
actuelle	current
ajouter	to add
joue	play
gardien	guardian
majesté	majesty
parfait	perfect
armés	armed
Urie	Uria
caverne	cave
répandre	spread
réussirent	succeeded
Guéba	Geba
déporté	deported
alentours	surroundings
enclos	enclosure
emmené	taken away
nulle	nothing
fondateur	founder
Pérès	Peres
Zéra	Zera
Madian	Midian
mentionné	mentioned
sots	stupid
potier	potter
pétrie	kneaded
racheter	redeem
plaintes	complaints
proposent	propose
sinistre	sinister
loue	rented
fournaise	furnace
entendent	hear
Agrippa	grabbed
répondis	responded
nid	nest
extérieure	exterior
Guéhazi	Gehazi
Sag	Wis
exclu	excluded
meurtres	murders
reconnaissent	recognize
difficultés	difficulties
ramène	brings back
guérison	healing
assyrienne	Assyrian
vignerons	winegrowers
tombeaux	tombs
grammes	grams
écarte	dismiss
mette	put
profondeurs	depths
partis	gone
canal	channel
nomades	nomads
continuèrent	continued
vaches	cows
perd	lose
condamnation	conviction
revenait	came back
reviens	come back
nuits	nights
iras	will go
poussa	pushed
réfléchir	reflect
bateaux	boats
releva	raised
tourna	turned
filets	nets
durent	last
auxquels	to which
veuille	please
prononcé	pronounced
constaté	observed
informer	inform
bordure	border
retirer	remove
rencontrer	to encounter
écrivit	wrote
ambassadeurs	ambassadors
offrant	offering
devras	will have to
monts	mounts
raconté	told
crurent	believed
royales	royal
principale	main
commerce	trade
supprimer	to delete
adressèrent	addressed
Idumée	Idumea
parlaient	were talking
laissant	leaving
quinzième	fifteenth
souillé	defiled
valable	valid
témoigne	testifies
oppose	opposite
enseigné	teaches
uni	United
éprouve	experiences
manquent	missing
sentir	feel
boisson	beverage
continue	keep on going
adorateurs	worshipers
apporté	brought
humanité	humanity
fou	mad
présenté	present
utiliser	utilize
fortifier	strengthen
librement	freely
frayeur	fright
entouré	surrounded
bols	bowls
divin	divine
crochets	hooks
insensé	foolish
barbe	beard
rassemble	gather
acclamer	cheer
bouleversé	upset
gâteaux	cakes
agissant	acting
lancer	throw
battirent	beat
attaqua	attacked
dirigea	directed
subsister	subsist
seize	sixteen
étoffes	fabrics
Yéarim	Yearim
occupe	to keep busy
cananéenne	canaanite
Chéla	Chela
Capernaüm	Capernaum
égorge	slaughter
océan	ocean
foie	liver
graines	seeds
produire	produce
tentures	hangings
regorge	abounds
détourne	diverts
étendra	will extend
