-Abarīmas	-Abarimas
aizraidīju	I dismissed
aizraka	buried
aizrakstīju	I wrote down
aizrakuši	buried
aizrauj	fascinates
aizraujamies	we are excited
aizraujas	gets excited
aizraus	will captivate
aizraušanas	passion
aizraušu	exciting
aizraut	to captivate
aizrauta	excited
aizrauti	passionately
aizrautībā	in excitement
aizrautības	passions
aizrauties	to get excited
aizrauts	excited
aizrautu	passionate
aizrāva	fascinated
aizrāvāmies	we were fascinated
aizrāvās	got carried away
aizrāvis	fascinated
aizrāvusi	fascinated
aizrāvusies	fascinated
aizrit	passes
aizritinās	will roll away
aizsardzība	protection
aizsardzībā	in defense
aizsardzībai	for protection
aizsardzības	defense
aizsardzību	protection
aizsarga	protector
aizsargāta	protected
aizsargātu	would protect
aizsargmūri	retaining walls
aizsargs	protector
aizsargu	protector
aizsargžogu	protective fence
aizšau-jamos	shootable
aizšaujamā	shootable
aizšaujamai	to be shot
aizšaujamais	shot
aizšaujamām	to be shot
aizšaujamās	shootable
aizšaujamie	shootable
aizšaujamiem	shootable
aizšaujamo	to be shot
aizšaujamos	shootable
aizšāvis	shot
aizsedz	covers
aizsedza	covered
aizsedzas	covers up
aizsedzies	covered
aizsedzis	covered
aizsega	cover
aizsegā	under cover
aizsegdams	covering
aizsegs	cover
aizsegšanai	for covering
aizsegšu	I will cover
aizsegt	to cover
aizsegta	covered
aizsegti	covered
aizsegts	covered
aizsegu	cover
aižsegu	cover
aizsiet	tie up
aizsieta	tied up
aizskalo	wash away
aizskalojusi	washed away
aizskalojuši	washed away
aizskalos	will wash away
aizskalot	to wash away
aizskaloti	washed away
aizskan	sounds
aizskanēt	to sound
aizskar	offends
aizskāra	offended
aizskāris	offended
aizskarot	offending
aizskars	will offend
aizskaršu	I will offend
aizskart	to offend
aizskartu	would offend
aizskārusi	offended
aizskāruši	offended
aizskrēja	ran away
aizskrējis	ran away
aizskrējuši	ran away
aizskrien	runs away
aizslaucīs	will sweep away
aizslaucīšu	I will sweep away
aizslaucīti	swept away
aizslēdz	locks
aizslēdza	locked
aizslēdzat	you lock
aizslēdziet	lock
aizslēdzis	locked
aizslēgdams	locking
aizslēgs	lock
aizslēgsim	let's lock
aizslēgšu	I will lock.
aizslēgt	lock
aizslēgt—tev	lock—you
aizslēgta	locked
aizslēgtām	locked
aizslēgtas	locked
aizslēgti	locked
aizslēgtiem	locked
aizslēgts	locked
aizslēgtu	would lock
aizslēgusi	locked
aizslīd	slips away
aizsmakusi	hoarse
aizsniedzas	reaches out
aizsniegdama	reaching
aizsniegs	will reach
aizsniegušas	reached
aizsniegušās	reached
aizsniegusi	reached
aizsoļoja	left the room
aizspiedīs	will press
aizspindz	closes
aizsprieduma	prejudice
aizspro-stojumā	in a jam
aizsprosta	dam
aizsprostam	dam
aizsprosti	dams
aizsprosto	clogs
aizsprosto-dams	blocking
aizsprostodams	occluded
aizsprostoja	blocked
aizsprosts	dam
aizsprostu	dam
aizspurdz	closes
aizstāj	replaces
aizstājējs	substitute
aizstāv	defends
aizstāvamies	we defend ourselves
aizstāvēdams	defending
aizstāvēja	defended
aizstāvējās	defended
aizstāvējos	I defended myself
aizstāvējusi	defended
aizstāvēs	will defend
aizstāvēšanā	in defense
aizstāvēšanai	for defense
aizstāvēšanās	defense
aizstāvēšanos	defense
aizstāvēsit	will defend
aizstāvēsities	will defend themselves
aizstāvēšu	I will defend
aizstāvēt	defend
aizstāvēties	to defend oneself
aizstāvētos	would defend
aizstāvētu	would defend
aizstāvi	advocate
aizstāviet	defend
aizstāvis	defender
aizstāvja	defender
aizstāvji	defenders
aizstāvjus	defenders
aizstāvos	I will defend myself.
aizstāvot	defending
aizstāvoties	defending
aizstāvu	I defend
aizsteidzas	hurry up
aizsteidzās	rushed
aizsteidzoties	in a hurry
aizstiepjas	tightens
aizstiepsies	will tighten
aizstiepusies	stretched
aizsūtīdams	sending
Aizsūtiet	Send
aizsūtīja	sent
aizsūtījis	sent
aizsūtīju	sent
aizsūtījusi	sent
aizsūtījuši	sent
aizsūtīšu	I will send
aizsūtīt	to send
aizsūtītie	sent
aizsūtu	I send
aizsvieda	threw away
aizsviedis	thrown away
aizsviedīs	will throw away
aizsviestais	thrown away
aiztecēja	drained
aiztecējis	drained
aiztecējušas	leaked
aiztek	runs out
aizticis	trusted
aiztikdams	touching
aiztikt	to touch
aiztikuši	touched
aiztinami	to be covered
aizturami	detainable
aizturēja	detained
aizturēju	I detained
aizturēs	will detain
aizturēsi	will hold
aizturēsiet	will detain
aizturēt	to detain
aizturēti	detained
aizturētu	would detain
aizturiet	hold back
aizu	gorge
Aizvāc	Remove
aizvāca	removed
aizvadītu	would pass
aizvakar	the day before yesterday
aizvakardienas	the day before yesterday
aizvakarējās	the day before yesterday
aizvāksi	will remove
aizvākšu	I will remove
aizvari	shutter
aizved	take away
aizveda	took away
aizvedat	take away
aizvediet	take away
aizvedis	taken away
aizvedīs	will take away
aizvedīšu	I will take you.
aizvedu	I took away
aizveduši	taken away
aizvējā	gone by the wind
aizvēla	late
Aizveliet	Delay
aizver	closes
aizvēra	closed
aizvērās	closed
aizvēris	closed
aizvērt	close
aizvērtajām	closed
aizvērti	closed
aizvērties	to close
aizvērtu	would close
aizvēruši	closed
aizvešanai	for takeaway
aizvešanas	removal
aizvešanu	removal
aizvest	to take away
aizvesta	taken away
aizvestā	taken away
aizvestajiem	taken away
aizvestas	taken away
aizvesti	taken away
aizvestie	taken away
aizvesto	taken away
aizvestos	would be taken away
aizvests	taken away
aizvestu	would take away
aizvezdams	taking away
aizvien	always
aizvieto	replaces
aizvijas	avis
aizvilināja	lured
aizvilināsim	let's lure
aizvilināties	to be tempted
aizvilka	dragged
aizvilkšu	I will drag
aizviņdienu	the day before yesterday
aizviņu	piggy bank
aizvirzīsies	will move away
aizzīmogo	seal
aizzīmogoja	sealed
aizzīmogošu	sealing
aizzīmogota	sealed
aizzīmogotā	sealed
aizzīmogotām	sealed
aizzīmogotas	sealed
aizzīmogotu	sealed
aizzīmogotus	sealed
Aja	Aja
Ajā	In the Aya
Ajalona	Ajalon
Ajalonā	In Ajalon
Ajalonai	Ajalon
Ajalonas	Ajalon
Ajalonu	Ajalon
Ajas	Verses
Ajatu	Ayat
ajieši	Ayans
Ajin	Ajin
Ajin-Doras	Ajin-Dor
Ajin-Ganima	Ajin-Ghanima
Ajin-Hacora	Ajin-Hazor
Ajin-Hada	Ajin Hadad
Ajin-Korē	Ajin-Kore
Ajin-Mišpatai	Ajin-Mishpatai
Ajin-Rogalas	Ajin-Rogala
Ajin-Rogelai	Ain Rogel
Ajin-Rogelas	Ain Rogel
Ajin-Šemeša	Ain Shemesh
Ajin-Šemešas	Ain Shemesh
Ajin-Šemešu	Ajin-Shemesh
Ajina	Ajin
Ajinas	Ajin
Ajinu	Ajin
Aju	Ayu
ak	oh
aka	well
akā	well
akaciiu	acacia
akacijām	acacias
akācijām	acacias
akaciju	acacia
akāciju	acacia
Akadā	In Akkad
akai	well
akām	wells
akas	wells
akās	in the wells
akāvām	akavam
Akbora	Akbor
āķi	hooks
Akjūs	Akjus
akla	blind
aklā	blind
aklais	blind
aklajam	for the blind
aklajiem	for the blind
aklam	blind
aklas	blind
akli	blindly
aklību	blindness
aklie	blind
akliem	for the blind
aklo	blind
aklos	blind
akls	blind
aklu	blind
akluma	blindness
aklumu	blindness
aklus	blind
akme-ņus	stones
akmenājā	in the rock
akmenāju	stone wall
akmeni	stone
akmenī	in stone
akmeņi	stones
akmeniem	stones
akmeņiem	stones
akmenim	stone
akmenis	stone
akmeņkaļi	stonemasons
akmeņkaļiem	stonemasons
akmeņkaļu	stonemason
akmeņkaļus	stonemasons
akmeņlauztuvēm	quarries
akmeņos	in the stones
akmens	stone
Akmensgriezēja	Stonecutter
akmenskalns	stone hill
akmeņu	stones
akmeņus	stones
akmeņus—pēc	stones—after
aknām	liver
aknām—tie	liver—they
aknas	liver
Ako	Ako
Akojā	In Akoya
Akrabu	Akrabu
Akrābu	Acronym
Akšafas	Akshafa
Akšafu	Akshafu
Aksu	Aksu
aku	well
Akuba	Akuba
Akubs	Akub
Akvila	Aquila
Akvilu	Aquila
ala	cave
alā	in the cave
āla	cave
alabastra	alabaster
alai	cave
alām	caves
Alameleku	Alameleku
alas	caves
alās	in the caves
ālavās	in the valleys
Alclujā	In Alcluja
Alek-sandrs	Alexander
Aleksandra	Alexandra
aleksandriešu	Alexandrian
aleksandrietis	Alexandrian
Aleksandrijas	Alexandria
Aleksandrs	Alexander
Aleksandru	Alexander
alelujā	hallelujah
Alemetu	Alemet
ālemi	world
ālētos	in the ale
alfa	alpha
Alfeja	Alpheus
alga	salary
algādža	salary
algādzi	salaryman
algādži	wage earners
algādžiem	wage earners
algādzim	wage earner
algādzis	salaryman
algādžu	wage earner
algai	salary
algas	salaries
algotņu	mercenary
algu	salary
Ališāmas	Alishams
Ālišāmas	Alishams
Alja	Alya
Aljans	Alliance
alksiet	thirst
alkst	crave
alksti	craving
alkstiet	crave
allaž	always
allažiņ	always
Alleluja	Hallelujah
allelūja	hallelujah
Allemets	Allemets
Allemetu	Allemagne
Almodadu	Almodad
Almon-Diblataimā	Almon-Diblatime
Almon-Diblataimas	Almon-Diblatimes
Almonu	Almond
almugima	alms
almugīma	almsgiving
alodamies	we are brazing
aloes	aloes
alojas	aloe
alojaties	to join
ālojes	aloe vera
Alona	Alona
altā	viola
altāfa	altar
altāfus	altarpiece
altāj-a	Altai
altāj-iem	Altai people
altāj-us	Altai
altajiem	for violas
altājra	altarpiece
altājriem	altars
altājrus	Altair
altājus	altars
altāļra	altar
altāpa	altar
altāpi	highlands
altāpis	altocumulus
altāpus	altar
altāra	altar
altari	altars
altāri	altars
altārī	at the altar
altāriem	altars
altārim	altar
altāris	altar
altāru	altar
altārus	altars
alts	viola
alu	beer
Alušā	In Alushta
Alušas	Alushta
alva	tin
Alva—valdnieks	Tin—the ruler
Alvans	Alvan
alvejām	aloe vera
alvejas	aloe vera
alvu	tin
am	am
Amacija	Amaziah
Amacijam	Amaziah
Amacja	Amaziah
Amacjas	Amaziah
Amacju	Amaziah
Amalcku	Amalck
Amalechs	Amalek
Amalehs	Amalek
Amaleka	Amalek
Amalekas	Amalek
amalekieša	Amalekite
amalekieši	Amalekites
amalekiešiem	Amalekites
amalekiešu	Amalek
amalekiešus	Amalekites
amalekietim	to the Amalekite
amalekietis	Amalekite
amaleķietis	Amalekite
Amaleks	Amalek
Amaleks—valdnieks	Amalek—the ruler
Amaleku	Amalek
Amals	Amal
Āmama	Amama
Amana	Amman
Amanas	Amman
Amarja	Amarya
Amarjas	Amarya
Amarju	Amaryu
Amasa	Amasa
Amasaja	Amasai
Amasajs	Amasai
Amasaju	Amasai
Amasam	To Amasa
Amasas	Amasa
Amasja	Amasya
Amasu	Amasu
amat-niekiem	for craftsmen
amata	position
amatā	in office
amatam	for the position
amatiem	positions
amatnieka	craftsman
amatnieki	craftsmen
amatniekiem	for craftsmen
amatniekiem—kalējiem	for craftsmen—blacksmiths
amatnieks	craftsman
amatnieku	craftsman
amatniekus	craftsmen
amatos	in positions
amats	position
amattērpos	in uniform
amattērpus	official uniforms
amatu	position
amatu—jo	position—because
amatus	positions
Amcija	Amcia
Amcn	Amcn
amen	amen
āmen	amen
amesa	ames
ametists	amethyst
Amfipolei	Amphipolis
Amgadu	Amgadu
Ami-nādabu	Ami-nādabu
Ami-Nadila	Ami-Nadil
Amī-Nadila	Ami-Nadil
Amiēla	Amiel
Amiēls	Amiel
Amihuda	Ammihud
Amihuds	Amihud
Amija	Amy
Aminadaba	Aminadab
Aminādaba	Aminadab
Aminādabata	Aminādābat
Aminadabs	Aminadab
Aminādabs	Aminadab
Aminadabu	Aminadab
Aminādabu	Aminadabu
Amišadaja	Amishada
Amitaja	Amitabha
Amizabāds	Ammizabad
Ammas	Amma
Ammons	Ammon
Amnona	Amnon
Amnonam	To Amnon
Amnons	Amnon
Amnonu	Amnon
amo-riešu	Amorite
Amoca	Amoca
Amoka	Amok
Amoks	Amok
amomete	amomete
Amona	Ammon
Amonam	For Amon
Amonas	Ammon
amonešu	Ammonite
amonieši	Ammonites
amoniešiem	Ammonites
amoniešu	Ammonite
amoniešus	Ammonites
amoniete	Ammonite
amonietes	Ammonites
amonietim	Ammonite
amonietis	Ammonite
amonitiešus	Ammonites
Amons	Ammon
Amonu	Ammon
amorieša	Amorite
amorieši	Amorites
amoriešiem	Amorites
amoriešu	Amorite
amoriešus	Amorites
amorieti	Amorites
amorietis	Amorite
Amos	Amos
Amosa	Amos
Amosam	Amos
Amoss	Amos
Ampliatu	Ampliatus
Amrāfela	Amraphel
Amrāfelu	Amraphel
Amrāma	Amram
Amrāmam	To Amram
amrāmiešiem	Amramites
amramiešu	Amramite
Amrāms	Amram
Amrāmu	Amram
amuletus	amulets
āmuri	hammers
āmuru	hammer
an	an
Ana	Anna
Ana-Melekam	Ana-Melek
Ana—valdnieks	Ana—ruler
ānaāniešu	Anaanian
Anāba	Annaba
Anābu	Annabu
Anaharata	Anaharatha
Anaja	Anaya
Anaka	Anaka
anakieši	Anakim
anakiešiem	Anakim
anakiešu	Anakim
anakiešus	Anakim
Anaļa	Anal
anamieši	Anami
anamiešus	Anami
Anamimu	Anamimu
Ananij	Ananias
Ananija	Ananias
Ananijs	Ananias
Ananiju	Ananias
Ananjā	In Ananya
Ananjas	Ananya
Anans	Annan
Anas	Anas
Anata	Anat
Anatota	Anathoth
Anatotā	In Anathoth
Anatotas	Anathoth
anatotietis	Anathothite
Anatots	Anathoth
Anatotu	Anathoth
Andreja	Andrei
Andrejam	To Andrei
Andrejs	Andrei
Andreju	Andrei
Androniku	Andronicus
Andronīku	Andronicus
Andrumetijas	Andrumetia
Anēmu	Anemia
Anera	Anera
Aners	Aner
Aneru	Aneru
Aniāms	Aniam
Anīma	Anime
Anna	Anna
Annai	Anna
Annas	Anna's
Annu	Anna
antikrista	antichrist
antikristi	antichrist
antikrists	antichrist
antilope	antelope
antilopju	antelope
Antiochijā	In Antioch
Antiochijai	To Antioch
Antiochijas	Antioch
Antiochiju	Antioch
Antiohijā	In Antioch
Antiohijai	To Antioch
Antiohijas	Antioch
Antiohiju	Antioch
Antioķijā	In Antioch
Antipas	Antipas
Antipatridu	Antipatrid
Antipatrīdu	Antipatris
Antipu	Antipas
Antotija	Anthony
Anūbu	Anubis
ap	around
ap-domīgi	thoughtfully
ap-ģērbs	clothing
ap-grēkojas	sinned
ap-sargāt	to protect
ap-skaities	to count
ap-spieda	oppressed
Apaima	Apaima
Apaims	Circumference
apakaļ	back
apakš	under
apakšai	below
apakšas	bottom
apakšējā	lower
apakšējais	lower
apakšējam	lower
apakšējām	lower
apakšējo	lower
apakšējos	lower
apakšgalā	at the bottom
apakšgalos	at the bottom
apakšgals	bottom end
apakšmala	hem
apakšmalas	hems
apakšmalu	hem
apakšniekiem	underlings
apakšpriesteri	sub-priests
apakšvadoņiem	subordinates
apakšvaldnieki	sub-rulers
apakšvaldnieku	sub-ruler
apakšzeme	underground
apakšzemē	underground
apakšzemes	underground
apakšzemi	underground
apaļa	round
apaļā	round
apaļas	round
apaļi	round
apaļš	round
apaļumu	roundness
apamā	in the dark
apar	machine
apartu	apparatus
apaugļo	fertilize
apaugļodams	fertilizing
apaugļojis	fertilized
apaugļošanās	fertilization
apaugļotos	fertilized
apauj	wear
apaun	around
apaut	to wear shoes
apautas	shoes
apauti	footwear
apāva	shoe
apavus	shoes
apāvuši	worn out
apbalvos	will reward
apbedīja	buried
apbedījot	burying
apbēdina	saddens
apbēdināja	saddened
apbēdinājāt	you saddened
apbēdināji	saddened
apbēdinājis	saddened
apbēdināju	saddened
apbēdinājums	sadness
apbēdinājusi	saddened
apbēdināsi	will upset
apbēdināšu	will upset
apbēdināt	to sadden
apbēdināta	saddened
apbēdinātai	saddened
apbēdināti	saddened
apbēdinātiem	saddened
apbēdināto	the saddened
apbēdināts	saddened
apbēdinātu	saddened
apbēdini	sadden
apbēdinu	sadden
apbedīšanai	for burial
apbedīšanas	funeral
apbedīt	to bury
apbedīti	buried
apbedīts	buried
apber	cover
apbērts	flooded
apbirdinājusi	bewildered
apbrīno	admire
apbrīnojamiem	amazing
apbrīnojams	amazing
apbrīnojumu	admiration
apbrīnošanas	admiration
apbrīnošanu	admiration
apbrīnotājs	admirer
apbrīnotu	would admire
apbru-ņojies	armed
apbru-ņojušies	armed
apbruņojas	arm oneself
apbruņojies	armed
Apbruņojiet	Arm yourself
apbruņojieties	arm yourself
apbruņoju	armed
apbruņojumā	in armament
apbruņojums	armament
apbruņojumu	armament
apbruņojušies	armed
apbruņosimies	let's arm ourselves
apbruņoti	armed
apbruņotie	armed
apbruņotiem	armed
apbruņots	armed
apbruņotu	armed
apcepa	fried
apcērp	cut off
apcērpas	haircuts
apcērtiet	cut off
apcie-tinātām	for detainees
apcie-tinātu	arrested
apciemot	to visit
apcieti-nājumus	arrests
apcietina	arrests
apcietinā	arrest
apcietināja	arrested
apcietinājās	arrested
apcietināji	arrested
apcietinājis	arrested
apcietinājs	arrester
apcietināju	arrested
apcietinājuma	detention
apcietinājumā	in custody
apcietinājumiem	arrests
apcietinājumus	arrests
apcietinājuši	arrested
apcietināšu	will arrest
apcietināt	to arrest
apcietināta	arrested
Apcietinātais	The prisoner
apcietinātajām	for the detainees
apcietinātas	arrested
apcietināti	arrested
apcietinātie	detainees
apcietinātiem	arrested
apcietināto	the arrested
apcietinātos	would be arrested
apcietināts	arrested
apcietinātu	would arrest
Apcietini	Arrest
apcirpa	trimmed
apcirpis	cropped
apcirpsies	will get cut
apcirpt	to trim
apcirpta	cropped
apcirptai	cropped
apcirptām	cropped
apcirptas	cropped
apcirpti	cropped
apcirstiem	cut down
apcirstos	cut off
apcirstu	cut off
apcirstus	cut down
apcirta	cropped
Apd	Apt.
apdarināja	finished
apdauzās	banged
apdāvina	gives as a gift
apdāvinādams	giving as a gift
apdāvinātāja	donor
apdāvini	gift
apdedzināti	burnt
apdedzis	burnt
apdega	burned
apdeguma	burn
apdegusi	burnt
apdeguši	burnt
apdēstītiem	planted
apdēstīts	planted
apdēstu	would plant
apdomā	ponders
apdomājam	we consider
apdomājas	pondering
apdomājās	pondered
apdomājiet	think about
Apdomājieties	Think about it.
apdomībā	in consideration
apdomīga	prudent
apdomīgi	prudently
apdomīgs	prudent
apdomu	contemplation
apdraud	threatens
apdraudēja	threatened
apdraudējis	threatened
apdraudēs	will threaten
apdraudēts	endangered
apdullināti	stunned
apdves	district
apdvestiem	apdvestiem
apdvests	enchanted
apdvēsts	covered
apdvestu	would be surprised
apdvestus	apdvestus
apdzēst	to extinguish
apdzī-vos	I will live
apdziedāšanas	singing
apdzirdīja	heard
apdzirdījusi	watered
apdzisis	extinguished
apdzisīs	will extinguish
apdzīvo	inhabits
apdzīvo-jama	habitable
apdzīvo-jamas	habitable
apdzīvoja	inhabited
apdzīvojama	habitable
apdzīvojamas	habitable
apdzīvojami	habitable
apdzīvojamu	habitable
apdzīvojat	inhabit
apdzīvos	will inhabit
apdzīvota	inhabited
apdzīvotā	inhabited
apdzīvotai	inhabited
apdzīvotajā	in the inhabited area
apdzīvotajās	inhabited
apdzīvotāji	inhabitants
apdzīvotājiem	residents
apdzīvotām	inhabited
apdzīvotas	inhabited
apdzīvotās	inhabited
apdzīvotiem	inhabited
apdzīvoto	inhabited
apdzīvotos	inhabited
apdzīvotu	inhabited
apēd	eats
apēda	ate
apēdam	we eat
apēdams	edible
apēdat	eat
apēdis	eaten
apēdīs	will eat
apēdu	I ate
apēduši	eaten
apej	go
apejat	bypass
apejies	bypass
apejiet	bypass
Apejieties	Go around
apejoties	bypassing
Apellu	Appeal
apēnodama	overshadowing
apēnoja	overshadowed
apēnos	in the shadows
apēnotu	shaded
apēst	to eat
apēsta	eaten
apēstu	would eat
apēzdama	eating
Apfijai	To Aphia
apga-bala	area
apga-balā	in the area
apga-baliem	for regions
apgabala	district
apgabalā	in the area
apgabalam	for the area
apgabali	areas
apgabaliem	areas
apgabalos	in the areas
apgabals	area
apgabalu	area
apgabalu—un	area—and
apgabalus	areas
apgādā	supplies
apgādāja	supplied
apgādājās	provided for
Apgādājies	Provided
apgādājieties	provide yourself
apgādājis	provided
apgādāšu	I will provide
apgādāt	to supply
apgādāti	provided
apgādātu	would provide
apgaismība	enlightenment
apgaismo	illuminates
apgaismoja	illuminated
apgaismos	will illuminate
apgaismošanai	for lighting
apgaismot	to illuminate
apgaismota	illuminated
apgaismoti	illuminated
apgaismotie	enlightened
apgaismots	illuminated
apgaismotu	illuminated
apgāja	went around
apgājās	went around
apgājuši	passed by
apgalvo	claims
apgalvodami	claiming
apgalvoja	claimed
apgalvojat	you claim
apgalvojis	claimed
apgalvojot	claiming
apgalvojumi	statements
apgalvojumus	statements
apgalvos	will claim
apgāna	defile
apgānāt	to blaspheme
apgāni	defile
apgānī-dams	defiling
apgānīdamies	defiling oneself
apgānīdams	defiling
apgānījās	defiled
apgānīji	defiled
apgānījis	defiled
apgānījušas	defiled
apgānījušās	defiled
apgānījusi	defiled
apgānījuši	defiled
apgānījusies	defiled
apgānījušies	defiled
apgānīšanās	defilement
apgānīšanos	defilement
apgānīt	to defile
apgānīta	defiled
apgānītāji	defilers
apgānītājiem	defilers
apgānītās	defiled
apgānīti	defiled
apgānītu	desecrate
apgarotie	spiritualized
apgarots	spiritualized
apgāž	overturn
apgāza	overturned
apgāžam	overturn
apgāzās	overturned
apgāzīs	will overturn
apgāzīsies	will fall over
apgāzīšu	I will overturn
apgāzti	overturned
apgāztus	overturned
apģērb	clothing
apģērba	clothing
apģērbā	in clothing
apģērbam	for clothing
apģērbāt	to dress
apģērbi	clothes
apģērbiet	dress
apģērbis	dressed
apģērbj	clothes
apģērbs	clothing
apģērbšu	I will dress
apģērbt	to dress
apģērbti	dressed
apģērbts	dressed
apģērbtu	to dress
apģērbtus	dressed
apģērbu	clothing
apģērbus	clothes
apģērbuši	dressed
apglabā	bury
apglabādams	burying
apglabāja	buried
apglabājiet	bury
apglabājis	buried
apglabāju	buried
apglabājuši	buried
apglabās	will bury
apglabāšanas	disposal
apglabāt	to bury
apglabāta	buried
apglabāti	buried
apglabāts	buried
apglabātu	buried
Apgraizaities	Get circumcised
apgraizāt	to circumcise
apgraizīdami	circumcising
apgraiziet	circumcise
Apgraizieties	Get circumcised
apgraizīja	circumcised
apgraizīs	will circumcise
apgraizīšana	circumcision
apgraizīšanā	circumcision
apgraizīšanai	for circumcision
apgraizīšanas	circumcision
apgraizīšanu	circumcision
apgraizīšanu—lai	circumcision—to
apgraizīsieties	you will circumcise
apgraizīt	to circumcise
apgraizīta	circumcised
apgraizītā	circumcised
apgraizītai	circumcised
apgraizītais	circumcised
apgraizītajiem	for the circumcised
