我	wǒ 
法令	fălìng 
法人	fărén 
法則	făzé 
法制	făzhì 
法治	făzhì 
翻臉	fānliăn 
翻身	fānshēn 
翻新	fānxīn 
繁多	fánduō 
繁體	fántǐ
藩籬	fánlí 
凡/凡是	fánshì
返	făn 
反擊	fănjí 
反射	fănshè 
反省	fănxǐng 
反之	fănzhī 
犯規	fànguī 
販毒	fàndú 
販賣	fànmài 
方位	fāngwèi 
方向盤	fāngxiàngpán 
方針	fāngzhēn 
方正	fāngzhèng 
妨礙	fángài 
防備	fángbèi 
防範	fángfàn 
防水	fángshuǐ 
防衛	fángwèi 
防禦	fángyù 
防治	fángzhì 
仿冒	făngmào 
仿造	făngzào 
紡織	făngzhī 
放蕩	fàngdàng 
放寬	fàngkuān 
放款	fàngkuăn 
放任	fàngrèn 
放鬆	fàngsōng 
放映	fàngyìng 
放逐	fàngzhú 
非凡	fēifán 
非洲	fēizhōu
飛彈	fēidàn 
飛快	fēikuài 
飛翔	fēixiáng 
飛行	fēixíng 
肥料	féiliào 
廢	fèi 
廢除	fèichú 
廢棄	fèiqì 
廢墟	fèixū 
廢止	fèizhǐ 
費力	fèilì 
沸騰	fèiténg 
肺炎	fèiyán 
分貝	fēnbèi 
分辨	fēnbiàn 
分寸	fēncùn 
分擔	fēndān 
分發	fēnfā 
分割	fēngē 
分化	fēnhuà 
分級	fēnjí 
分家	fēnjiā 
分解	fēnjiě 
分離	fēnlí 
分裂	fēnliè 
分泌	fēnmì 
分明	fēnmíng 
分享	fēnxiăng 
分子	fēnzǐ 
墳墓	fénmù
粉紅	fěnhóng 
粉刷	fěnshuā 
分量	fènliàng 
糞	fèn
封	fēng 
封閉	fēngbì 
封鎖	fēngsuǒ 
封條	fēngtiáo 
風暴	fēngbào 
風潮	fēngcháo 
風光	fēngguāng 
風光	fēngguāng 
風化	fēnghuà 
風力	fēnglì 
風尚	fēngshàng 
風水	fēngshuǐ 
風行	fēngxíng
鋒面	fēngmiàn 
豐盛	fēngshèng 
豐收	fēngshōu 
縫	fèng 
奉獻	fèngxiàn 
奉養	fèngyàng 
佛經	fójīng 
佛像	fóxiàng 
否決	fǒujué 
膚淺	fūqiăn 
敷衍	fūyăn 
俘虜	fúlŭ 
俘虜	fúlŭ 
浮動	fúdòng 
服從	fúcóng 
服飾	fúshì 
服務	fúwù
服刑	fúxíng 
幅度	fúdù 
福氣	fúqì 
輻射	fúshè 
斧頭	fŭtou 
撫養	fŭyăng 
撫育	fŭyù 
腐爛	fŭlàn 
腐蝕	fŭshí 
腐朽	fŭxiŭ 
付	fù
付款	fùkuăn 
負	fù 
負面	fùmiàn
副	fù 
富	fù 
富貴	fùguì 
富有	fùyǒu 
婦人	fùrén 
附上	fùshàng 
復甦	fùsū 
復原	fùyuán 
賦予	fùyŭ 
該死	gāisǐ 
改編	găibiān 
改觀	găiguān 
改良	găiliáng 
改選	găixuăn 
鈣	gài 
概	gài 
概括	gàiguā 
概況	gàikuàng 
蓋章	gàizhāng 
尷尬	gāngà
干擾	gānrăo 
干涉	gānshè 
乾燥	gānzào 
感觸	gănchù 
感性	gănxìng
趕忙	gănmáng 
綱領	gānglǐng 
剛強	gāngqiáng 
鋼鐵	gāngtiě 
崗位	găngwèi 
高見	gāojiàn 
高壓	gāoyā 
告別	gàobié 
告狀	gàozhuàng 
胳膊(ㄅㄛ˙)	gēbo
歌唱	gēchàng 
歌手	gēshǒu
歌頌	gēsòng 
疙瘩	gēda
鴿子	gēzi 
隔	gé 
隔閡	géhé 
隔天	gétiān
格局	géjú 
格式	géshì 
格外	géwài 
革新	géxīn 
各界	gèjiè 
各自	gèzì 
個數	gèshù
個體	gètǐ 
給予	gěiyŭ 
跟進	gēnjìn 
跟前	gēnqián 
根源	gēnyuán 
耕地	gēngdì 
更動	gēngdòng 
弓	gōng 
工地	gōngdì 
工讀	gōngdú 
工藝品	gōngyìpǐn 
公安	gōngān 
公費	gōngfèi 
公會	gōnghuì 
公民	gōngmín 
公認	gōngrèn 
公事	gōngshì 
公文	gōngwén 
公務	gōngwù 
公務員	gōngwùyuán 
公益	gōngyì 
公債	gōngzhài 
功勞	gōngláo 
功利	gōnglì 
攻	gōng 
攻讀	gōngdú 
攻擊	gōngjí 
供給	gōnjǐ 
宮殿	gōngdiàn 
恭敬	gōngjìng 
恭維	gōngwéi 
鞏固	gǒnggù 
共產	gòngchăn 
共和國	gònghéguó 
共鳴	gòngmíng 
供養	gòngyăng 
勾結	gōujié 
溝	gōu
購	gòu 
構想	gòuxiăng 
孤獨	gūdú 
孤兒	gūér 
孤立	gūlì 
辜負	gūfù 
估價	gūjià 
古怪	gŭguài 
古跡	gŭjī 
古籍	gŭjí 
古物	gŭwù 
股	gŭ 
股市	gŭshì 
鼓吹	gŭchuī 
鼓動	gŭdòng 
故	gù 
雇/僱	gù 
雇/僱用	gùyòng 
固然	gùrán 
固體	gùtǐ 
固有	gùyǒu 
固執	gùzhí 
顧全	gùquán 
蝸牛	guāniú 
寡婦	guăfù 
拐	guăi 
怪不得	guàibùdé 
官	guān 
官司	guānsī 
棺材	guāncái 
觀	guàn 
觀測	guāncè 
觀感	guāngăn 
觀光	guānguāng
觀看	guānkàn
觀摩	guānmó 
觀望	guānwàng 
關稅	guānshuì 
關切	guānqiè  
關懷	guānhuái 
關頭	guāntóu 
關係	guānxì
關照	guānzhào 
管教	guănjiào 
管理	guǎnlǐ
管線	guănxiàn 
管子	guănzi 
貫徹	guànchè 
慣	guàn 
灌	guàn 
灌溉	guàngài 
灌輸	guànshū 
光顧	guānggù 
光滑	guānghuá 
光輝	guānghuī 
光芒	guāngmáng 
規範	guīfàn 
規格	guīgé 
規矩	guījŭ 
規則	guīzé 
歸	guī 
歸	guī 
歸還	guīhuán 
歸納	guīnà 
軌道	guǐdào 
鬼怪	guǐguài 
貴	guì
貴賓	guìbīn 
棍子	gùnzi 
國產	guóchăn 
國防	guófáng 
國境	guójìng 
國君	guójūn 
國民	guómín
國營	guóyíng 
果斷	guǒduàn 
果實	guǒshí 
果樹	guǒshù
果真	guǒzhēn 
過關	guòguān 
過量	guòliàng 
過敏	guòmǐn 
過目	guòmù 
過人	guòrén 
過失	guòshī 
過癮	guòyǐn 
過重	guòzhòng 
海拔	hăibá 
海面	hăimiàn 
海嘯	hǎixiào
海運	hăiyùn 
害蟲	hàichóng 
喊	hăn 
行號	hánghào 
行列	hángliè 
航空信	hángkōngxìn 
航行	hángxíng 
毫不	háobù 
好比	hăobǐ 
好手	hăoshǒu 
好受	hăoshòu 
號	hào 
號子/證券行	hàozi /zhèngquànháng
合併	hébìng 
合同	hétóng 
合意	héyì 
合約	héyuē 
何	hé 
何在	hézài 
和解	héjiě 
和睦	hémù 
和諧	héxié 
核定	hédìng 
核對	héduì 
核算	hésuàn 
核准	hézhŭn 
核子	hézǐ 
黑名單	hēimíngdān 
黑社會	hēishèhuì 
狠	hěn 
狠心	hěnxīn 
哼	hēng 
哼	hēng 
橫	héng 
衡量	héngliáng
轟動	hōngdòng 
轟轟烈烈	hōnghōnglièliè 
紅利	hónglì 
紅燒	hóngshāo 
洪水	hóngshuǐ 
宏偉	hóngwěi 
哄	hǒng 
後輩	hòubèi
後天	hòutiān
候選人	hòuxuănrén 
呼籲	hūyù 
壺	hú 
胡亂	húluàn 
狐疑	húyí 
戶口	hùkǒu 
互補	hùbŭ 
互動	hùdòng
互惠	hùhuì 
護	hù 
花瓣	huābàn 
花朵	huāduǒ 
花卉	huāhuì 
花紋	huāwén 
花樣	huāyàng 
划不來	huábùlái 
划得來	huádelái 
華裔	huáyì 
化工	huàgōng 
化石	huàshí 
話劇	huàjù 
畫面	huàmiàn 
畫展	huàzhăn 
劃時代	huàshídài 
懷	huái 
懷疑	huáiyí
歡送	huānsòng 
幻象	huànxiàng 
換取	huànqŭ 
患	huàn 
患者	huànzhě 
荒唐	huāngtáng 
慌張	huāngzhāng 
惶恐	huángkǒng 
恍惚	huănghū 
灰	huī 
灰塵	huīchén 
輝煌	huīhuáng 
回合	huíhé 
回絕	huíjué 
回升	huíshēng 
回憶	huíyì
迴/回響	huíxiăng 
毀	huǐ 
毀損	huǐsŭn 
悔恨	huǐhèn 
匯	huì 
匯票	huìpiào 
會見	huìjiàn 
會談	huìtán 
會意	huìyì 
繪畫	huìhuà 
賄賂	huìlù 
彗星	huìxīng 
昏	hūn 
渾身	húnshēn 
混	hùn 
混淆	hùnyáo 
混濁	hùnzhuó 
活/活兒	huó/huór
活期	huóqí 
火箭	huǒjiàn 
火力	huǒlì 
火焰	huǒyàn 
火藥	huǒyào 
伙伴	huǒbàn 
獲	huò 
貨幣	huòbì 
貨品	huòpǐn 
豁達	huòdá 
積	jī
基層	jīcéng 
基地	jīdì 
基督	Jīdū
基因	jīyīn 
機動	jīdòng 
機警	jījǐng 
機率	jīlǜ
機密	jīmì 
機器人	jīqìrén 
機制	jīzhì 
肌膚	jīfū 
飢餓	jīè 
畸形	jīxíng
激增	jīzēng 
及早	jízăo 
吉利	jílì 
吉祥	jíxiáng 
汲取	jíqŭ 
即	jí 
即	jí 
即日	jírì 
即時	jíshí 
嫉妒	jídù 
極端	jíduān 
極端	jíduān 
極力	jílì 
極為	jíwéi
集合	jíhé  
集結	jíjié 
集權	jíquán 
集體	jítǐ 
集團	jítuán 
急救	jíjiù 
急躁	jízào 
急診	jízhěn 
籍貫	jíguàn 
擊	jí 
擊落	jíluò 
計	jì 
暨	jì 
繼承	jìchéng 
季風	jìfēng 
劑量	jìliàng 
紀律	jìlǜ
技能	jìnéng 
技藝	jìyì 
祭祀	jìsì 
傢伙(ㄏㄨㄛ˙)	jiāhuo
家家戶戶	jiājiāhùhù 
家電	jiādiàn 
家屬	jiāshŭ 
佳節	jiājié 
佳人	jiārén 
加緊	jiājǐn 
加快	jiākuài 
加薪	jiāxīn 
加重	jiāzhòng 
枷鎖	jiāsuǒ 
夾雜	jiázá 
假	jiǎ 
假若	jiăruò 
假使	jiăshǐ 
假象	jiăxiàng 
架	jià 
架(子)	jià(zi)
架構	jiàgòu 
假期	jiàqí 
煎	jiān 
監督	jiāndū 
尖端	jiānduān 
堅固	jiāngù 
堅忍	jiānrěn 
堅信	jiānxìn 
堅硬	jiānyìng 
兼職	jiānzhí 
艱鉅	jiānjù 
艱苦	jiānkŭ 
艱難	jiānnán 
簡便	jiănbiàn 
簡稱	jiănchēng 
簡化	jiănhuà 
簡體	jiăntǐ
檢討	jiăntăo 
漸	jiàn 
賤	jiàn 
濺	jiàn 
見解	jiànjiě 
見識	jiànshì 
見證	jiànzhèng 
建造	jiànzào 
健身	jiànshēn 
健身房	jiànshēnfáng 
健壯	jiànzhuàng 
將	jiāng 
將軍	jiāngjūn 
獎勵	jiănglì 
獎賞	jiăngshăng 
獎狀	jiăngzhuàng 
講理	jiănglǐ 
講習	jiăngxí 
講義	jiăngyì 
講座	jiăngzuò 
交錯	jiāocuò 
交貨	jiāohuò 
交集	jiāojí 
交情	jiāoqíng 
交涉	jiāoshè 
交談	jiāotán 
焦急	jiāojí 
腳本	jiăoběn 
攪和	jiǎohuo
轎車	jiàochē 
叫好	jiàohăo 
教官	jiàoguān 
教化	jiàohuà 
教誨	jiàohuǐ 
教徒	jiàotú 
教學	jiàoxué
教員	jiàoyuán 
較量	jiàoliàng 
皆	jiē 
階層	jiēcéng 
階級	jiējí 
街坊(ㄈㄤ˙)	jiēfang
接管	jiēguăn 
接連	jiēlián 
接納	jiēnà 
接洽	jiēqià 
接下來	jiēxiàlái
揭幕	jiēmù 
揭曉	jiēxiăo 
截	jié 
截	jié 
潔白	jiébái 
節儉	jiéjiăn 
節慶	jiéqìng 
竭力	jiélì 
結實(ㄕ˙)	jiéshi 
結業	jiéyè 
結緣	jiéyuán 
捷運	jiéyùn
解答	jiědá 
解放	jiěfàng 
解渴	jiěkě 
解剖	jiěpǒu
解說	jiěshuō 
解體	jiětǐ 
解脫	jiětuō 
解約	jiěyuē 
屆	jiè
屆時	jièshí 
戒	jiè 
戒備	jièbèi 
借貸	jièdài 
藉口	jièkǒu 
介入	jièrù 
金錢	jīnqián  
金魚	jīnyú 
津貼	jīntiē 
緊湊	jǐncòu 
緊密	jǐnmì 
緊縮	jǐnsuō 
謹慎	jǐnshèn 
近	jìn 
近	jìn
勁/勁兒	jìn/jìnr
進場	jìnchăng
進度	jìndù 
進而	jìnér 
進攻	jìngōng 
進化	jìnhuà 
進軍	jìnjūn 
進修	jìnxiū 
進展	jìnzhăn 
晉級	jìnjí 
盡量	jìnliàng
禁令	jìnlìng 
精	jīng 
精光	jīngguāng 
精華	jīnghuá 
精明	jīngmíng 
精髓	jīngsuǐ 
精緻	jīngzhì 
經典	jīngdiăn 
經濟	jīngjì 
經書	jīngshū 
驚惶	jīnghuáng 
驚奇	jīngqí 
驚喜	jīngxǐ 
驚險	jīngxiăn 
鯨魚	jīngyú 
井	jǐng 
警報	jǐngbào 
警覺	jǐngjué 
警惕	jǐngtì 
警衛	jǐngwèi 
景觀	jǐngguān 
景氣	jǐngqì 
景物	jǐngwù 
景象	jǐngxiàng 
淨	jìng 
竟	jìng 
敬	jìng 
敬佩	jìngpèi 
境地	jìngdì 
靜脈	jìngmài
靜態	jìngtài
競賽	jìngsài 
競選	jìngxuăn 
競爭	jìngzhēng
揪	jiū 
糾紛	jiūfēn 
酒店	jiŭdiàn 
酒館	jiŭguăn 
酒精	jiŭjīng 
就	jiù 
就緒	jiùxù 
救濟	jiùjì 
救援	jiùyuán 
居	jū 
局部	júbù 
局面	júmiàn 
沮喪	jŭsàng
舉例	jŭlì 
舉止	jŭzhǐ 
舉重	jŭzhòng 
巨人	jùrén 
拒	jù 
距	jù 
據	jù 
據悉	jùxī 
聚餐	jùcān 
俱全	jùquán 
捐獻	juānxiàn 
捐贈	juānzèng 
決賽	juésài 
決議	juéyì 
抉擇	juézé 
絕大多數	juédàduōshù 
絕跡	juéjī 
均	jūn 
均衡	jūnhéng 
均勻	jūnyún 
軍備	jūnbèi 
軍閥	jūnfá 
軍官	jūnguān 
軍艦	jūnjiàn 
開辦	kāibàn 
開導	kāidăo 
開動	kāidòng 
開發	kāifā
開飯	kāifàn 
開放	kāifàng 
開口	kāikǒu 
開闊	kāikuò 
開路	kāilù 
開幕	kāimù 
開盤	kāipán 
開闢	kāipì 
開啟	kāiqǐ 
開頭/開頭兒	kāitóu/kāitóur
開銷	kāixiāo 
開業	kāiyè 
開展	kāizhăn 
開張	kāizhāng 
刊物	kānwù
刊登	kāndēng 
看守	kānshǒu 
康復	kāngfù 
慷慨	kāngkăi 
扛	káng 
抗爭	kàngzhēng 
考場	kăochăng 
考古	kăogŭ 
考量	kǎoliáng
考生	kăoshēng 
考驗	kăoyàn 
烤肉	kǎoròu
靠	kào
刻畫/劃	kēhuà 
科幻	kēhuàn 
苛責	kēzé 
殼	ké 
可觀	kěguān 
可見	kějiàn 
可望	kěwàng 
可行	kěxíng 
刻薄	kèbó 
刻苦	kèkŭ 
刻意	kèyì 
客機	kèjī 
課業	kèyè 
克制	kèzhì 
吭聲	kēngshēng 
空	kōng
空曠	kōngkuàng 
空難	kōngnàn
空談	kōngtán 
空運	kōngyùn 
孔	kǒng 
恐嚇	kǒnghè 
恐懼	kǒngjù 
口	kŏu
口頭	kǒutóu 
口吻	kǒuwěn 
扣除	kòuchú 
苦工	kŭgōng 
苦難	kŭnàn
苦惱	kŭnăo 
苦衷	kŭzhōng 
庫存	kùcún 
誇	kuā 
誇耀	kuāyào 
跨越	kuàyuè 
快活	kuàihuó 
快速	kuàisù
寬廣	kuānguăng 
寬闊	kuānkuò 
款	kuăn 
款待	kuăndài 
款式	kuănshì 
狂風	kuángfēng 
狂妄	kuángwàng 
礦產	kuàngchăn 
礦工	kuànggōng
虧	kuī 
昆蟲	kūnchóng 
捆	kŭn 
困	kùn 
困境	kùnjìng 
困擾	kùnrăo 
困擾	kùnrǎo
擴建	kuòjiàn 
擴散	kuòsàn
擴張	kuòzhāng 
拉票	lāpiào 
臘月	làyuè 
來賓	láibīn 
來得	láide 
來客	láikè 
欄	lán
攔	lán 
懶惰	lănduò 
懶散	lănsàn
朗讀	lăngdú 
朗誦	lăngsòng 
浪費	làngfèi
牢	láo 
勞改	láogăi 
勞累	láolèi 
老年	lăonián 
老人家	lăorénjiā 
老鼠	lăoshŭ 
老天爺	lăotiānyé 
老頭兒/老頭子	lăotóur/lăotóuzi 
老鄉	lăoxiāng 
老子	lăozi
雷	léi 
雷達	léidá 
雷同	léitóng 
累積	lěijī
類似	lèisì 
類型	lèixíng 
冷凍	lěngdòng 
冷汗	lěnghàn 
冷門	lěngmén 
冷清	lěngqīng 
勒索	lèsuǒ 
哩	lī 
黎明	límíng 
罹難	línàn
里程	lǐchéng 
理財	lǐcái 
理論	lǐlùn 
理所當然	lǐsuǒdāngrán
理性	lǐxìng 
理學	lǐxué 
理智	lǐzhì 
禮服	lǐfú 
禮節	lǐjié 
禮貌	lǐmào 
力求	lìqiú 
力行	lìxíng 
力學	lìxué 
立國	lìguó 
立即	lìjí 
立體	lìtǐ 
利率	lìlǜ 
利弊	lìbì 
例	lì 
例	lì 
歷屆	lìjiè 
歷來	lìlái 
歷年	lìnián 
聯	lián 
聯	lián 
聯盟	liánméng 
聯繫	liánxì 
聯想	liánxiăng 
連帶	liándài 
連結	liánjié 
連任	liánrèn 
連線	liánxiàn 
廉價	liánjià 
廉潔	liánjié 
臉龐	liănpáng 
臉譜	liănpŭ 
良機	liángjī 
兩極	liăngjí 
兩口子	liăngkǒuzi 
遼闊	liáokuò 
列	liè 
列車	lièchē 
列國	lièguó 
列入	lièrù 
獵人	lièrén 
烈士	lièshì 
臨	lín 
臨	lín 
臨床	línchuáng 
鄰里	línlǐ 
鈴	líng 
靈	líng 
靈感	línggăn 
靈驗	língyàn 
領隊	lǐngduì 
領會	lǐnghuì 
領悟	lǐngwù 
令	lìng 
另	lìng 
溜冰	liūbīng 
留	liú
流程	liúchéng 
流傳	liúchuán 
流落	liúluò 
流氓	liúmáng 
流失	liúshī 
流水	liúshuǐ
流通	liútōng 
流星	liúxīng 
流域	liúyù 
柳樹	liŭshù 
籠子	lóngzi 
籠罩	lóngzhào 
壟斷	lǒngduàn 
樓房	lóufáng 
漏	lòu
爐子	lúzi 
陸地	lùdì 
路過	lùguò 
露天	lùtiān 
錄影	lùyǐng 
錄影機	lùyǐngjī
輪廓	lúnkuò 
倫理	lúnlǐ 
淪陷	lúnxiàn 
論	lùn 
論點	lùndiăn 
卵	luăn 
囉嗦(ㄙㄨㄛ˙)	luōsuo
鑼	luó 
邏輯	luójí 
落得	luòde 
落魄	luòtuò
落選	luòxuăn 
駱駝(ㄊㄨㄛ˙)	luòtuo
驢	lǘ
鋁	lǚ 
旅費	lǚfèi 
旅途	lǚtú 
旅行	lǚxíng
旅遊	lǚyóu
履歷	lǚlì
履行	lǚxíng 
略	lüè 
麻醉	 mázuì  
馬鈴薯	 mălíngshŭ  
埋伏	 máifú  
買賣	măimài 
買主	 măizhŭ  
邁	 mài  
邁進	 màijìn  
麥子	 màizi  
賣座	 màizuò  
瞞	 mán  
蠻橫	 mánhèng   
滿懷	 mănhuái  
漫長	 màncháng  
蔓延	 mànyán  
盲從	 mángcóng  
盲人	 mángrén  
芒果	 mángguǒ  
茫然	 mángrán  
毛毯	 máotăn  
茂密	 màomì  
冒險	 màoxiăn  
枚	 méi  
眉毛	 méimáo  
眉頭	 méitóu  
媒體	 méitǐ  
每每	 měiměi  
美滿	 měimăn  
美容院	 měiróngyuàn  
美食	měishí
美洲	měizhōu
悶	 mēn  
悶熱	 mēnrè  
門戶	 ménhù  
蒙	 méng  
猛	měng 
猛烈	 měngliè 
夢見	 mèngjiàn  
謎	 mí  
謎語	 míyŭ  
迷宮	 mígōng  
迷惑	 míhuò  
迷戀	 míliàn  
彌補	 míbŭ  
密集	 mìjí  
蜜	 mì  
鳴	 míng  
明白	 míngbái  
明理	 mínglǐ  
明日	 míngrì  
明智	 míngzhì  
名額	 míngé  
名號	 mínghào  
名氣	 míngqì  
名勝	 míngshèng  
名聲	 míngshēng  
名堂	 míngtáng  
名下	 míngxià  
冥想	 míngxiăng  
命名	 mìngmíng  
命中	 mìngzhòng 
綿延	 miányán  
勉強	miănqiăng 
免稅	 miănshuì  
免疫	 miănyì  
面孔	 miànkǒng  
面談	 miàntán  
描繪	 miáohuì  
描述	miáoshù
民俗	 mínsú  
民營	 mínyíng  
敏感	 mǐngăn  
敏捷	 mǐnjié  
滅	 miè  
模範	 mófàn   
模具	 mójù  
模式	 móshì  
魔術	 móshù  
末	 mò  
末期	 mòqí  
墨	 mò  
沒落	 mòluò  
沒收	 mòshōu  
默默	 mòmò  
默契	 mòqì  
漠視	 mòshì 
謀生	 móushēng  
某些	 mǒuxiē  
畝	 mŭ  
母語	mǔyǔ
木材	 mùcái  
木刻	 mùkē  
木料	 mùliào  
木偶	 mùǒu  
沐浴	 mùyù  
目睹	 mùdŭ  
目光	 mùguāng  
目擊	 mùjí  
牧場	 mùchăng  
幕	 mù  
募集	 mùjí  
拿	ná 
納悶	nàmèn 
納入	nàrù 
納稅	nàshuì 
乃	năi 
耐	nài 
耐力	nàilì 
男方	nánfāng 
南極洲	nánjízhōu
難度	nándù 
難關	nánguān 
難免	nánmiăn 
難題	nántí 
難民	nànmín
囊括	nángguā 
腦海	năohăi 
腦力	năolì 
內閣	nèigé 
內涵	nèihán 
內銷	nèixiāo 
內在	nèizài
內戰	nèizhàn 
內政	nèizhèng 
能量	néngliàng 
擬	nǐ 
擬定	nǐdìng 
膩	nì 
粘	nián 
念頭	niàntou
娘	niáng 
娘家	niángjiā 
凝固	nínggù 
凝結	níngjié 
凝聚	níngjù 
凝視	níngshì 
扭轉	niŭzhuăn 
農具	nóngjù 
農田	nóngtián 
農作物	nóngzuòwù 
弄錯	nòngcuò 
奴隸	núlì 
努力	nǔlì
怒氣	nùqì 
暖	nuăn 
挪	nuó 
懦弱	nuòruò 
諾言	nuòyán 
女方	nǚfāng 
虐待	nüèdài 
歐洲	ōuzhōu
偶而/爾	ǒuér/ ěr 
趴	pā 
拍馬屁	pāimăpì 
拍攝	pāishè 
拍照	pāizhào
拍子	pāizi 
排除	páichú 
排擠	páijǐ 
排名	páimíng 
派出所	pàichūsuǒ 
派對	pàiduì
派遣	pàiqiăn 
派頭	pàitóu 
判	pàn
盼	pàn 
旁人	pángrén 
旁聽	pángtīng 
拋	pāo 
拋棄	pāoqì 
跑道	păodào 
泡	pào 
泡沫	pàomò 
陪伴	péibàn
培訓	péixùn 
培育	péiyù 
配	pèi 
配	pèi 
配給	pèijǐ
配音	pèiyīn 
噴漆	pēnqī 
盆地	péndì 
蓬勃	péngbó 
捧場	pěngchăng 
批發	pīfā  
批准	pīzhŭn 
疲憊	píbèi 
匹	pǐ 
譬如	pìrú 
偏差	piānchā
便宜(一˙)	piányi
便宜(一˙)	piányi
片	piàn 
片刻	piànkè 
票	piào 
拼	pīn 
貧苦	pínkŭ 
貧民	pínmín 
品味	pǐnwèi 
品種	pǐnzhǒng 
乒乓球/桌球	pīnpāngqiú/zhuōqiú
平凡	píngfán 
平面	píngmiàn 
平穩	píngwěn 
平行	píngxíng 
評估	pínggū 
評價	píngjià 
評論	pínglùn 
潑	pō 
婆家	pójiā 
破案	pòàn 
破產	pòchăn 
破除	pòchú 
破獲	pòhuò 
破例	pòlì 
破碎	pòsuì 
迫害	pòhài 
魄力	pòlì 
樸素	púsù 
曝光	pùguāng 
暴露	pùlù 
漆	qī 
淒涼	qīliáng 
欺侮	qīwŭ 
奇觀	qíguān 
奇蹟	qíjī 
奇妙	qímiào 
奇異	qíyì 
期待	qídài
期貨	qíhuò 
期望	qíwàng 
旗幟	qízhì 
乞丐	qǐgài 
啟	qǐ 
啟發	qǐfā 
啟示	qǐshì 
啟事	qǐshì 
起步	qǐbù 
起伏	qǐfú 
起碼	qǐmă 
起源	qǐyuán 
氣概	qìgài 
氣管	qìguăn 
氣派	qìpài 
氣勢	qìshì 
氣體	qìtǐ 
氣壓	qìyā 
契機	qìjī 
棄權	qìquán 
恰當	qiàdàng 
恰好	qiàhăo 
恰恰	qiàqià 
洽商	qiàshāng 
洽談	qiàtán 
鉛	qiān 
牽連	qiānlián 
簽署	qiānshù 
千萬	qiānwàn
謙遜	qiānxùn 
前輩	qiánbèi 
前程	qiánchéng 
前後	qiánhòu 
前景	qiánjǐng 
前科	qiánkē 
前提	qiántí 
潛藏	qiáncáng 
潛力	qiánlì 
虔誠	qiánchéng 
淺薄	qiănbó 
淺顯	qiănxiăn 
腔調	qiāngdiào 
牆角	qiángjiăo 
強勁	qiángjìn 
強求	qiángqiú 
強權	qiángquán 
強壯	qiángzhuàng 
瞧不起	qiáobùqǐ 
橋樑	qiáoliáng 
巧合	qiăohé 
俏	qiào 
翹	qiào 
峭壁	qiàobì 
蹺課	qiàokè 
切磋	qiēcuō 
且	qiě 
且	qiě 
切實	qièshí 
竊賊	qièzéi 
親	qīn 
親熱	qīnrè 
親身	qīnshēn 
親生	qīnshēng 
侵犯	qīnfàn 
侵略	qīnlüè 
侵蝕	qīnshí 
侵襲	qīnxí 
欽佩	qīnpèi 
琴	qín 
勤奮	qínfèn 
青春	qīngchūn 
青翠	qīngcuì 
青蛙	qīngwā 
清澈	qīngchè 
清潔	qīngjié 
清靜	qīngjìng 
清廉	qīnglián 
清幽	qīngyōu 
清掃	qīngsăo 
傾向	qīngxiàng 
輕薄	qīngbó 
輕蔑	qīngmiè 
輕易	qīngyì 
情報	qíngbào 
情操	qíngcāo 
情婦	qíngfù 
情節	qíngjié 
情景	qíngjǐng 
情侶	qínglǚ 
情趣	qíngqù 
慶幸	qìngxìng 
丘陵	qiūlíng 
求學	qiúxué 
求助	qiúzhù 
屈服	qūfú 
趨勢	qūshì 
渠道	qúdào 
取材	qŭcái 
取締	qŭdì 
取樣	qŭyàng 
取悅	qŭyuè 
趣味	qùwèi 
圈	quān 
圈子	quānzi 
拳	quán 
全力	quánlì 
全盤	quánpán 
權力	quánlì 
權威	quánwēi 
權益	quányì 
泉源	quányuán 
勸導	quàndăo 
勸告	quàngào 
缺陷	quēxiàn 
確保	quèbăo 
確切	quèqiè 
確實	quèshí 
群島	qúndăo
群居	qúnjū 
染料	rănliào 
嚷	răng 
饒	ráo 
熱潮	rècháo 
熱帶	rèdài 
熱量	rèliàng 
熱水瓶	rèshuǐpíng 
仁愛	rénài 
人次	réncì 
人道	réndào 
人禍	rénhuò 
人際	rénjì
人情	rénqíng 
人群	rénqún 
人士	rénshì 
人手	rénshǒu 
人選	rénxuăn 
人造	rénzào 
忍痛	rěntòng 
任	rèn 
任期	rènqí 
任意	rènyì 
認錯	rèncuò 
認定	rèndìng 
日程	rìchéng 
日光燈	rìguāngdēng 
日益	rìyì 
容	róng 
容量	róngliàng 
容納	róngnà 
容器	róngqì 
容許	róngxŭ 
溶	róng 
溶化	rónghuà 
融合	rónghé 
融洽	róngqià
榮譽	róngyù 
揉	róu 
柔軟	róuruăn 
肉麻	ròumá 
肉體	ròutǐ 
如此	rúcĭ
儒家	rújiā 
入超	rùchāo
入口	rùkǒu 
入世	rùshì 
軟弱	ruănruò 
軟體	ruăntǐ 
若	ruò 
若干	ruògān 
撒謊	sāhuăng 
撒	să 
灑	să 
塞車	sāichē 
賽	sài 
散文	sănwén 
散布/佈	sànbù 
喪事	sāngshì 
嗓子	săngzi 
喪生	sàngshēng 
騷動	sāodòng 
嫂子	săozi 
色澤	sèzé 
剎/煞車	shāchē 
沙拉	shālā 
沙啞	shāyă 
傻瓜	shăguā 
山峰	shānfēng 
山谷	shāngŭ 
山脈	shānmài  
閃電	shăndiàn 
閃爍	shănshuò 
閃耀	shănyào 
擅長	shàncháng 
傷害	shānghài
