orang	person
Asyera	Asherah
titah	decree
patutlah	it is appropriate
moyangnya	his ancestors
ditulis	written
dahaga	thirst
Israil	Israel
Efesus	Ephesus
tulus	sincere
tuboh	body
terdiri	consists of
terbakar	burnt
sembah	worship
runtuhan	ruins
ratu	queen
pŭrbuatan	act
pura	temple
pilih	choose
penyelamatan	rescue
pengurus	administrator
penasihat	advisor
mentertawakan	laugh at
memikul	carry
membaptis	baptize
mahkamah	court
kŭnisa	kŭnisa
kebun	garden
hubungan	connection
helang	eagle
guni	gunny
ganda	double
dilantik	inaugurated
diadili	on trial
darat	land
cik	miss
berlalu	passed
berduri	thorny
bagai	like
Yotam	Yotam
Hamat	Hamath
sŭsuatu	something
rohani	spiritual
panjangnya	length
luas	wide
hutang	debt
dikasihi	loved
banyaklah	there are many
Adam	Adam
trang	trang
termasyhur	famous
stor	store
sida	you
pengintip	spy
pak	pack
mŭmbuat	to make
merompak	to rob
mengurniakan	to bestow
mengerti	understand
memisahkan	separate
membentangkan	to spread out
lebar	wide
kukuh	sturdy
keganasan	malignancy
jin	genie
hidupku	my life
diberkati	blessed
dataran	plains
bersunat	circumcised
bermalam	overnight
bahagikan	share
baginya	for him
Timotius	Timothy
Naomi	Naomi
tinggallah	stay
roboh	collapse
pohon	tree
nafas	breath
mŭmbunoh	to kill
masoklah	come on
kamulah	it is you
ditŭmpat	in place
diliputi	covered
bawa	bring
anggor	Anggor
tersandung	stumble
swara	voice
sepenuhnya	fully
ragu	hesitant
pendapat	opinion
pencuri	thief
mengoyakkan	tear apart
menghulurkan	stretch out
menggali	dig
mengembalikan	return
mendekati	approach
menanggalkan	take off
menaklukkan	conquer
memerangi	to fight
memasukkan	enter
lengang	quiet
kudis	scabies
kilometer	kilometers
kebinasaan	destruction
jarahan	loot
disimpan	saved
diperlukan	required
dipenuhi	filled
dikebumikan	buried
degil	gnarly
busur	arc
buahan	fruits
bernyala	on
berisi	containing
bagimana	how
angkatan	force
Pembaptis	Baptist
Kol	Cabbage
Hesybon	Heshbon
Asaf	Asaph
tolonglah	please help
tingginya	height
tajam	sharp
sahingga	so that
pusaka	heirloom
mŭngambil	take
kapadaku	to me
jam	O'clock
dimiliki	owned
dibawanya	brought by him
bilakah	when
tertinggal	left behind
syarat	condition
rakyatnya	the people
nubuat	prophecy
munafik	hypocritical
menutupi	cover
mengharapkan	expect
mengapakah	why
menegur	reprimand
mendahului	to precede
memalukan	embarrassing
kesedihan	sadness
iri	envy
embun	dew
disediakan	provided
dipasang	installed
dasar	base
bersalin	giving birth
beragi	yeast
belah	split
Maakha	Maacah
Lazarus	Lazarus
Isakhar	Issachar
Azarya	Azaria
tangisan	weeping
kanŭgri	kanŭgri
ikat	tie
hitam	black
dipŭrbuat	made
dikatakannya	he said
bangunlah	wake up
tercerai	separated
suruhlah	tell me to
semak	bush
samping	side
pŭrtama	first
muzik	music
murni	pure
menyusahkan	troublesome
menjarah	plunder
mendapatkan	get
menawan	captivating
mempermalukan	to embarrass
memijak	step on
memihak	take sides
membanggakan	proud
memasuki	enter
makna	meaning 
lakukanlah	do it
keuntungan	profit
kenal	know
kelakuan	behavior
didiami	inhabited
didapatinya	found
berupa	in the form of
beroleh	get
beriman	believe
belaka	mere
bahagia	happy
askarnya	his soldiers
akibat	consequence
Yunani	Greece
Nasaret	Nazareth
Merari	Merari
Goliat	Goliath
usah	no need
rupa	appearance
mulanya	at first
kahandak	hand
jua	also
duri	thorn
dikŭtahui	known
bŭsŭrta	along with
ampunya	forgive me
tingkap	window
setimpal	worth it
sedia	ready
pihak	party
persembahkanlah	offer it up
perhiasan	jewellery
perdamaian	peace
mohon	please
menjauhkan	keep away
mengirik	threshing
menghentikan	stop
mengembara	wander
mendengarnya	hear it
meletakkannya	put it down
kesakitan	pain
kelapan	eighth
kedatangan	arrival
kasihanilah	have mercy
disalibkan	crucified
buangan	waste
berkomplot	conspire
berbangga	proud
berbagai	various
bahu	shoulder
Yakob	Jacob
Amnon	Amnon
Alkudus	Holy
sunyi	lonely
slama	long
sihat	healthy
piatu	orphan
murah	cheap
mandi	bathe
kolam	pool
kataku	I said
jari	finger
Naaman	Naaman
tingkat	level
terkenal	famous
setinggi	as high as
sehelai	a
penyewa	tenant
ombak	wave
merosakkan	to destroy
menunggang	riding
mengajarkan	teach
memotong	cut
melaporkan	report
limpah	abundant
kesudahan	the ending
keperluan	needs
gundik	concubine
generasi	generation
gelisah	nervous
dosaku	my sin
diciptakan	created
cemas	worried
beritahu	tell
berilah	give
berikanlah	give it
ambillah	take it
adiknya	his younger brother
Yl	Yl
Yehoas	Jehoash
Sisera	Sisera
Kores	Cyrus
Hana	Hannah
Hagar	Hagar
Gedalya	Gedaliah
Antiokhia	Antioch
Ams	Ams
tŭrsurat	written
turon	turn
katakanlah	say it
hijau	green
unjuran	projection
tunjukkan	show
tujuan	objective
tersembunyi	hidden
teladan	example
semesta	universe
raksasa	giant
pŭrjanjian	agreement
persepuluhan	tithe
mŭngŭnal	to know
merejam	stoned
merancang	to design
menghalang	obstruct
menerimanya	accept it
mencabut	to pull out
melintasi	across
melihatnya	see it
lembut	gentle
lebat	heavy
keajaiban	wonder
keadaannya	the situation
jagalah	take care
haruslah	must be
harum	fragrant
gemuk	fat
garam	salt
dirasuk	possessed
betina	female
berlindung	take shelter
berhadapan	face to face
bergabung	join
berapa	How many
benci	hate
belajar	Study
Yefta	Jephthah
Baesa	Baesa
ragi	yeast
pujilah	praise
matamu	your eyes
kŭtahui	know
hieran	hieran
dinŭgri	home
diikat	tied up
dibawah	under
ajar	teach
tindakan	action
tenteram	peaceful
sŭdikit	a little bit
selebihnya	the rest
sekalipun	even though
sejuk	cool
rehat	take a break
rata	flat
pertengkaran	quarrel
pahit	bitter
merebak	spread
mentahbiskan	to consecrate
mengingat	remember
mengetuai	to chair
mencintai	love
menambah	add
memungut	to pick up
membersihkan	clean
melanda	hit
kebodohan	ignorance
disunat	circumcised
dirampas	seized
dimaksudkan	intended
deripadanya	from him
daripadaku	than me
bijian	grain
biar	let
berpegang	hold on
bagiemu	for you
Yehoram	Jehoram
Makedonia	Macedonia
Galilia	Galilia
Elkana	Elkanah
Batsyeba	Bathsheba
Abisai	Abishai
sisa	remainder
pŭngajaran	teaching
patah	broken
bongsu	youngest
Elam	Elam
Aram	Aramaic
utama	main
tadi	earlier
tabiat	nature
sebaliknya	on the contrary
rusa	deer
pertahanan	defense
perkahwinan	marriage
pengusung	carrier
pasak	peg
paginya	in the morning
nurani	conscience
nazar	vow
mŭnyatakan	to declare
mŭmŭgang	to be a gang
meratapi	to mourn
menggalakkan	promote
membaca	read
mara	mara
malangnya	unfortunately
logam	metal
jerami	straw
helai	strands
hatilah	be careful
harian	daily
diserang	under attack
diperkenankan	allowed
bersikap	behave
berjuang	fight
bahtera	ark
angkasa	space
anggap	consider
Yabes	Jacob
Niniwe	Nineveh
Kiryat	Kiryat
Gerson	Gerson
tinggalkan	leave
nyaring	loud
mŭmakie	make fun of
dibri	given
diajarkan	taught
Obed	Obed
Mŭriam	Maryam
Abia	Abia
tetamu	guest
teringat	remember
tebing	cliff
separuh	half
senarai	list
sedemikian	such that
rasol	apostle
rambutnya	her hair
pesta	party
perintahkan	order
perhatikanlah	pay attention
pemerintahannya	his government
pagar	fence
padam	blackout
musuhnya	his enemy
merasakan	feel
menyeberang	cross
menjelaskan	explain
mengandungi	contains
mendesak	urge
memindahkan	move
kesepuluh	tenth
jiwa	soul
hinaan	insult
henti	stop
hartanya	his wealth
disembuhkan	cured
bŭrbangkit	rise up
bukti	proof
berukuran	size
bertentangan	contradictory
bersedih	sad
bernyanyi	sing
bermimpi	dream
berdiam	keep quiet
bagimu	for you
ambil	take
airnya	the water
Nil	Nile
Karmel	Carmel
Kades	Village Head
Hilkia	Hilkiah
Gal	Gal
Abyatar	Abiathar
ulihmu	your help
pulanglah	go home
makanlah	eat it
lŭmah	weak
kŭna	to
kanannya	right
dŭkat	near
diangkat	lifted
Yahuda	Judah
Rahab	Rahab
Jerusalem	Jerusalem
tugu	monument
terikat	bound
terbentang	stretched out
tempatnya	the place
tebal	thick
si	the
selain	besides
sahabatnya	his best friend
perantaraan	intermediary
pendek	short
pembina	mentor
pelindung	protector
pelbagai	various
mŭnyŭrahkan	surrender
mŭngtahui	to know
menyakiti	hurt
mengingatkan	remind
menggembirakan	exhilarating
mengakibatkan	result in
menebus	redeem
mencurahkan	pour out
mencipta	create
membantah	to deny
membakarnya	burn it
memancar	radiate
memainkan	play
kulapuk	rotten
kekurangan	lack
katamu	your words
kasut	shoes
jadilah	be it
gugur	fall
dipakai	used
cedera	injury
blas	blast
bertekad	determined
bangga	proud
alami	experience
akasia	acacia
Zerah	Zerah
Yohanan	John
Pinehas	Phinehas
Og	Og
Izebel	Jezebel
Hosea	Hosea
Hiram	Black
sungut	tentacle
mŭmpunyai	have
malas	lazy
lalang	weeds
kŭchil	little
bagimanakah	how come
akal	reason
Titus	Titus
umum	general
tertawa	laugh
terkemuka	leading
tanganmu	your hand
suruh	order
sorak	cheers
senang	like
sarang	nest
sabtu	Saturday
runtuh	collapse
pukul	o'clock
perhatian	attention
perbuatanmu	your actions
perasaan	feeling
pendusta	liar
pemungut	collector
pelayan	waiter
merata	evenly
mencukur	shave
memulihkan	restore
medan	Medan
maknanya	the meaning
ketul	dull
keluargamu	your family
keesokan	the next day
hasilnya	the result
gunakan	use
golongan	group
ganas	malignant
ditugaskan	assigned
dilapisi	coated
diberi	given
bŭrtutor	tutor
bulihlah	bubble
biasanya	usually
bertiup	blowing
bergoncang	shake
batas	limit
bahgian	part
Ramot	Ramot
Melkisedek	Melchizedek
Hewi	Hewi
Darius	Darius
Bersyeba	Beersheba
Atalya	Atalya
Allahnya	His God
skutika	scooter
esoknya	the next day
dilupakan	forgotten
didirikan	founded
dialah	he is
bŭrkwasa	old
ayam	chicken
Herodis	Herod
untukku	for me
ufti	ufti
tulisan	writing
terutama	especially
tertinggi	highest
terbit	rise
tempang	place
tabah	steadfast
sumbangan	donation
sekuat	as strong as
sebentar	A moment
rasuah	corruption
rajin	diligent
permaisuri	empress
peringatan	warning
nyanyian	singing
mŭninggalkan	to leave
mŭmakan	eat
musuhmu	your enemy
meterai	seal
menyerah	give up
menuang	pour
menghiburkan	entertaining
memuliakan	glorify
memetik	picking
melemparkan	throw
mangsa	prey
kemusnahan	destruction
kemarahan	anger
ilmu	knowledge
harganya	price
gigi	tooth
gersang	arid
diucapkan	spoken
ditanam	planted
daya	Power
caranya	The method
cadangan	backup
bina	build
berulang	repetitive
berlutut	kneel down
berlakulah	apply
berkhidmat	serve
berhati	be careful
bercampur	mixed
belukar	thicket
bangkai	corpse
Yitro	Jethro
Salum	Hello
Nadab	Nadab
Kus	Cousin
Hazael	Hazael
Barukh	Baruch
Ahia	Oh my
sŭtŭngah	half
pŭnjara	prison
liat	clay
kamuliaan	glory
bilangannya	the number
bara	coal
tanam	plant
skaliannya	all of them
sejauh	so far
sampaikan	convey
reruntuhan	ruins
penyanyi	singer
pengantin	bride
pembesar	magnifier
pemberontak	rebel
pahala	reward
mŭrasai	feel
mŭngarti	to understand
menyimpang	deviate
menghibur	entertain
mengejek	mocking
mencemarkan	to pollute
menanyakan	ask
menakjubkan	amazing
menabur	sow
memungkiri	deny
mempersembahkannya	present it
lantang	loud
lanjut	carry on
keberanian	courage
kasar	rough
jala	net
harapkan	expect
disertai	accompanied by
dipukul	beaten
dilarang	forbidden
delima	pomegranate
chita	we
cari	search
bunuh	kill
bichara	bichara
besen	besen
berpendapat	to argue
berkilauan	sparkling
berbentuk	shaped
bengkak	swollen
bantuan	help
bahsa	language
bagaimanakah	how is it
Peres	Press
Hadadezer	Hadadezer
Gomora	Gomora
Arnon	Arnon
tŭtap	still
sŭgranya	all of a sudden
sahut	reply
paksa	force
mŭnyŭmbah	worship
kahwen	happy birthday
hayat	life
datangnya	coming
Gaza	Gaza
usia	age
untukmu	for you
udara	air
tersebar	spread
sesuka	as you wish
sebilangan	a number
ratapan	lament
pertanyaan	question
perompak	pirate
pedagang	trader
palma	palm
negara	country
menuntut	demand
menugaskan	assign
mengancam	threaten
menebang	to cut down
mencium	kiss
mencelakakan	harm
mencela	to denounce
menaiki	climb up
membentuk	to form
membelah	to split
macam	type
kotanya	the city
kirbat	bottle skin
kenyang	full
kekacauan	chaos
keenam	sixth
kebiasaan	habit
karung	bag
hidupmu	your life
hadapannya	in front of him
guruh	thunder
dikuburkan	buried
dikenal	known
dikelilingi	surrounded
dianiaya	persecuted
derhaka	evil
cinta	Love
besarnya	the magnitude
bertutur	speak
bertahan	endure
berpihak	take sides
beribu	thousands
arahan	directions
ancaman	threat
Zerubabel	Zerubbabel
Yesua	Jesus
Tim	Team
Stefanus	Stephen
Semes	Semes
Nabal	Nabal
Mefiboset	Mephibosheth
Makhir	End
Hananya	Hananya
umpama	for example
sŭndirinya	by myself
sŭlam	sŭlam
sukar	difficult
situlah	That's it
pŭnoh	suffocation
pimpinan	leader
kutika	cuticle
kubor	drill
katak	frog
jadikan	make it
istananya	his palace
bŭrtanya	ask
baiklah	Okay
Mesopotamia	Mesopotamia
Festus	Festus
tŭrdahulu	previous
tunggal	single
timbul	arise
terkejut	surprised
terhormat	dear
tenggelam	sink
takluk	surrender
sering	often
sendirian	alone
relau	willing
pŭrahu	boat
persegi	rectangle
perlukan	need
perhimpunan	association
peralatannya	the equipment
pemujaan	worship
pasukannya	his troops
palang	cross
paha	thigh
namaku	my name
mijak	oil
menyaksikan	to witness
menghanguskan	burn
menggesa	to rush
menggembalakan	to shepherd
mengemukakan	to put forward
mengagumkan	spectacular
menegakkan	to uphold
menanti	waiting
memulakan	to start
mempertahankan	maintain
memecahkan	solve
lengan	arm
kŭmbali	back
kesyukuran	gratitude to god
kebahagiaan	happiness
haiwan	animal
enggan	reluctant
disini	here
diperintah	ordered
diperhamba	enslaved
dimasukkan	entered
dikumpulkan	collected
diisytiharkan	declared
ciptaan	creation
bersabar	be patient
berpura	pretend
berlangsung	in progress
berikutnya	next
bercela	blemished
baris	line
baptisan	baptism
balak	log
awal	beginning
anting	earring
abangnya	his brother
Mikhal	Michal
Gehazi	Gehazi
Ezr	Ezr
Eden	Eden
Arkian	Archian
Abigail	Abigail
tŭrlalu	too much
pŭrumpamaan	parable
namamu	your name
mŭngŭtahui	to know
mŭmbuangkan	throw away
mŭlakukan	to do
kandang	pen
kaJerusalem	to Jerusalem
bŭriman	give
Sŭbarmula	Sŭbarmula
Ananias	Ananias
Agripa	Agrippa
tergesa	in a hurry
sisinya	his side
sifat	characteristic
setiausaha	secretary
sepatah	a word
sengsara	miserable
sembunyi	hide
sekumpulan	a bunch
sebilah	a blade
rumahmu	your house
ruangan	room
potongan	piece
perbaraan	burning
penjahat	criminal
pemiliknya	the owner
papan	board
nampaknya	it seems
mŭlŭpaskan	let go
meramalkan	predict
mentafsirkan	interpret
menjelajahi	explore
menguburkan	bury
mengolok	to make fun of
menghendaki	to wish
menghalangi	obstruct
menghala	to block
mengatur	arrange
mengamalkan	practice
mengajukan	submit
mengabaikan	ignore
menerangi	to illuminate
menembusi	penetrate
mendaki	climb
menambahkan	add
memperoleh	to obtain
memperbaiki	repair
memerangkap	trap
kulihat	I see
keyakinan	belief
kembalilah	come back
kehabisan	out of stock
keamanan	security
kandungan	content
istri	wife
isterimu	your wife
gesa	hurry
gempa	earthquake
gagal	fail
erti	meaning
ditindas	oppressed
darahnya	his blood
damai	peace
cangkuk	hook
bŭnih	seed
bonda	my lady
bermaksud	mean to
berlainan	different
berdukacita	mourning
barisan	line
Sarai	Sarai
Refaim	Refaim
Nahor	Nahor
Nabot	Naboth
Lewiatan	Leviathan
Lakhis	Lachish
Haran	Haran
Feris	Ferris
En	Yes
Ekron	Ekron
Delila	Delilah
Bezaleel	Bezalel
Asdod	Ashdod
tiadakah	is there nothing
shukor	thank you
sasungguhnya	indeed
rosak	broken
mŭndapatkan	get
mulot	mulot
lampau	past
jŭnis	type
ditahan	detained
disŭblah	called
dimuliakan	glorified
angan	dream
Amos	Amos
ucapan	saying
teruk	bad
tertindas	oppressed
tertentu	certain
teliti	thorough
tawar	bid
tangki	tank
serigala	wolf
sepertiga	one third
pŭrkataanku	my words
penjaga	guard
olokkan	make fun of
mŭmashorkan	to promote
miliki	have
mewarisi	inherit
menyusul	follow
menyeret	drag
mengebumikan	bury
mengajak	invite
mengahwinkan	to marry
menceraikan	divorce
memfitnah	slander
memastikan	ensure
mahal	expensive
lebihan	excess
kewajipan	obligation
kencang	tight
kedengaran	sounds
hebat	great
gundiknya	his concubine
duduki	sit down
ditutup	closed
ditunjukkan	shown
disahut	answered
diperlakukan	treated
dikutuk	cursed
dihapuskan	abolished
dibuatnya	made by him
cerita	story
bŭrhala	idol
berdegil	stubborn
berbahagia	happy
bentuk	form
bayang	shadow
anu	that
akulah	I am
Zimri	Zimri
Zef	Zeph
Yoel	Joel
Uza	Uza
Tobia	Tobia
Sem	Sem
Omri	Omri
Nebuzaradan	Nebuzaradan
Mesulam	embroidery
Marta	Martha
Isyboset	Ishbosheth
Hazor	Hazor
tŭrtulis	written
sŭtiawan	sŭtiawan
sahabatku	my friend
pŭrkataannya	his words
mŭngadakan	to hold
mŭmuliakan	glorify
larilah	run away
dudoklah	sit down
dipranakkan	prancaked
dipaksa	forced to
dibrinya	given to him
branakkanlah	get it up
badannya	his body
Barak	Barracks
timbangan	scales
tamak	greedy
tahanan	prisoner
sesungguhnya	indeed
sesudah	after
seruan	call
seluruhnya	all in all
sekeping	a piece
samudera	ocean
rumputnya	the grass
pŭrstua	parents
puji	praise
pondok	cottage
peti	chest
persembunyian	hideaway
perkabungan	mourning
perbendaharaan	treasury
penghormatan	respect
pembelaku	my defender
pecah	broken
patuh	obedient
neraka	hell
mŭmŭgahkan	boast
meyakinkan	convincing
merasa	feel
menyalakan	turn on
menjadikannya	make it
mengusahakan	to strive
mengukuhkan	to confirm
mengizinkan	allow
mengiringi	accompany
mengendahkan	to ignore
menerkam	pounce
menelan	swallow
mencabar	challenge
menaruh	put
memutuskan	decide
memusuhi	hostile
memeluk	hug
memahaminya	understand it
manna	manna
lamakah	how long
kuih	cake
klihatan	appearance
kerajaannya	his kingdom
kelompok	group
keldainya	his donkey
kalah	lost
jurang	canyon
jenayah	crime
janggut	beard
jaminan	guarantee
hieranlah	stay away
dŭmi	dummy
ditemui	found
disurohnya	he ordered
dinding	wall
dilaksanakan	implemented
dikembalikan	returned
dihidupkan	turned on
didalam	in the
dibeli	purchased
dialami	experienced
diadakan	held
dewasa	mature
dengannya	with him
celaka	woe
cakap	speak
bingkai	frame
bersukacitalah	rejoice
berbahaya	dangerous
berahi	lust
akar	root
Yearim	Yerim
Susan	Susan
Obaja	Obadiah
Kaisarea	Caesarea
Itamar	Itamar
Akhis	Achish
Ahitofel	Ahithophel
tuanmu	your master
sŭmua	all
sampah	rubbish
rupanya	apparently
pri	man
prentah	command
pasar	market
pakiean	clothes
orangnya	the person
mataku	my eyes
katiga	third
kamulian	you are welcome
jawablah	answer it
gambar	picture
fŭrman	fŭrman
disurohkannya	he was ordered to
dirobohkan	demolished
dibunoh	killed
bŭrtaubat	repent
bŭrsunat	circumcised
arash	arash
ukuran	size
ukiran	carving
tubuhnya	his body
ternyata	it turns out
tambah	plus
sŭmbahyang	prayer
sukarela	voluntary
serata	assorted
semata	solely
sebelas	eleven
samanya	same
salji	snow
rumahku	my house
pŭrjamuan	banquet
purba	ancient
perkuburan	cemetery
parah	critical
mŭnghukumkan	to punish
menyingkirkan	get rid of
menyesal	regret
menyapukan	sweep
mentuanya	her mother in law
mengupah	to pay
mengkufuri	to disbelieve
menghidap	to live
mengakhiri	end
mencegah	prevent
memusnahkannya	destroy it
memuaskan	satisfying
membinanya	build it up
majlis	assembly
lidah	tongue
kukatakan	I say
komandan	commander
kisah	story
ketetapan	determination
kesengsaraan	misery
kesembilan	ninth
kebebasan	freedom
kacak	conceited
isyarat	signal
isinya	the contents
gudang	warehouse
garis	line
ganjaran	reward
durjana	evil
ditujukan	intended
dipatuhi	obeyed
dikepung	surrounded
dihias	decorated
diberitahukan	notified
dibacakan	read out
bŭrtambah	increase
bŭrguna	useful
bŭkŭrja	work
busuk	rotten
bunuhlah	kill it
berpesta	party
bermain	play
berhampiran	close by
bercadang	reserve
beradik	siblings
bangsawan	nobleman
bah	bah
