a	and
baštiniš	heir
baštinit	inherited
baštinite	inherit
baštiniti	to inherit
baštinom	heritage
baštinu	heritage
Bašu	Bashu
bat	hammer
bata	bata
batima	beats
batina	stick
batine	beatings
batinu	a stick
Batšeba	Bathsheba
Batšebi	Bathsheba
Batšebu	Bathsheba
Bavaj	Have fun
bave	deal with
bavi	deals with
bavila	dealt with
bavili	engaged in
bavio	dealt with
baviš	you do
baviše	were engaged in
bavite	you are engaged in
bazen	swimming pool
bazenu	swimming pool
Bazjotja	Basjotja
bdelij	bdellium
bdelija	vigil
Bdij	Watch
bdije	keeps watch
bdijem	I am watching.
bdijenja	vigils
bdijenjima	vigils
bdiješ	you are awake
bdijmo	let's watch
bdijte	stay awake
bdiju	they are watching
bdijući	vigilant
bdila	watchful
bdio	awake
bditi	to watch
bdjela	awake
bdjet	watch
bdjeti	watch
Bealja	White
Bealot	Bealot
Bebaj	Baby
Bebajev	Bebayev
Bebajeva	Bebayeva
Bebajevih	Bebajev's
bebe	babies
Bedadov	Bedadov
Bedan	Poor
bedara	thigh
bedema	rampart
bedeme	ramparts
Bedja	Bedja
bedra	thighs
bedreni	femoral
bedrenom	femoral
bedro	thigh
Beeljada	Beeljada
Beelzebul	Beelzebub
Beelzebula	Beelzebub
Beelzebulom	Beelzebub
Beer	Beer
Beera	Beer
Beerijevu	Beeri's
Beerot	Beeroth
Beerota	Beerota
beeršebska	Beersheba
Beešteru	Beester
Behemota	Behemoth
Behor	Behor
Bek	Back
Beker	Becker
Bekera	Becker
Bekerovaca	Becker's
Bekerovi	Becker's
Bekorata	Bekorata
beku	back
Bel	White
Bela	White
Bele	White
Beliala	Belial
Belialova	Belial's
Belialove	Belial's
Belialovi	Belials
Belialovih	Belial's
Belialovog	Belial's
belialštine	Belialism
Belijara	Beliar
Belinaca	Belinac
Belini	Belini
Belsazar	Belshazzar
Belsazara	Belshazzar
Belsazare	Belshazzar
Belu	White
Ben	Ben
Bena	Ben
Benaja	Benaiah
Benaje	Benaiah
Benaji	Benaiah
Benajin	Benaiah
Benajina	Benaiah
Benaju	Benaiah
Bene	Ben
Benhadad	Benhadad
Benhadada	Benhadad
Benhadadom	Benhadad
Benhadadovim	Benhadad
Benhadadovog	Benhadad's
Benhadadu	Benhadad
Beninu	Benin
Benjamin	Benjamin
Benjamina	Benjamin
Benjamine	Benjamin
Benjaminom	Benjamin
Benjaminova	Benjamin's
Benjaminovac	Benjamin
Benjaminovaca	Benjaminites
Benjaminovca	Benjamin's
Benjaminovce	Benjaminites
Benjaminovci	Benjaminites
Benjaminovcima	To the Benjaminites
Benjaminovcu	Benjamin's
Benjaminove	Benjamin's
Benjaminovi	Benjamin's
Benjaminovih	Benjamin's
Benjaminovim	Benjamin's
Benjaminovo	Benjamin's
Benjaminovog	Benjamin's
Benjaminovoj	Benjamin's
Benjaminovom	Benjamin's
Benjaminovu	Benjamin's
Benjaminu	Benjamin
Benota	Benota
Beon	Beon
Beorov	Beor's
Beorova	Beor's
Beorovog	Beor's
Beorovom	Beor's
Ber	Beer
Bera	Bera
Beraja	Beraja
Berak	Berak
Beraka	Barracks
berba	harvest
berbe	harvests
berbu	harvest
bere	picks
Bereje	Berea
Bereji	Berea
Bereju	Berea
Berekije	Berekiah
Berekijina	Berekiah's
Berekja	Berekja
Berekje	Berekje
Berekjin	Berekjin
Berekjina	Berek's
berem	I am reading.
Berenika	Berenice
Beri	Berry
Berija	Beria
Berije	Beria
Berijevaca	Bereans
Berijevi	Berry's
Berijini	Beria's
berila	beryl
Berima	Berima
Berita	Berita
berite	pick
beritskog	Berithian
Beroćani	People of Beroca
Beroćanina	Berocanian
Berot	Berote
Berota	Berota
Berotaia	Berotaia
Berotata	Berota
beru	they are picking
Besaj	Besaj
Besajeva	Besaj's
Besajevi	Besaj's
Besajevih	Besaj's
Besalel	Bezalel
Besalela	Bezalel
Besasel	Unoccupied
Besasela	Unoccupied
bescjenje	worthless
Bešebet	Beshebet
Besek	Besek
Beseka	Besek
Beseku	Besek
Beser	Beser
Beseta	Beseta
besjeda	sermon
besjedama	speeches
besjede	speech
besjedi	speeches
besjedili	chatted
besjedim	I am talking.
besjedio	talked
Besjedit	Talkative
besjedite	talk
besjediti	speak
besjedom	by speech
besjedu	speech
beskonačnim	infinite
beskorisna	useless
beskorisne	useless
beskorisni	useless
beskorisnog	useless
beskorisnosti	uselessness
beskoristan	useless
beskrajne	endless
beskrajno	infinitely
beskrajnog	endless
beskućnici	homeless people
beskućnika	homeless
beskvasna	unleavened
beskvasne	unleavened
beskvasni	unleavened
beskvasnih	unleavened
beskvasnim	unleavened
beskvasnog	unleavened
beskvasnoga	unleavened
beskvasnu	unleavened
besmisao	nonsense
besmislena	meaningless
besmisleno	pointless
besmislica	nonsense
besmislice	nonsense
besmrtan	immortal
besmrtnom	immortal
besmrtnost	immortality
Besodijinim	Sodium-free
Besor	Besor
Besora	Besora
besplatno	free
besplodan	fruitless
besplodna	fruitless
bespomoćan	helpless
bespomoćni	helpless
besposlene	unemployed
besposleni	unemployed
besposleno	idle
besposličari	idlers
besposličarimo	we are idle
besposličarite	you are idle
bespotrebno	unnecessarily
bespravni	illegal
besprijekoran	impeccable
besprijekorna	flawless
besprijekorne	flawless
besprijekorni	impeccable
besprijekornim	impeccable
besprijekornima	impeccable
besprijekorno	flawlessly
besprijekornost	impeccableness
besprijekornosti	impeccable
besprijekornu	impeccable
bespuću	wilderness
besramno	shamelessly
bestidna	shameless
bestidnik	shameless
bestidno	shamelessly
bet	Beth
Betaha	Betaha
Betanija	Bethany
Betanije	Bethany
Betaniji	Bethany
Betaniju	Bethany
Betel	Betel
Betela	Betel
Betele	Bethel
Beteljanin	Bethelite
Betelski	Bethel
betelskim	Bethel
Betelskoj	Bethel
Betelu	Bethel
Beten	Beten
Betfage	Bethphage
Betfagi	Bethphage
Betfagu	Bethphage
Beth	Beth
bethakeremske	Bethakerem
Bethezda	Bethesda
Betlehem	Bethlehem
Betlehema	Bethlehem
Betlehemca	Bethlehemite
Betlehemcu	Bethlehem
Betleheme	Bethlehem
Betlehemova	Bethlehem
betlehemske	Bethlehem
betlehemskog	Bethlehem
Betlehemu	Bethlehem
Betonima	Concrete
Betsaida	Bethsaida
Betsaide	Bethsaida
Betsaidi	Bethsaida
Betsaido	Bethsaida
Betsaidu	Bethsaida
betsurske	Betsurian
Betuel	Bethuel
Betuela	Bethuel
Betuelov	Bethuel's
Betuelova	Bethuel's
Betuelovom	Betuel's
Betuelovu	Bethuel's
Betuelu	Bethuel
Betul	Bethel
bez	beige
beza	white
bezakonici	lawless
bezakonik	lawless
bezakonike	lawless
bezakonja	lawlessness
bezakonje	lawlessness
bezakonjem	lawlessness
bezakonju	lawlessness
bezazleni	harmless
bezbjedno	safely
bezbožna	godless
bezbožne	godless
bezbožni	godless
bezbožnici	ungodly people
bezbožnicima	to the ungodly
bezbožničke	godless
bezbožnički	godless
bezbožničkim	godless
bezbožničkom	godless
bezbožnih	godless
bezbožnik	godless
bezbožnika	godless
bezbožnike	the ungodly
bezbožnikom	godless
bezbožniku	to the godless
bezbožništva	impiety
bezbožništvo	impiety
bezbožno	impiously
bezbožnost	impiety
bezbožnosti	impiety
bezbrižan	carefree
bezbrižne	carefree
bezbrižni	carefree
bezbrižnim	carefree
bezbrižnima	carefree
bezbrižno	carefree
bezbroj	myriad
bezbrojan	countless
bezbrojna	countless
bezbrojne	countless
bezbrojnih	countless
bezbrojnim	countless
bezdan	abyss
bezdana	abyss
bezdane	abyss
bezdanima	abysses
bezdanu	abyss
Bezeka	Bezek
Bezer	Bezer
bezglavo	headlessly
bezglavom	headless
bezgrešan	sinless
bezgrešnog	sinless
bezgrešnoj	sinless
bezimeni	nameless
bezimeno	nameless
beživotni	lifeless
beživotno	lifeless
beznačajne	insignificant
bezoblična	formless
bezobziran	reckless
bezom	without
bezosjećajni	insensitive
bezosjećajno	senselessly
bezrazložna	unreasonable
bezrazložne	without reason
bezrazložno	without reason
bezrazložnu	unreasonable
bezuman	foolish
bezumlja	madness
bezumlje	foolishness
bezumlju	foolishness
bezumne	mindless
bezumni	foolish
bezumnici	fools
bezumnicima	to fools
bezumnih	mindless
bezumnik	fool
bezumnika	fool
bezumnikom	fool
bezumniku	to the fool
bezumnim	mindless
bezumno	foolishly
bezumnog	mindless
bezumnoga	mindless
bezumnom	mindless
bezumnost	nonsense
bezumnosti	foolishness
Bezvjerni	Faithless
bezvodna	anhydrous
bezvodne	anhydrous
bezvodni	anhydrous
bezvodnim	anhydrous
bezvodnoj	anhydrous
bezvodnu	anhydrous
bezvremene	timeless
bezvrijedna	worthless
bezvrijedne	worthless
bezvrijedni	worthless
bezvrijednim	worthless
bezvrijedno	worthless
bezvrijednom	worthless
bi	would
Bić	Whip
bič	whip
bića	beings
biča	whip
biće	being
bićem	being
bičem	with a whip
bičeva	whips
bičevanja	whippings
bičevanjem	by whipping
bičevao	whipped
bičevati	whip
bičevima	whips
bici	to fight
bićima	beings
biću	I will be
bičuju	they are whipping
Bidkaru	Bidkar
Bigtan	Bigtan
Bigti	Big
Bigvaj	Bigway
Bigvaja	Bigway
Bigvajevih	Bigway's
bih	I would
Bij	Bij
bijah	I was
bijahu	were
bijaše	was
bijasmo	we were
bijaste	you were
bijeda	misery
bijedan	miserable
bijedna	miserable
bijedni	miserable
bijednik	wretch
bijednika	wretched
bijedno	miserably
bijedu	misery
bijeg	escape
bijega	escape
bijegu	escape
bijel	white
bijela	white
bijelac	white man
bijelcima	white people
bijele	white
bijeli	white
bijelih	white
bijelim	white
bijelo	white
bijelog	white
bijeloj	white
bijelom	white
bijelu	white
bijes	anger
bijesa	anger
bijesan	furious
bijesni	furious
bijesnio	furious
bijesno	furiously
bijesu	anger
biju	they are beating
bik	Taurus
bika	bull
bikom	with a bull
bikova	bulls
bikove	bulls
bikovi	bulls
bikovima	bulls
Bikrijev	Bikriyev
Bikrijevim	Bikri's
Bikrijevom	Bikri's
bila	was
Bildad	Bildad
Bildan	Building
Bildanov	Bildanov
Bildanu	Bildan
bile	were
Bileam	Balaam
Bileama	Balaam
Bileamom	Balaam
Bileamova	Balaam's
Bileamovo	Balaam's
Bileamovu	Balaam's
Bileamu	Balaam
Bilga	Bilga
Bilgaj	Bilgaj
Bilgu	Bilgu
Bilha	Bilha
Bilhan	Bilhan
Bilhanovi	Bilhanov
Bilhe	Bilha
Bilhi	Bilhi
Bilhini	Bilhinis
Bilhinim	Bilhinim
Bilhom	Bilhom
Bilhu	Bilhu
bili	were
bilja	plants
bilje	plants
biljega	marker
biljegom	with a mark
bilježe	they record
biljka	plant
biljke	plants
biljku	plant
bilju	herbs
bilo	either
Bilšana	Bilsana
Bimhal	Bimhal
Binea	Binea
Biniju	Biniu
Binuj	Binuj
Binujev	Binu's
Binujevih	Binu's
bio	was
bira	chooses
biraj	choose
birajte	choose
biraju	they choose
birali	chose
biranim	chosen
biraš	you choose
birati	choose
Biriju	Biriu
Birše	Birše
Birzajitov	Birzayitov
biser	pearl
bisera	pearls
biserima	pearls
biserja	pearls
biserje	pearls
biserjem	pearl
bisernim	pearly
biserom	pearl
Bišlam	I was there.
bismo	we would
biste	you
bit	bit
biti	be
Bitije	Bitia
Bitiniji	Bithynia
Bitiniju	Bithynia
bitka	battle
bitke	battles
bitku	battle
bitniji	more important
biva	happens
bivaju	are being
bivale	used to be
bivali	used to
bivalo	used to be
bivao	used to
bivo	buffalo
bivola	buffalo
bivolče	buffalo
bivolu	buffalo
bivša	former
bivšeg	former
bivšega	former
bivši	former
bjedniji	more miserable
bjegunac	fugitive
bjegunca	fugitive
bjegunce	fugitives
bjegunci	fugitives
bjehu	were
bjekstva	escapes
bjekstvo	escape
bjelancu	egg white
bjelasaju	they shine
bjelilac	bleach
bjelilom	bleach
bjeline	whiteness
bjelini	whiteness
bjelinu	whiteness
bjeliočeva	white-faced
bjelji	whiter
bjelkasta	whitish
bjelkastocrvena	whitish-red
bjelkastocrvenkast	whitish-reddish
bjelokošću	ivory
bjelokosnih	ivory
bjelokosti	ivory
bješe	was
bjesne	furious
bjesni	furious
bjesnilom	rabies
bjesnio	raged
bjesniš	you are furious
bjesniti	rage
bjesnjela	furious
bjesnjelo	raged
bjesnjeti	to rage
bježala	ran away
bježali	were running away
bježao	ran away
bježat	to run away
bježati	flee
bježe	they are running away
bježeći	fleeing
bježi	run away
bježim	I am running away.
bježimo	let's run away
bježiš	you are running away
bježite	run away
blag	mild
blaga	mild
blagajnicima	cashiers
blagajnik	treasurer
blagajnu	cash register
blagdan	holiday
blagdana	holidays
blagdane	holidays
blagdani	holidays
blagdanima	holidays
blagdanom	on holidays
blagdanske	holiday
blagdanski	holiday
blagdanskog	holiday
blagdanskom	holiday
blagdanu	holiday
blage	mild
blagi	mild
blagima	good things
blago	treasure
blagodat	boon
blagodati	benefits
blagodatima	benefits
blagoj	mild
blagom	treasure
blagonaklonim	benevolent
blagonaklono	benevolently
blagonaklonost	benevolence
blagorodan	lofty
blagorodna	noble
blagorodne	noble
blagorodnih	noble
blagorodnim	noble
blagorodno	noble
blagorodnog	noble
blagorodnu	noble
blagošću	gentleness
blagosilja	bless
blagosiljaj	blessing
blagosiljaju	they bless
blagosiljamo	we bless
blagosiljao	blessed
blagosiljati	to bless
blagoslov	blessing
blagoslova	blessings
blagoslove	blessings
blagoslovi	blessings
blagoslovila	blessed
blagoslovili	blessed
blagoslovim	I bless
blagoslovima	blessings
blagoslovimo	let's bless
blagoslovio	blessed
blagosloviš	you bless
blagosloviše	blessed
blagoslovit	blessed
blagoslovite	bless
blagosloviti	bless
blagoslovljen	blessed
blagoslovljena	blessed
blagoslovljeni	blessed
blagoslovljenici	blessed ones
Blagoslovljenije	More blessed
blagoslovljeniji	more blessed
blagoslovljenika	blessed
blagoslovljenim	blessed
blagoslovljenima	blessed
blagoslovljeno	blessed
blagoslovljenom	blessed
blagoslovljenu	blessed
blagoslovom	with a blessing
blagoslovu	blessing
blagost	gentleness
blagostanja	well-being
blagostanje	welfare
blagostanjem	well-being
blagostanju	well-being
blagosti	gentleness
blagotvorne	beneficial
blagovanju	dining
blagovao	dined
blagovati	to dine
blagovjesnika	herald
blagovjesnike	heralds
blagovremene	timely
blagovremeno	timely
blagu	treasure
blagujete	you are eating
Blasta	Blast
blata	mud
blate	mud
blato	mud
blatom	with mud
blatu	mud
Blažen	Blessed
blažena	blessed
blaženi	blessed
blaženik	blessed
blaženike	blessed ones
blaženim	blessed
blaženog	blessed
blaženost	bliss
blaženosti	bliss
blaženstva	bliss
blaženstvo	bliss
blaženstvom	bliss
blejanje	bleat
blejanjem	bleating
blijeda	pale
blijede	pale
blijedih	pale
blijedo	pale
blijesak	flash
bliska	close
bliske	close
bliski	close
bliskim	close ones
blisko	close
bliskost	closeness
blista	shines
blistali	shining
blistati	glitter
blistava	shining
blistavo	brilliantly
blistavoj	radiant
blistavom	radiant
blistavu	radiant
blizak	close
Blizanac	Twin
blizance	twins
blizanci	Gemini
blizanke	twins
bliže	closer
bližem	closer
bliži	closer
Bližila	Closer
bližilo	closer
blizina	vicinity
blizine	proximity
blizini	proximity
blizinu	proximity
Bližio	Approaching
bližnje	relatives
bližnjeg	neighbor
bližnjega	neighbor
bližnjem	to the neighbor
bližnjemu	to your neighbor
bližnji	neighbor
bližnjih	relatives
bližnjim	close ones
bližnjima	to relatives
blizu	near
bljeđe	paler
bljesak	flash
bljeska	flashes
bljesku	flash
bljesne	flashes
bljesnu	flash
blještav	glittering
blještavilo	glare
blještavo	brilliantly
blještavom	dazzling
bljuje	vomits
bljutava	bland
bljuvotini	vomit
bljuvotinom	with vomit
bljuvotinu	vomit
blud	fornication
bluda	fornication
blude	fornication
bludeći	wandering
bludi	fornicates
bludila	fornicated
bludile	fornication
bludili	fornicated
bludio	fornicated
bludiše	fornication
bludite	you are fornicating
bluditi	to fornicate
bludjeli	promiscuous
bludne	fornication
bludnic	fornicator
bludnica	harlot
bludnicama	harlots
bludnice	harlots
bludniče	harlot
bludničenja	fornication
bludničenje	harlotry
bludničenjem	fornication
bludničenju	fornication
bludnici	harlots
bludniči	fornicators
bludničila	harlot
bludničili	fornicated
bludnicima	fornicators
bludničit	fornicator
bludničiti	rake
bludnička	harlot
bludničke	fornication
bludnički	fornicating
bludničku	harlot
bludnicom	harlot
bludnicu	harlot
bludnih	fornication
bludnik	fornicator
bludnika	fornicator
bludnike	fornicators
bludništva	fornication
bludništvo	fornication
bludništvu	fornication
bludno	fornication
bludnošću	fornication
bludnost	fornication
bludnosti	fornication
bludom	fornication
bludu	fornication
Boanerges	Boanerges
Boaz	Boaz
Boaza	Boaz
Boazov	Boaz
Boazove	Boaz's
Boazu	Boaz
boba	bean
bobe	beans
bobice	berries
boci	bottles
bočicu	bottle
bočni	side
bočno	sideways
bocu	bottle
bode	stabs
bodete	you stab
bodlje	thorns
bodljike	thorns
bog	god
boga	god
bogalj	cripple
bogalje	cripples
bogat	rich
bogata	rich
bogataš	rich
bogataša	rich man
bogataše	rich people
bogatašem	rich man
bogataševa	rich man's
bogataši	rich people
bogatašima	to the rich
bogataških	rich people
bogatašu	rich man
bogate	rich
bogati	rich
bogatih	rich
bogatijem	richer
bogatiji	richer
bogatijih	richer
bogatim	rich
bogatima	to the rich
bogato	richly
bogatog	rich
bogatoj	rich
bogatom	rich
bogatstva	wealth
bogatstvo	wealth
bogatstvom	wealth
bogatstvu	wealth
bogatu	rich
boginje	pox
boginji	goddess
boginjom	goddess
boginju	goddess
bogobojazne	God-fearing
bogobojazni	God-fearing
bogobojazniji	more God-fearing
bogobojaznost	piety
bogobojaznosti	piety
bogohulili	blasphemed
bogohuljenja	blasphemy
bogohuljenje	blasphemy
bogohuljenjem	blasphemy
bogohulnih	blasphemous
bogohulnika	blasphemer
Bogom	By God
bogosluženje	worship
bogosluženjima	worship services
bogoslužje	worship
bogova	gods
bogove	gods
bogovi	gods
bogovima	to the gods
bogu	God
Bohana	Bohan
boj	battle
boja	color
bojah	I was afraid.
bojahu	they were afraid
bojale	they were afraid
bojali	afraid
bojao	afraid
bojaše	they were afraid
bojati	to paint
bojažljivosti	timidity
boje	colors
bojeći	fearing
boji	colors
bojim	I am afraid
bojimo	we paint
bojiš	are you afraid
bojišta	battlefields
bojištu	battlefield
bojite	you are afraid
bojna	battalion
bojne	battalions
bojni	combat
bojnih	battlefield
bojnim	battle
bojno	battle
bojnog	battle
bojnom	battlefield
bojnu	battalion
bojte	be afraid
boju	color
bok	Hi
boka	side
Bokim	Bokim
Bokimu	Bokim
bokova	hips
bokove	hips
bokovi	hips
bokovima	hips
Bokru	Bokru
boku	side
bol	pain
bola	pain
bolan	painful
bolešću	illness
bolešljivim	sickly
bolesna	sick
bolesne	sick
bolesni	sick
bolesnici	patients
bolesničkoj	sick leave
bolesnih	sick
bolesnik	patient
bolesnika	patient
bolesnike	patients
bolesnima	to the sick
bolesno	ill
bolesnog	sick
bolesnom	sick
bolest	disease
bolestan	sick
bolesti	diseases
bolestima	diseases
boli	hurts
bolima	pains
bolja	better
bolje	better
boljeg	better
boljelo	it hurt
boljeti	hurt
bolji	better
boljim	better
boljitka	prosperity
boljom	better
bolju	better
bolna	painful
bolno	painfully
bolo	pain
bolom	with pain
bolova	pain
bolovala	was sick
bolovao	sick
bolove	pain
bolovi	pains
bolovima	pain
bolu	pain
boluje	is sick
Bor	Pine
borac	fighter
boraca	fighters
boravak	stay
borave	residence
boraveći	staying
boravi	resides
boravili	stayed
boravilo	resided
boravim	I am staying
boravimo	we stay
boravio	stayed
boraviš	you are staying
boravišta	residences
boravište	whereabouts
boravit	to stay
boravite	you are staying
boraviti	stay
boravka	residence
borba	fight
borbama	fights
borbe	fights
borbeni	combative
borbi	fight
borbom	by struggle
borbu	fight
borce	fighters
borci	fighters
borcima	fighters
bore	wrinkles
boreći	fighting
bori	fights
borili	fought
borim	I fight
borimo	we fight
borio	fought
boriš	you fight
boriše	they fight
borit	fight
borite	fight
boriti	to fight
bos	barefoot
bose	barefoot
Boses	Bosses
bosi	barefoot
Boskat	Boscat
Boskata	Boscat
bosoga	barefoot
bosonoge	barefoot
Bosorovog	Bosor's
Bosra	Bosra
Bosre	Bosra
Bosri	Bosri
Bosru	Bosra
bosti	to beat
božanska	divine
božanske	divine
božanski	divine
božanstava	deities
božanstva	deities
božanstvenih	divine
božanstvenoj	divine
božanstvenom	divine
božanstvo	deity
božanstvu	to the deity
Bože	God
Božija	God's
Božije	God's
Božijeg	God's
Božijega	God's
Božijem	God's
Božijemu	God's
Božiji	God's
Božijih	God's
božijim	God's
Božijoj	God's
Božijom	God's
Božiju	God's
Boznaj	God willing
Boznaju	God knows
braća	brethren
braće	brothers
braći	brothers
bračna	marital
bračni	conjugal
bračnih	married
braćo	brothers
braćom	brothers
braću	brothers
brada	beard
brade	beards
bradi	beard
bradu	beard
brak	marriage
brakolomstvo	adultery
brakolomstvu	adultery
brakova	marriages
brakove	marriages
braku	marriage
brali	picked
brana	dam
branama	dams
brane	dams
brani	defend
branili	defended
branim	I defend
branimo	we defend
branio	defended
braniš	you defend
branit	defend
branite	defend
branitelj	defender
branitelja	defender
braniti	defend
branom	dam
branu	dam
brašna	flour
brašnjenice	flour products
brašno	flour
brašnom	flour
brat	brother
brata	brother
brate	brother
brati	pick
bratića	cousin
bratoljubivi	fraternal
bratoljublje	brotherly love
bratoljublju	brotherly love
bratom	brother
bratova	brothers
bratovoj	brother's
bratovu	brother's
bratske	fraternal
bratskoj	brotherly
bratskom	fraternal
bratsku	brotherly
bratstva	brotherhoods
bratstvo	fraternity
bratu	brother
bravare	locksmiths
bravarima	locksmiths
brave	locks
brazdama	furrows
brazde	furrows
brazdi	furrows
brazdu	furrow
brblja	chatter
brbljaju	they chatter
brbljajući	babbling
brbljanje	chatter
brbljaš	you are babbling
brbljate	you are chatting
brbljati	patter
brbljavac	chatterbox
brbljivac	chatterbox
brbljivi	chatty
brda	hills
brdašcu	hillock
brdima	hills
brdo	hill
brdom	up the hill
brdoviti	hilly
brdovitog	hilly
brdovitom	hilly
brdske	mountainous
brdskoj	mountainous
brdu	hill
bregova	hills
bregovi	hills
breme	burden
bremena	burdens
Bremenu	Bremen
brežuljak	hill
brežuljci	hills
brežuljka	hill
brežuljke	hills
brežuljku	hill
briga	care
brigama	worries
brige	worries
brigom	with care
brigu	care
brijat	shave
brijati	shave
brije	shaves
brijeg	hill
brijega	hill
brijegove	hills
brijest	elm
brijestovi	elms
briju	they shave
brine	worries
brinem	I worry
brinemo	we care
brineš	you worry
brinete	brunettes
brini	worry
brinite	worry
brinu	they worry
brinuli	worried
brinuo	worried
brinut	worried
brinuti	take care
brisala	wipers
brisati	erase
briše	deletes
britva	razor
britve	razors
britvom	with a razor
britvu	razor
brižljivo	carefully
brižna	caring
brizne	rushing
brižno	carefully
brjegove	hills
brlog	den
brloge	dens
brlogu	den
brnjicu	muzzle
brod	ship
broda	ship
brodolom	shipwreck
brodoloma	shipwreck
brodova	ships
brodove	ships
brodovi	ships
brodovima	ships
brodsku	ship's
broj	number
broja	number
brojala	counters
brojali	counted
brojan	numerous
brojao	counted
brojati	count
broje	they count
brojeći	counting
brojem	by number
brojevima	numbers
broji	counts
brojim	I count
brojna	numerous
brojne	numerous
brojni	numerous
brojnih	numerous
brojnija	more numerous
brojnije	more numerous
brojniji	more numerous
brojnijih	more numerous
brojnim	numerous
brojno	numerous
broju	number
brončane	bronze
brončanim	bronze
bronza	bronze
bronze	bronze
broševe	brooches
bršljan	ivy
bršljana	ivy
brste	you are welcome
bruh	diarrhea
brvna	log
brvno	log
brz	fast
brze	faster
brže	faster
brzi	fast
brži	faster
brzim	fast
brzinu	speed
brzo	quickly
brzog	fast
brzom	fast
brzopleti	hasty
brzu	fast
bubanj	drum
bube	bugs
bubnjem	drum
bubnjeva	drums
bubnjeve	drums
bubnjevi	drums
bubnjevima	drums
bubnjićima	eardrums
bubnjima	drums
bubrega	kidneys
bubrege	kidneys
bubrezima	kidneys
bubrežnom	renal
bučan	noisy
bučat	noisy
buče	pumpkins
buci	noise
buči	make noise
Bučio	Bucio
bučne	noisy
bučni	noisy
bučno	loud
budala	fool
budalama	fools
budalast	foolish
budalaste	silly
budalasti	foolish
budalastih	foolish
budalastog	foolish
budale	fools
budalu	fool
bude	wake up
budem	I will
budemo	we will be
buđenja	awakening
budeš	you will be
budete	you will be
budi	wake up
buđi	mold
budim	I wake up
budimo	let's wake up
budio	woke up
budiš	you wake up
budite	wake up
buditi	to wake up
budna	awake
budne	awake
budni	awake
Budno	Awake
budu	will be
buduća	future
buduće	future
budućeg	future
budućem	future
budući	future
budućim	future
budućima	future
budućnost	future
budućnosti	future
buha	flea
buhu	flea
bujalo	overflowing
bujica	torrent
bujice	torrents
bujici	torrents
bujicom	torrential
bujicu	torrent
bujna	lush
bujne	lush
buka	noise
buke	bouquet
Buki	Buki
Bukija	Book
Bukiju	Buki
bukne	flare up
bukom	with noise
buktati	flame
buku	noise
bulu	bull
buna	rebellion
bunar	well
bunara	well
bunare	wells
bunareve	wells
bunari	wells
bunarima	wells
bunarski	well
bunaru	well
bune	riots
buni	rebellion
Bunijeva	Bunin's
bunila	delirium
bunilo	delirium
bunilom	delirium
bunimo	we protest
bunio	complained
buniš	you are complaining
bunite	protest
buntovan	rebellious
buntovni	rebellious
buntovnicima	rebels
buntovnih	rebellious
buntovnika	rebel
buntovnike	rebels
bunu	rebellion
bure	barrel
buri	storm
burna	stormy
burni	stormy
burnim	stormy
busen	turf
Busu	Bus
but	thigh
Buza	Mouth
Buzije	Busia
Buzova	Buzova
čađi	soot
čagljeva	jackal
čagljevi	jackals
čagljevima	jackals
čak	even
čamac	boat
čamci	boats
čame	shacks
čamilo	chamois
čamio	languished
čamiti	languish
čaplju	heron
car	emperor
cara	emperor
čaranja	spells
čaranjem	by magic
čaranjima	by spells
čarati	to cast spells
care	emperor
carem	emperor
carev	emperor
careva	emperors
carevanja	reigns
careve	emperors
carevi	emperors
carevih	emperor's
carevim	emperor's
carevima	emperors
carevo	Emperor's
carevog	the emperor's
carevoj	the emperor's
carevom	the emperor's
carevu	to the emperor
carica	empress
carice	empresses
carici	to the empress
caričino	Empress's
caricom	empress
caricu	empress
carinarnici	customs offices
carine	customs duties
cariniku	customs officer
carinu	customs
čarobnjaci	wizards
čarobnjak	wizard
čarobnjaka	wizard
čarobnjake	wizards
čarobnjaštvom	by sorcery
čarobnog	magical
carovati	to reign
