flds,sfld
"你喜歡王小姐還是張小姐？<br><br>你喜欢王小姐还是张小姐？nǐ xǐ huan wáng xiǎo jiě hái shì zhāng xiǎo jiě<br><br>Do you like Miss Wang or Miss Zhang?","你喜歡王小姐還是張小姐？你喜欢王小姐还是张小姐？"
"中國話難學還是中國字難學？<br><br>中国话难学还是中国字难学？<br>zhōng guó huà nán xué hái shì zhōng guó zì nán xué<br><br>Is sproken or written Chinese difficult to study?","中國話難學還是中國字難學？中国话难学还是中国字难学？"
"王先生是律師還是工程師？<br><br>王先生是律师还是工程师？wáng xiān shēng shì lǜ shī hái shì gōng chéng shī<br><br>Is Mr Wang a lawyer or an engineer?","王先生是律師還是工程師？王先生是律师还是工程师？"
"你覺得中國話好學還是日本話好學？<br><br>你觉得中国话好学还是日本话好学？nǐ jué de zhōng guó huà hào xué hái shì rì běn huà hào xué<br><br>Do you think Chinese or Japanese is easy to study?","你覺得中國話好學還是日本話好學？你觉得中国话好学还是日本话好学？"
"他常說他很忙。<br><br>他常说他很忙。tā cháng shuō tā hěn máng<br><br>He often says he's very busy.<br><br>","他常說他很忙。他常说他很忙。"
"我很愛小孩子。<br><br>我很爱小孩子。wǒ hěn ài xiǎo hái zi<br><br>I really love children.","我很愛小孩子。我很爱小孩子。"
"她最愛吃臺灣菜。<br><br>她最爱吃台湾菜。tā zuì ài chī tái wān cài<br><br>She loves Taiwanese food the most.","她最愛吃臺灣菜。她最爱吃台湾菜。"
"他說他想學跳舞。<br><br>他说他想学跳舞。tā shuō tā xiǎng xué tià owǔ<br><br>He said that he wants to learn how to dance.","他說他想學跳舞。他说他想学跳舞。"
"王先生唱歌，唱得不錯。<br><br>王先生唱歌，唱得不错。wáng xiān shēng chàng gē chàng dé bù cuò<br><br>Mr. Wang sings pretty well.<br>(Mr. Wang doesn't sing badly.)","王先生唱歌，唱得不錯。王先生唱歌，唱得不错。"
"這是我的錯。<br><br>这是我的错。zhè shì wǒ de cuò<br><br>This is my fault.","這是我的錯。这是我的错。"
"我沒有很多衣服。<br><br>我没有很多衣服。wǒ méi yǒu hěn duō yī fú<br><br>I don't have a lot of clothes.","我沒有很多衣服。我没有很多衣服。"
"我聽説他很會做飯。<br><br>我听说他很会做饭。wǒ tīng shuō tā hěn huì zuò fàn<br><br>I heard that he really knows how to cook.","我聽説他很會做飯。我听说他很会做饭。"
"學外國話有意思嗎？<br><br>学外国话有意思吗？xué wài guó huà yǒu yì si ma<br><br>Is studying foreign languages interesting?","學外國話有意思嗎？学外国话有意思吗？"
"我想他一定是美國人。<br><br>我想他一定是美国人。wǒ xiǎng tā yī dìng shì měi guó rén<br><br>I think he must be an American.","我想他一定是美國人。我想他一定是美国人。"
"請問，哪位是李小姐？
我就是。<br><br>请问，哪位是李小姐？
我就是。qǐng wèn nǎ wèi shì li xiǎo jiě
wǒ jiù shì<br><br>Excuse me, who is Miss Li?
I am. (I'm that very person.)","請問，哪位是李小姐？我就是。请问，哪位是李小姐？我就是。"
"貴的東西不一定好。<br><br>贵的东西不一定好。guì de dōng xi bù yī dìng hǎo<br><br>Expensive things are not necessarily good.","貴的東西不一定好。贵的东西不一定好。"
"我就有一塊錢。<br><br>我就有一块钱。wǒ jiù yǒu yī kuài qián<br><br>I only have one dollar.","我就有一塊錢。我就有一块钱。"
"我哥哥是一個畫家。<br><br>我哥哥是一个画家。wǒ gē ge shì yī gè huà jiā<br><br>My older brother is a painter.","我哥哥是一個畫家。我哥哥是一个画家。"
"張小姐的書法寫得很好。<br><br>张小姐的书法写得很好。zhāng xiǎo jiě de shū fǎ xiě de hěn hǎo<br><br>Miss Zhang's calligraphy is really good.","張小姐的書法寫得很好。张小姐的书法写得很好。"
"請問，您是張先生嗎？
對了，我就是。<br><br>请问，您是张先生吗？
对了，我就是。qǐng wèn nín shì zhāng xiān shēng ma
duì le wǒ jiù shì<br><br>Excuse me, are you Mr. Zhang?
Yes, I am.","請問，您是張先生嗎？對了，我就是。请问，您是张先生吗？对了，我就是。"
"他爲什麽不念書？<br><br>他为什么不念书？tā wèi shéme bù niàn shū<br><br>Why didn't he study?","他爲什麽不念書？他为什么不念书？"
"我不能寫字，因爲我沒有筆。<br><br>我不能写字，因为我没有笔。wǒ bù néng xiě zì yīn wèi hào wǒ méi yǒu bǐ<br><br>I can't write characters because I don't have a pen.","我不能寫字，因爲我沒有筆。我不能写字，因为我没有笔。"
"因爲他是畫家，所以他很會畫畫。<br><br>因为他是画家，所以他很会画画。yīn wèi tā shì huà jiā suǒ yǐ tā hěn huì huà huà<br><br>(Because) He's a painter, so he really knows how to paint pictures.","因爲他是畫家，所以他很會畫畫。因为他是画家，所以他很会画画。"
"我母親很喜歡買外國東西。<br><br>我母亲很喜欢买外国东西。wǒ mǔ qīn hěn xǐ huan mǎi wài guó dōng xi<br><br>My mother really likes to buy foreign things.","我母親很喜歡買外國東西。我母亲很喜欢买外国东西。"
"我父母都很忙。wǒ fù mǔ dōu hěn máng<br><br>My parents are both very busy.","我父母都很忙。"
"那個人很會做生意。<br><br>那个人很会做生意。nà ge rén hěn huì zuò shēng yì<br><br>That person can really do business.","那個人很會做生意。那个人很会做生意。"
"做生意的都有錢嗎？<br><br>做生意的都有钱吗？zuò shēng yì de dōu yǒu qián ma<br><br>Are all businessmen rich?","做生意的都有錢嗎？做生意的都有钱吗？"
"這件衣服很好看。<br><br>这件衣服很好看。zhè jiàn yī fú hěn hǎo kàn<br><br>This outfit looks nice.","這件衣服很好看。这件衣服很好看。"
"外國人都喜歡喝臺灣茶嗎？<br><br>外国人都喜欢喝台湾茶吗？wài guó rén dōu xǐ huan hē tái wān chá ma<br><br>Do all foreigners like to drink Taiwanese tea?","外國人都喜歡喝臺灣茶嗎？外国人都喜欢喝台湾茶吗？"
"請給我一杯熱水。<br><br>请给我一杯热水。qǐng gěi wǒ yī bēi rè shuǐ<br><br>Please give me a cup of hot water.","請給我一杯熱水。请给我一杯热水。"
"我覺得跳舞容易，唱歌難。<br><br>我觉得跳舞容易，唱歌难。wǒ jué de tiào wǔ róng yì chàng gē nán<br><br>I think dancing is easy, but singing is hard.","我覺得跳舞容易，唱歌難。我觉得跳舞容易，唱歌难。"
"我的中文名字很容易寫。<br><br>我的中文名字很容易写。wǒ de zhōng wén míng zì hěn róng yì xiě<br><br>My Chinese name is very easy to write.","我的中文名字很容易寫。我的中文名字很容易写。"
"他畫的畫。<br><br>他画的画。tā huà de huà<br><br>The painting that he painted.","他畫的畫。他画的画。"
"小孩字看的書都不難。<br><br>小孩字看的书都不难。xiǎo hái zì kàn de shū dōu bù nán<br><br>The books that little children read are all not difficult.","小孩字看的書都不難。小孩字看的书都不难。"
"父母喜歡的東西，孩子不一定喜歡。<br><br>父母喜欢的东西，孩子不一定喜欢。fù mǔ xǐ huan de dōng xi hái zi bù yī dìng xǐ huan<br><br>The things that parents like, children don't necessarily like.","父母喜歡的東西，孩子不一定喜歡。父母喜欢的东西，孩子不一定喜欢。"
"喜歡畫畫的人。<br><br>喜欢画画的人。xǐ huan huà huà de rén<br><br>The person who likes to paint.","喜歡畫畫的人。喜欢画画的人。"
"愛看電視的孩子很多。<br><br>爱看电视的孩子很多。ai kàn diàn shì de hái zi hěn duō<br><br>Many children love watching TV.","愛看電視的孩子很多。爱看电视的孩子很多。"
"做生意的人不都有錢。<br><br>做生意的人不都有钱。zuò shēng yì de rén bù dōu yǒu qián<br><br>Not all businessmen are rich.","做生意的人不都有錢。做生意的人不都有钱。"
"喜歡唱歌的人不都喜歡跳舞。<br><br>喜欢唱歌的人不都喜欢跳舞。xǐ huan chàng gē de rén bù dōu xǐ huan tiào wǔ<br><br>People who like to sing don't all like to dance.","喜歡唱歌的人不都喜歡跳舞。喜欢唱歌的人不都喜欢跳舞。"
"你最喜歡的臺灣菜叫什麽？<br><br>你最喜欢的台湾菜叫什么？nǐ zuì xǐ huan de tái wān cài jiào shén me<br><br>What's your favorite Taiwanese food called?","你最喜歡的臺灣菜叫什麽？你最喜欢的台湾菜叫什么？"
"會說中國話的人都會教中文嗎？<br><br>会说中国话的人都会教中文吗？huì shuō zhōng guó huà de rén dōu huì jiào zhōng wén ma<br><br>Can everyone who speaks Chinese also teach Chinese?","會說中國話的人都會教中文嗎？会说中国话的人都会教中文吗？"
"你唱的這個歌。<br><br>你唱的这个歌。nǐ chàng de zhè ge gē<br><br>This song that you're singing.","你唱的這個歌。你唱的这个歌。"
"她穿的那件衣服很好看。tā chuān dì nà jiàn yī fú hěn hǎo kàn<br><br>That outfit she's wearing looks very nice.","她穿的那件衣服很好看。"
"你寫的那兩本書都不錯。<br><br>你写的那两本书都不错。nǐ xiě de nà liǎng běn shū dōu bù cuò<br><br>Those two books you wrote are both not bad.","你寫的那兩本書都不錯。你写的那两本书都不错。"
"我很喜歡你照的這張像片。<br><br>我很喜欢你照的这张像片。wǒ hěn xǐ huan nǐ zhào de zhè zhāng xiàng piàn<br><br>I really like this picture you took.","我很喜歡你照的這張像片。我很喜欢你照的这张像片。"
"我買的這個照像機是日本貨。<br><br>我买的这个照像机是日本货。wǒ mǎi de zhè ge zhào xiàng jī shì rì běn huò<br><br>This camera I bought is a Japanese product.","我買的這個照像機是日本貨。我买的这个照像机是日本货。"
"愛唱歌的那兩個孩子。<br><br>爱唱歌的那两个孩子。ài chàng gē de nà liǎng gè hái zi<br><br>Those two children who like to sing.","愛唱歌的那兩個孩子。爱唱歌的那两个孩子。"
"喝酒的那位先生要一個杯子。<br><br>喝酒的那位先生要一个杯子。hē jiǔ de nà wèi xiān shēng yào yī ge bēi zi<br><br>That man drinking alcohol wants a glass.","喝酒的那位先生要一個杯子。喝酒的那位先生要一个杯子。"
"教書法的那位老師，畫也畫得不錯。<br><br>教书法的那位老师，画也画得不错。jiāo shū fǎ de nà wèi lǎo shī huà yě huà dé bù cuò<br><br>That calligraphy teacher also paints pictures not badly.","教書法的那位老師，畫也畫得不錯。教书法的那位老师，画也画得不错。"
"會說法國話的那個美國先生有很多法國朋友。<br><br>会说法国话的那个美国先生有很多法国朋友。huì shuō fà guó huà de nà ge měi guó xiān shēng yǒu hěn duō fà guó péng yǒu<br><br>That French speaking American has a lot of French friends.","會說法國話的那個美國先生有很多法國朋友。会说法国话的那个美国先生有很多法国朋友。"
"聽説那個賣報的有七個孩子。<br><br>听说那个卖报的有七个孩子。tīng shuō nà ge mài bào de yǒu qī gè hái zi<br><br>I heard that newspaper vendor has seven cildren.","聽説那個賣報的有七個孩子。听说那个卖报的有七个孩子。"
"那個唱歌的叫什麽名字？<br><br>那个唱歌的叫什么名字？nà ge chàng gē de jiào shén me míng zì<br><br>What's that singer's name?","那個唱歌的叫什麽名字？那个唱歌的叫什么名字？"
"那個做飯的只會做臺灣菜。<br><br>那个做饭的只会做台湾菜。nà ge zuò fàn de zhǐ huì zuò tái wān cài<br><br>That cook can only cook Taiwanese food.","那個做飯的只會做臺灣菜。那个做饭的只会做台湾菜。"
"那個賣書的，英文說得不錯。<br><br>那个卖书的，英文说得不错。nà ge mài shū de yīng wén shuō dé bù cuò<br><br>That book seller's English isn't bad.","那個賣書的，英文說得不錯。那个卖书的，英文说得不错。"
"你爲什麽要買新電視機？<br><br>你为什么要买新电视机？nǐ wèi shén me yào mǎi xīn diàn shì jī<br><br>Why do you want to buy a new TV set?","你爲什麽要買新電視機？你为什么要买新电视机？"
"爲什麽你的錢常常不夠？<br><br>为什么你的钱常常不够？wèi shén me nǐ de qián cháng cháng bù gòu<br><br>Why do you often not have enough money?","爲什麽你的錢常常不夠？为什么你的钱常常不够？"
"你最近在忙什麽？<br><br>你最近在忙什么？nǐ zuì jìn zài máng shén me<br><br>What have you been busy doing lately?","你最近在忙什麽？你最近在忙什么？"
