鼓舞人心的	encouraging
米拉萊	Milalai
米拉約	Meraioth
米拉利	Merarites
米拉利	Merarite
米拉利	Merari
米底巴	Medeba
米基羅	Mikloth
米哈爾	Michal
米吉多	Megiddo
米利巴	Meribah
米何拉	Meholah
籠統的	sweeping
簡要地	briefly
範加爾	Gaal
管轄權	jurisdiction
管理的	managing
管理員	administrators
管理員	administrator
管理員	Admin
管理人	keeper
答比匿	Tahpenes
答比匿	Tahpanhes
等待著	awaits
第萊雅	Delaiah
第四十	fortieth
第十四	fourteenth
第十六	sixteenth
第十八	eighteenth
第十五	fifteenth
第十二	twelfth
第十九	nineteenth
第十三	thirteenth
第十七	seventeenth
第十一	eleventh
第五十	fiftieth
第二十	twentieth
第三十	thirtieth
立足點	footing
立法者	lawgiver
立方體	cube
穿長袍	robed
空閒地	idly
空談者	windbag
空談家	windbags
穩定性	stability
積極地	actively
稻草人	scarecrow
種植者	growers
種植的	planted
種子的	seed-bearing
移除了	removes
科林斯	Corinthian
科林斯	Corinth
私人的	private
禮拜堂	Bethel
福斯特	fosters
福圖納	Fortunatus
祝酒詞	toasts
祖父母	grandparents
示迦尼	Shecaniah
示米押	Shimeathites
示米押	Shimeath
示米大	Shemida
示米亞	Shimea
示瑪雅	Shemaiah
示尼珥	Senir
示孚汛	Shephuphan
磨漿機	refiner
磨損的	worn
破產者	bankrupt
破折號	dashes
破壞性	destructiveness
研究員	fellows
短暫的	transient
知道的	aware
瞭望塔	watchtowers
睫毛膏	mascara
眼鏡蛇	cobras
眼巴巴	eagerly
真正的	genuinely
真實性	truthfulness
看門狗	watchdogs
看門人	gatekeeper
看護人	caretakers
看守者	watchman
看不見	unseen
相矛盾	contradicts
相對的	relative
盲目地	blindly
目的地	destination
目擊者	witnesses
目擊者	eyewitnesses
目擊者	eyewitness
盧修斯	Lucius
監護人	guardians
監護人	guardian
監督員	overseers
盡情地	heartily
皮洛士	Pyrrhus
皮斯加	Pisgah
皮尼翁	Pinon
的疾病	sicknesses
的提交	submits
百葉窗	blinds
發霉的	moldy
發言人	spokesman
發紅的	aglow
發現的	discovers
發狂的	distraught
發狂的	Delirious
發燒的	feverish
發炎的	inflamed
發火的	ill-tempered
發明者	inventor
發明了	inventing
發光的	lit
發光的	lighted
發信號	signaling
瘋狂的	frantic
瘋狂地	Amok
痛苦的	bitterest
病懨懨	sickly
病態的	diseased
異教徒	pagans
異教徒	pagan
異教徒	heathen
用過的	used
生產的	productive
生殖器	genital
生情愫	seduces
瓦實提	Vashti
瑪西雅	Maaseiah
瑪西亞	Maaziah
瑪拿西	Manasseh
瑪基雅	Malkijah
瑪哈拉	Mahalath
瑪勒列	Mahalalel
瑪利雅	Shemariah
瑪利沙	Mareshah
琥珀色	amber
珠寶商	jewelers
珍珠母	mother-of-pearl
珍愛的	cherished
珊瑚礁	reefs
王蓮香	Susi
王室的	royal
獵戶座	Orion
獨立的	unaided
獎學金	fellowship
猶推古	Eutychus
猶尼亞	Junia
猶太教	Judaism
猶太人	Jews
狂熱者	Zealot
犯了罪	sinned
特萊姆	Telem
特羅亞	Troas
特拉人	Tirathites
特哈拿	Tirhanah
牧羊犬	sheepdogs
牧羊人	shepherds
牧羊人	shepherd
牧場饋	pasture-fed
牛膝草	hyssop
爬坡道	hill
燃燒室	firebox
熱情地	fervently
煩擾的	disturbing
煩人的	tiresome
焦急地	anxiously
無限地	infinitely
無花果	figs
無止境	unending
無敵的	unconquered
無意義	senseless
無意義	meaninglessness
無意中	unintentionally
無恥地	shamelessly
無子女	childless
無城牆	unwalled
無味的	Flavorless
無保護	unprotected
烘烤的	baked
烏西雅	Uzziah
烏拉姆	Ulam
烏利亞	Uriah
為什麼	why
灌木叢	thicket
灌木叢	bushes
濫用者	abusers
濫用的	abusive
潛伏著	lurks
漢寧波	harming
演說者	orator
滿意的	satisfying
準確性	accuracy
游泳者	swimmer
游泳的	swimming
游擊隊	guerrilla
測量學	surveying
測試儀	tester
渡渡鳥	Dodo
清障車	wreckers
添馬艦	Tamar
淹死的	drowned
混合物	mixture
深深地	dearly
淨化的	purified
浸禮者	Baptist
海岸線	shoreline
海岸線	coastline
海勒姆	Hiram
流行病	epidemics
流血的	bleeding
流浪者	wanderers
流口水	drooling
流亡者	exiles
活得比	outlived
洛伊絲	Lois
洗完澡	showered
泰特斯	Titus
注意到	Noticing
注意到	noticed
泥瓦匠	masons
波阿斯	Boaz
波羅蜜	perfections
波斯語	Persian
波斯拉	Bozrah
波斯人	Persians
波提乏	Potiphar
泛光燈	floodlight
法提雅	Ithream
法律上	legally
沙米爾	Shamir
沙烏爾	Shaul
沙比太	Shabbethai
沙母亞	Shammua
沙拉音	Shaaraim
沙得拉	Shadrach
沙勒幔	Shalman
沙利色	Sharezer
沙亞弗	Shaaph
沒頭腦	mindless
沒經驗	inexperienced
沒洗過	unwashed
沒法比	immeasurably
沒有人	nobody
沒人愛	unloved
決明子	cassia
決定性	decisive
污染者	defiler
污染物	contaminates
永遠活	ever-living
永恆的	everlasting
永動的	perpetual
毛茸茸	shaggy
毛茸茸	hairy
毛毛蟲	caterpillars
毘尼拿	Peninnah
毗萊雅	Pelaiah
毗斯巴	Pispah
毗拉心	Perazim
比羅他	Berothah
比目魚	flounders
比拿雅	Jaaziel
比拿雅	Benaiah
比多寧	Betonim
比勒達	Bildad
比加轄	Pekahiah
比利迦	Berekiah
比利亞	Beriah
每西亞	Mysia
每個人	everybody
殺無赦	unforgiven
殺人犯	murderers
殯葬業	morticians
殖民者	colonists
殖民地	colony
死一般	deathly
歷史的	historical
正確地	correctly
正當地	rightly
正式地	formally
歡樂的	festive
歐米茄	Omega
歌羅西	Colosse
欣慰的	comforting
欣喜的	delighted
橫座板	thwarts
橘紅色	jacinth
模仿者	mocker
楊千嬅	Miriam
梧桐樹	sycamores
梅默肯	Memucan
梅里德	Mered
梅拉布	Merab
梅拉姆	Merathaim
梁美芬	Priscilla
桑樹圖	sycamore-fig
桃金娘	myrtles
桃金娘	myrtle
格拉森	Gerasenes
柔軟的	soft
枯萎病	blight
板著臉	scowls
東方的	eastward
東北風	northeaster
杯狀的	cupped
杯承載	cup-bearers
杯承載	cup-bearer
李可染	Keran
朱迪思	Judith
朱迪亞	Judean
朱莉婭	Julia
本迦別	Ben-geber
本壘打	homer
本地人	native
本冰雹	Ben-hail
本傑明	Benjamin
未綁定	unbound
未稀釋	undiluted
未清除	uncleared
未染色	unstained
未收縮	unshrunk
未完成	undone
未婚妻	fiancee
未婚夫	fiances
未婚夫	fiance
未分裂	unsplit
未修剪	unpruned
木雕刻	wood-carver
朝聖者	pilgrims
服從的	submissive
服務員	attendants
服務員	attendant
有風險	risky
有角的	horned
有良心	conscientious
有興趣	interested
有約色	Igal
有活力	energetic
有沒有	hasn't
有沒有	hadn't
有毛病	amiss
有影響	influential
有幫助	helpful
有希望	promising
有希望	hopeful
有助於	contribute
有力地	forcefully
有利於	favoring
有價值	valuable
月長石	moonstone
會干擾	disturbs
最黑暗	darkest
最高的	topmost
最近的	nearest
最近的	closest
最老的	oldest
最瘋狂	wildest
最快的	fastest
最快捷	swiftest
最小的	tiniest
最好的	finest
最大膽	boldest
最大值	maximum
最南端	southernmost
最勇敢	bravest
最公平	fairest
替罪羊	scapegoat
曼德拉	mandrake
書巴業	Shubael
書亞人	Shuhite
更輕鬆	easier
更豐富	richer
更真實	truer
更清晰	sharper
更清晰	clearer
更有力	mightier
更廣泛	broader
更年輕	younger
更寬的	wider
更安全	safer
更厚的	thicker
暴風雪	snowstorm
暴風雨	tempests
暴風雨	stormy
智天使	cherubim
時間表	schedule
時令的	seasonal
是音利	Imri
是基德	Geder
是利法	Resheph
星期日	Sunday
星期五	Friday
昔蘭尼	Cyrene
易怒的	short-tempered
明確的	explicit
明確地	clearly
明白地	plainly
明智的	wise
明智的	sane
明亮地	brightly
昂船洲	stonecutters
旬迦別	Ezion-geber
旁觀者	bystanders
旁觀者	bystander
施弗拉	Shiphrah
斷路器	breakers
斯蒂芬	Stephen
斯多葛	Stoic
敵基督	antichrists
敵基督	antichrist
整流罩	shrouds
敢死隊	squads
敘利亞	Syria
救生艇	lifeboat
救世主	redeemer
敏銳的	sharp-eyed
敏銳地	keenly
放蕩的	riotous
放縱的	self-indulgent
攻擊者	attackers
攻擊者	assailant
收藏家	collectors
收割者	reapers
收割機	harvesters
收割機	harvester
支撐物	strutting
支持者	supporters
支持的	supported
攜帶的	carried
擺架子	airs
擁有者	owners
擁有的	owned
播種機	planter
播放機	player
撫慰的	soothing
撒挪亞	Zanoah
撒弗他	Sabtah
撒哈頓	Esarhaddon
撒勒法	Zarephath
撅著嘴	pouted
摩西錄	Moseroth
摩拉大	Moladah
摩利沙	Moresheth
揚聲器	speaker
提高的	elevated
提比尼	Tibni
提備斯	Thebez
提丟斯	Titius
推基古	Tychicus
接班人	successor
探照燈	searchlight
採石場	quarry
採石場	quarries
採摘的	picked
排水溝	gutter
捲起來	rolled-up
捲筒紙	web
捍衛者	defenders
挑剔的	discerning
指揮官	commanders
指揮官	commander
拿非施	Naphish
拿細耳	Nazirite
拿瑪人	Naamathite
拿撒勒	Nazareth
拿撒勒	Nazarenes
拿撒勒	Nazarene
拿哈列	Nahaliel
拿但業	Nathanael
拳擊手	boxer
拯救者	deliverers
拜偶像	Idolaters
拔示巴	Bathsheba
拉沙崙	Lasharon
拉奎拉	Aquila
拉哈德	Lahad
抽泣著	sobbed
押沙龍	Absalom
押杜亞	Jaddua
押尼珥	Abner
押利甘	Azrikam
抹大拉	Magdalene
抵抗性	resistance
抱怨的	complaining
技能的	skilled
承租人	tenant
批評者	critics
托馬斯	Thomas
打火機	lighter
打噴嚏	sneezes
打哈欠	yawning
扎哈爾	Zahar
手把手	hand-to-hand
所羅門	Solomon
所有者	owner
所有權	possession
所有權	ownership
房地產	estate
戶勒大	Huldah
我會做	Iddo
我們的	ours
我們的	our
成熟的	well-rounded
成熟的	ripened
成熟期	ripens
成年人	adults
懷疑的	incredulous
懶骨頭	lazybones
應用的	applied
憤怒地	angrily
憔悴的	gaunt
憐愛地	fondly
慣常的	accustomed
慢慢地	slowly
愛馬仕	Hermes
意大利	Italy
意大利	Italian
意味著	meant
想知道	wondering
想知道	wondered
惱人的	annoying
惡魔的	demonic
惡作劇	mischief
悶熱的	sweltering
恩臨門	En-rimmon
恩示麥	En-shemesh
恩夏瑣	En-hazor
怪念頭	whim
性急的	quick-tempered
性急的	hot-tempered
性急的	brash
怎麼樣	how
快捷鍵	shortcuts
忠實的	dutiful
忘記了	forgotten
志願者	volunteer
必要性	necessity
心碎了	brokenhearted
心理學	psychics
德馬斯	Demas
德埃爾	Deuel
復仇者	avenger
復仇的	avenging
征服者	conqueror
彼拉多	Pilate
彌賽亞	messiahs
彌賽亞	Messiah
彌敦道	Nathan
強烈地	mightily
強化劑	strengthens
弓箭手	archers
建設者	builders
建設者	builder
建設性	constructive
建築師	architect
延期的	deferred
廢棄的	deserted
座右銘	motto
底比斯	Thebes
底本迦	Dibon-gad
幾乎不	hardly
平靜的	peaceful
幫幫我	help
帖土羅	Tertullus
帕福斯	Paphos
帕提亞	Parthians
帕塔拉	Patara
帕加馬	Pergamum
希西家	Hezekiah
希臘講	Greek-speaking
希臘語	Greek
希臘人	Greeks
希羅底	Herodias
希斯崙	Hezron
希斯倫	Hezronites
希實本	Heshbon
希勒爾	Hillel
希利斯	Helez
希伯倫	Hebronites
希伯倫	Hebron
布蘭妮	spears
布萊特	bleat
布基雅	Bukkiah
巴魯克	Baruch
巴西萊	Barzillai
巴西亞	Paseah
巴比倫	Babylonian
巴比倫	Babylonia
巴比倫	Babylon
巴拿巴	Barnabas
巴拉巴	Barabbas
巴拉克	Barak
巴拉但	Baladan
巴戶琳	Bahurim
巴忒羅	Pathros
巴弗提	Epaphroditus
巴底買	Bartimaeus
巴力迦	Baal-gad
巴力瑪	Baal-tamar
巴利亞	Bariah
巴別塔	Babel
已備份	backed
左撇子	left-handed
工作日	workdays
嵌入式	embedded
崇高的	exalted
崇拜者	worshipers
崇拜者	worshiper
山羊皮	goatskin
居里扭	Quirinius
尼羅河	Nile
尼細亞	Neziah
尼格爾	Nergal
尼普心	Nephusim
尼拜約	Nebaioth
尼尼微	Nineveh
尼姆肖	Nimshi
尼哥拉	Nicolaitans
尼哥大	Nekoda
尼利雅	Neariah
尼利亞	Neriah
尼利亞	Nereus
尤尼斯	Eunice
尤利爾	Uriel
尖叫聲	screams
小齒輪	pinions
小茴香	cumin
小牝牛	heifer
小人物	nobodies
導致尖	lead-tipped
導向器	director
對抗地	defiantly
尊敬的	respectful
尊敬的	admired
專業的	professional
實提莫	Eshtemoa
富裕的	opulent
密封件	seals
寄存器	registers
寄存器	register
宣稱的	proclaimed
定居點	settlements
定居者	settlers
定位的	positioned
安納斯	Annas
安提阿	Antioch
安提帕	Antipatris
安提帕	Antipas
安息日	Sabbaths
安息日	Sabbath
安德魯	Andrew
安娜特	Anath
守望者	watchmen
守望者	watcher
學生們	students
學到了	learned
孫申利	Shimri
孟菲斯	Memphis
娜奧米	Naomi
威瑟斯	withers
姆納森	Mnason
她自己	herself
女王的	queenly
女人的	Woman’s
奮鬥的	struggling
奧馬里	Omri
奧馬爾	omer
奧馬爾	Omar
奧貝德	Obed
奧古斯	Augustus
奧利布	Oholiab
奧克斯	oaks
奢侈品	luxuries
奔欣嫩	Ben-hinnom
奔佐斯	Ben-zoheth
失業的	unemployed
太巴列	Tiberias
天花板	ceilings
天花板	ceiling
大篷車	caravans
大篷車	caravan
大盤子	platter
大理石	marble
大熱天	scorcher
大流士	Darius
大比雅	Nedabiah
大比拉	Daberath
大拇指	thumbs
大嘴巴	loudmouth
大利拉	Delilah
夢想家	visionaries
夢想家	dreamers
夢想家	dreamer
多雲的	cloudy
多雨的	rainy
多比雅	Tobijah
多比雅	Tobiah
多尼雅	Adonijah
多卡斯	Dorcas
多刺的	thorny
外邦人	Gentiles
外邦人	Gentile
外行人	laypeople
外星人	aliens
外國人	foreigners
外國人	foreigner
士麥那	Smyrna
壞透地	wickedly
壞血病	scurvy
壓迫者	oppressors
填充的	stuffed
塞達斯	Theudas
塞繆爾	Samuel
塞爾斯	sells
塞拉芬	seraphim
塞拉斯	Silas
塞勒姆	Salem
塔穆茲	Tammuz
塔爾蒙	Talmon
塔比瑟	Tabitha
堅革哩	Cenchrea
基金會	foundations
基納斯	Kenaz
基督教	Christianity
基督教	Christian
基督徒	Christians
基比頓	Gibbethon
基比亞	Gibeah
基母利	Kemuel
基拉萊	Maai
基德隆	Kidron
基底莫	Kedemoth
基尼烈	Kinnereth
基土拉	Keturah
基哈西	Gehazi
基利提	Kerethites
基利心	Gerizim
基利家	Cilicia
基利他	Kelita
基列亭	Kiriathaim
基低羅	Gederoth
基伊拉	Keilah
埃胡德	Ehud
埃澤爾	Ezer
埃洛伊	Eloi
埃德爾	Eder
埃及人	Egyptians
埃及人	Egyptian
埃利澤	Eliezer
埃什唐	Eshton
地平線	horizon
地中海	Mediterranean
在高處	aloft
在腳下	underfoot
在旁邊	aside
在戶外	outdoors
在位的	reigning
土富撒	Tryphosa
圍繞著	surrounds
固執地	stubbornly
回憶錄	memoirs
回力鏢	boomerangs
四十五	forty-five
四十二	forty-two
四十三	forty-three
四十一	forty-one
嚴厲的	harsher
嚇壞了	terrifies
嚇壞了	horrified
嘲笑聲	jeers
嘲笑者	scoffers
單戶篾	Tanhumeth
喬納森	Jonathan
喬安娜	Joanna
喘著氣	panted
喇叭手	trumpeter
喇叭形	flared
喃喃地	murmured
啤酒琳	Beer-elim
唱詩班	choir
哲學家	philosophers
哪一個	which
哥斯比	Cozbi
哈魯斯	Haruz
哈達薩	Hadassah
哈迪德	Hadid
哈蘇巴	Hasupha
哈腓拉	Havilah
哈納尼	Hanani
哈洗錄	Hazeroth
哈母勒	Hamul
哈巴谷	Habakkuk
哈多蘭	Hadoram
哈哥斯	Hakkoz
哈勒爾	Harar
哈內斯	Hanes
哈他革	Hathach
咸豬手	groping
和藹地	graciously
和平祭	peace-offering
和事佬	peacemaker
呂高尼	Lycaonia
呂貝卡	Rebekah
吹牛的	braggart
向內的	inward
同性戀	homosexuality
吉迪恩	Gideon
吉吧珥	Gibbar
吉利德	Gilead
合適的	suited
合法的	rightful
合唱團	choirs
司號員	bugler
司提反	Stephanas
司令部	headquarters
可能性	possibility
可能性	odds
可理解	understandable
可怕的	terrifying
可怕的	frightening
可怕的	fearsome
可怕的	dreaded
可得到	available
可前往	navigates
叮噹聲	tinkle
叮噹聲	clanging
另一個	another
古示人	Cushi
受影響	affected
受害者	victims
受害者	victim
受威脅	threatened
取代了	supplants
反射的	reflected
友阿爹	Euodia
參巴拉	Sanballat
厭惡的	disgusted
原版的	original
危險的	threatening
印刷機	presses
卡迪什	Kadesh
卡梅爾	Carmel
占星家	astrologers
占星家	astrologer
占卜者	diviners
南部的	southern
協西巴	Hephzibah
半支派	half-tribe
升降機	lifts
十字架	crosses
十六歲	sixteen-year-old
十二月	December
區域性	regional
化妝水	lotions
化合物	compounds
包裝袋	bags
包裝紙	wrappings
包裝箱	crates
勞動者	laborers
勞動力	labors
勝利者	victor
勝利地	triumphantly
勇敢地	bravely
劫持者	captors
努伊勒	Penuel
助產士	midwives
助產士	midwife
加略人	Iscariot
加爾丁	Chaldean
加拉爾	Galal
加拉太	Galatia
加利奧	Gallio
加利利	Galilee
加利利	Galileans
加利亞	Kareah
劊子手	executioners
劊子手	executioner
創造者	Creator
創辦人	founder
創始人	founders
剪羊毛	shearers
前任的	former
刻錄機	burners
刻錄機	burner
刮鬍子	shave
利非訂	Rephidim
利雅大	Eliada
利西亞	Lycia
利薩巴	Elzabad
利維坦	Leviathan
利米勒	Elimelech
利瑪利	Remaliah
利法雅	Rephaiah
利沙瑪	Elishama
利比拉	Riblah
利比亞	Libyans
利比亞	Libya
利未記	Levitical
利未人	Levites
利未人	Levite
利撒反	Elizaphan
利提瑪	Rithmah
利巴拿	Lebanah
利巴力	Elpaal
利克希	Likhi
利來雅	Reelaiah
利以謝	Elioenai
利亞雅	Reaiah
利亞利	Elealeh
利乏音	Rephaites
利乏音	Rephaim
判決書	verdict
初學者	beginner
切碎的	chopped
分散式	distributed
分成小	portioned
出納員	treasurer
凱斯亞	Keziah
冷回火	cool-tempered
冷冰冰	frosty
再保證	reassure
共混物	blends
六十五	sixty-five
公正的	fair-minded
公正地	justly
公務員	servants
八布迦	Bakbukiah
八十四	eighty-four
八十五	eighty-five
八十三	eighty-three
全新的	brand-new
內厄姆	Nahum
入侵者	invaders
免疫的	immune
克里特	Cretans
克洛伊	Chloe
光明節	Hanukkah
光刻膠	resists
先見者	seer
先生們	Sirs
先生們	Gentlemen
儲藏室	storerooms
僱傭兵	mercenaries
傾斜的	pitched
債權人	creditors
債權人	creditor
債務人	debtors
傳福音	evangelists
傳染病	infectious
傳播者	Evangelist
備忘錄	Memorandum
傑里科	Jericho
傑迪達	Jedidah
傑思羅	Jethro
傑希勒	Jehiel
傑出的	distinguished
偽君子	hypocrites
偽君子	hypocrite
偵察兵	scouts
偏遠的	remotest
假裝的	pretended
借款人	borrowers
借款人	borrower
候車亭	shelters
倖存者	survivors
倖存者	survivor
個別地	individually
俱樂部	club
信號旗	waft
信任的	trusting
信任地	confidentially
保險槓	bumper
保護者	protector
保護的	protective
保盧斯	Paulus
保留的	reserved
保守的	sparing
俗世的	earthly
俄珥巴	Orpah
俄斐勒	Ophel
俄弗拉	Ophrah
俄巴底	Obadiah
便以利	Peniel
依賴的	dependent
佩雷斯	Perez
你自己	yourselves
你自己	yourself
何罪？	neglecting
何細亞	Hoshea
何珥瑪	Hormah
何弗尼	Hophni
何利人	Horites
佔比達	Bedad
低聲道	whispered
伽利略	Galilean
伴隨著	accompanied
伯里亞	Berea
伯賽大	Bethsaida
伯蔽日	Beth-biri
伯聖地	Beth-haram
伯米羅	Beth-millo
伯米恩	Beth-meon
伯示麥	Beth-shemesh
伯沙撒	Belshazzar
伯毗珥	Beth-peor
伯毗力	Beth-pelet
伯曷拉	Beth-hoglah
伯微漲	Beth-eked
伯尼斯	Bernice
伯寧拉	Beth-nimrah
伯大袞	Beth-dagon
伯大尼	Bethany
伯哈蘭	Beth-haran
伯和崙	Beth-horon
伯吉甲	Beth-gilgal
伯利恆	Bethlehem
伯利合	Beth-rehob
