一	one
利用	exploited
利用	exploiting
利甲	Recab
利益	interest
利益	interests
利米勒	Elimelech
利維坦	Leviathan
利肯	Rekem
利薩巴	Elzabad
利西亞	Lycia
利達	Lydda
利雅	Athaliah
利雅大	Eliada
利非訂	Rephidim
刮	scrape
刮	scraped
刮	scratch
刮	shaving
刮出	scrapings
刮鬍子	shave
到	onto
到期	maturity
到處	everywhere
到達	arrival
到達	arrive
到達	arrived
到達	arrives
到達	arriving
到達	reached
到達	reaches
到達	reaching
制勝	subdues
制定	instituted
制服	overpowered
制服	subdued
制服	uniform
制服	uniforms
制皮	leatherworker
刷	brush
刷	brushed
刷	brushes
刷新	refresh
刷新	refreshed
刷新	refreshes
刷牆	whitewashers
刺	prick
刺	stab
刺	sting
刺	thorn
刺客	assassins
刺棒	goad
刺槐	acacia
刺槐	locust
刺激	irritate
刺激	stimulate
刺痛	stinging
刺痛	stung
刺穿	impale
刺穿	impaled
刺穿	pierce
刺穿	pierced
刺穿	pierces
刺繡	embroiderers
刺繡	embroidery
刻	carved
刻	engraved
刻	engraves
刻	inscribed
刻薄	unkind
刻錄機	burner
刻錄機	burners
剃光	shaved
剃刀	razor
削尖	sharpen
削尖	sharpened
削弱	Cripple
削弱	weaken
削弱	weakens
削減	cuts
削減	slash
前	ago
前	earlier
前任	predecessor
前任的	former
前哨	outpost
前哨	outposts
前夕	Eve
前沿	frontiers
前線	battlefront
前輩	predecessors
前輩	senior
前進	advancing
前鋒	forward
前額	forehead
剝奪	deprive
剝奪	deprived
剝離	stripped
剝離	stripping
剩	leftover
剩	remnant
剩下	left
剩餘	surplus
剪	shears
剪切	sheared
剪切雅述	Shear-jashub
剪斷	shear
剪毛	shearing
剪毛	shorn
剪羊毛	shearers
副	deputy
副手	lieutenants
副本	copies
副歌	refrain
割禮	circumcise
割禮	circumcised
割禮	circumcising
割禮	circumcision
創始人	founders
創建	create
創建	created
創建	creates
創建	creating
創建	creation
創辦人	founder
創造者	Creator
剷除	uproot
劃	rowed
劃分	divide
劈	chop
劈啪	crackled
劈柴	kindling
劈柴	woodchoppers
劈裡啪啦	crackling
劊子手	executioner
劊子手	executioners
劍	sword
劍	swords
劍士	swordsmen
劍拔弩張	rattling
劑量	dose
力	force
功勳	feats
功夫	effort
功率	power
功績	feat
功能	function
加	add
加	plus
加低斯巴尼亞	Kadesh-barnea
加侖	gallon
加侖	gallons
加入	adding
加入	join
加入	joins
加冕	coronation
加冕	crowned
加冕	crowning
加利亞	Kareah
加利利	Galileans
加利利	Galilee
加利奧	Gallio
加劇	aggravate
加工	working
加布	Carpus
加布里埃爾	Gabriel
加強	Reinforce
加強	reinforced
加強	stepped
加強	strengthen
加強	strengthened
加成	addition
加拉太	Galatia
加拉太書	Galatians
加拉爾	Galal
加沙	Gaza
加深	deepens
加熱	heated
加爾丁	Chaldean
加略	Kerioth
加略-希斯崙	Kerioth-hezron
加略人	Iscariot
加盟	joined
加盟	joining
加薪	raises
加載	load
加迪	Gaddi
加迪	Gadi
加重	aggravated
加馬	Gamaliel
助手	aides
助攻	assist
助理	assistant
助理	assistants
助產士	midwife
助產士	midwives
努伊勒	Penuel
努力	efforts
劫匪	robbers
劫持者	captors
劫財	robbing
勃然	excitedly
勇士	warriors
勇敢	brave
勇敢	courageous
勇敢地	bravely
勇氣	courage
勉強	grudgingly
勉強	reluctantly
勒住	reined
勒撒	Rissah
勒死	strangled
勒索	extort
勒索	extorted
勒索	extorting
勒索	extortioners
動員	mobilize
動員	mobilized
動員	mobilizing
動心	tempted
動搖	shaken
動搖	swayed
動搖	waver
動搖	wavered
動搖	wavers
動機	motivated
動機	motive
動機	motives
動物	animal
動物	animals
動畫	Anim
動盪	turmoil
動量	momentum
勝	wins
勝任	competent
勝利	triumph
勝利	triumphed
勝利	victories
勝利	victory
勝利	winning
勝利地	triumphantly
勝利者	victor
勞動	labor
勞動力	labors
勞動者	laborers
勞斯萊斯	rolls
勞碌	toils
勞苦功高	toiled
勞迪西亞	Laodicea
勢不可擋	irresistibly
勤勉	diligence
勤勞	industrious
勤奮	diligent
勸告	advise
勸告	counseled
勺	scoops
勻	evenly
勾引	seduce
勾引	tempt
勾銷	nullifies
包	pack
包	parcel
包含	contain
包含	contains
包含	including
包圍	encircle
包圍	encircled
包圍	hemmed
包圍	surrounded
包括	include
包括	included
包括	includes
包皮	foreskin
包皮	foreskins
包紮	bandaged
包裝	wraps
包裝箱	crates
包裝紙	wrappings
包裝袋	bags
包裹	parcels
包裹	wrapped
匆	hasty
匆匆	hurriedly
匆忙	hurry
匕首	dagger
匕首	daggers
化合物	compounds
化妝	makeup
化妝水	lotions
北	north
北方	northern
北方	northward
匙	spoons
匠	craftsman
匯	sinks
匯集	converge
匹配	matched
匿	Minnith
匿伏	lurk
區	area
區	areas
區	district
區	districts
區分	distinguish
區別	difference
區別	discrimination
區別	distinguishing
區域性	regional
十	ten
十	tens
十一	eleven
十七	seventeen
十三	thirteen
十九	nineteen
十二	twelve
十二月	December
十二盎司	twelve-ounce
十五	fifteen
十八	eighteen
十六	sixteen
十六歲	sixteen-year-old
十分之一	one-tenth
十四	fourteen
十字架	crosses
十字路口	crossroads
十弦	ten-stringed
十月	October
千	thousand
千夫長押拿	Adnah
千鈞	supremely
升	l
升值	appreciation
升起	rising
升降機	lifts
午	noonday
午夜	midnight
午餐	lunch
午餐	luncheon
午餐時間	lunchtime
半	half
半	halfway
半	halves
半支派	half-tribe
半燒	half-burned
半生不熟	half-baked
半蒲式耳	half-bushel
卑劣	vileness
卑賤	lowly
卑鄙	despicable
卑鄙	meanness
卓有成效	fruitful
卓越	excellence
卓越	remarkable
協助	assisting
協西巴	Hephzibah
協議	agreement
協議	pact
南	south
南寧	Aiath
南部的	southern
博學	educated
博昂	Bohan
博爾 - 阿山	Bor-ashan
卜筮	divination
占卜者	diviners
占星家	astrologer
占星家	astrologers
卡	engaging
卡	snap
卡住	stuck
卡帕多西亞	Cappadocia
卡梅爾	Carmel
卡米	Carmi
卡納	Cana
卡蒙	Kamon
卡迪什	Kadesh
印	impress
印刷機	presses
印度	India
印章	chops
印象	impression
印象深刻	impressed
印跡	blots
印跡	blotting
危害	endanger
危害	harm
危害	harms
危機	crisis
危險	danger
危險	dangerous
危險	dangers
危險的	threatening
即刻	instantly
即將到來的	impending
即時	immediate
卷	volume
卷鬚	tendrils
卸下	unload
卸貨	discharge
卸載	unloaded
厄斯	Tiberius
厄貝雅塔爾	Abiathar
厄運	doom
厚	thick
厚	thickest
厚顏無恥	brazen
原	Hara
原則	principles
原告	accuser
原告	accusers
原因	cause
原因	causes
原因	reason
原因	reasons
原版的	original
原理	principle
原種	elite
原諒	excused
原諒	forgive
原諒	forgiven
原諒	forgives
厭倦	wearied
厭倦	weary
厭惡	abomination
厭惡	disgust
厭惡	distaste
厭惡	loathe
厭惡	loathed
厭惡	loathes
厭惡的	disgusted
去	goes
去	going
去	went
去掉	remove
去皮	peeled
去除	removed
去除	removing
參加	partake
參加	participate
參加	participated
參天	towering
參孫	Samson
參巴拉	Sanballat
參數	arguments
參考	refer
參考	reference
參與	involved
參與	participation
參觀	visited
叉子	fork
叉子	forks
及時	promptly
及時	Timely
友善	friendly
友誼	companionship
友誼	friendship
友阿爹	Euodia
反叛	rebel
反叛	rebelling
反叛	revolt
反复	repeatedly
反射的	reflected
反對	against
反對	objected
反對	objections
反對	oppose
反對	opposed
反對	opposes
反對	opposing
反對	opposition
反常	pervert
反彈	bounced
反應	reacted
反應	reaction
反應遲鈍	unresponsive
反映	reflect
反映	reflecting
反映	reflects
反駁	countered
反駁	refute
反駁	retort
反駁	retorted
叔叔	uncle
叔叔	uncles
取代	substituted
取代了	supplants
取悅	pleaser
取消	abolished
取消	cancel
取消	canceled
取消	canceling
取消	cancels
取消	lifted
取消	withdrawn
取消抵押品贖回權	foreclose
取消資格	disqualified
取締	banned
取締	outlaw
取締	outlawed
受	subjected
受傷	injured
受傷	injuries
受傷	injuring
受威脅	threatened
受害者	victim
受害者	victims
受影響	affected
受戒	ordained
受挫	frustrated
受挫	thwarted
受控	controlled
受洗	baptized
受益	benefited
受精	fertilized
受虐	battered
受賄	bribery
受辱	dishonored
受辱	insulted
受阻	blocked
受阻	hindered
受限	confined
受難	crucifixion
受驚	frightened
叛亂	rebellions
叛徒	traitor
叛徒	traitors
叛軍	rebels
叛逃	defected
叛逃	defecting
叛逆	treason
口	mouth
口味	tastes
口才	eloquence
口渴	thirst
口袋	pocket
口袋	pockets
口譯	interpreters
口音	accent
古	ancient
古實	Cush
古實	Cushite
古實人以	Ebed
古爾	Gur
古珊	Cushan
古珊，rishathaim	Cushan-rishathaim
古示人	Cushi
古老	age-old
句子	sentence
另一個	another
只	mere
只是	just
只是	simply
只有我們	Justus
只要	only
叫	called
叫喊	shouting
叫嚷	blustering
叫囂	clamor
叫好	applauded
叫好	applauds
召喚	summon
召喚	summoning
召回	recall
召開	convened
叮噹聲	clanging
叮噹聲	tinkle
可人，happuch	Keren-happuch
可以	could
可以預見	predictably
可信	faithful
可前往[	navigates
可口	tasty
可得到	available
可怕	awful
可怕	dreadful
可怕	fearful
可怕	fearfully
可怕	hideous
可怕	horrible
可怕	terrible
可怕	terribly
可怕的	dreaded
可怕的	fearsome
可怕的	frightening
可怕的	terrifying
可恥	disgraceful
可恥	shameful
可恥	shamefully
可恨	detestable
可悲的是	sadly
可惡	abominable
可惡	hateful
可愛	lovelier
可愛	lovely
可憐	pitied
可憐	pity
可憐	wretched
可拉	Korah
可拉	Korahites
可理解	understandable
可疑	suspicious
可能	may
可能	possible
可能性	odds
可能性	possibility
可見	visible
可鄙	contemptible
可靠	reliable
可靠	trustworthy
台島	Toi
史昂	Shion
右手	right-hand
司令	commanding
司令部	headquarters
司得	Lystra
司提反	Stephanas
司機	driver
司機	drivers
司號員	bugler
吃	ate
吃	eat
吃	eater
吃	eating
吃	eats
吃過	eaten
吃飽	gorged
吃驚	amazed
吃驚	shocked
各個	various
各自	respective
合	gathers
合不攏嘴	crowed
合作	cooperate
合作	cooperated
合作	cooperation
合作夥伴	co-workers
合力	Heli
合同	contract
合同	deal
合唱	chorus
合唱團	choirs
合式	well-formed
合徵	co-sign
合意	desirable
合格	eligible
合格	qualified
合法	authorized
合法	lawful
合法的	rightful
合理	reasonable
合算	worthwhile
合謀	conspire
合謀	conspiring
合適的	suited
吉利德	Gilead
吉吧珥	Gibbar
吉德	Giddel
吉甲	Gilgal
吉迪恩	Gideon
吊墜	pendants
吊繩	sling
吊裝	lifting
同	with
同事	co-worker
同事	colleagues
同伴	companions
同伴	fellow
同性	homosexual
同性戀	homosexuality
同性戀者	homosexuals
同情	compassion
同情	sympathize
同情	sympathy
同意	agree
同意	agreed
同意	agreeing
同意	agrees
同意	consent
同意	consented
同樣	likewise
同樣	similarly
同胞	countrymen
同負一軛	yoked
名	names
名單	list
名單	lists
名稱	name
名聲	renown
名譽	fame
吐	spit
吐奶	spits
吐氣	breathes
向上	up
向上	upward
向下	downward
向內的	inward
向前	forth
向前	onward
向南	southward
向外	outward
向外	outwardly
向西	westward
君主	monarchs
君主	Sovereign
吝嗇	begrudging
吝嗇	tightfisted
吞	gulp
吞	swallow
吞噬	devoured
吞噬	devours
吞嚥	swallowing
吞沒	engulfed
吞沒	engulfs
吞食	devour
吞食	devouring
吞食	swallowed
吠	bark
吠聲	growl
否認	denied
否認	denies
含	containing
含情脈脈	lovingly
含義	meaning
含義	meanings
含蓄	veiled
吮吸	suck
吵吵嚷嚷	loudmouthed
吵架	quarrel
吸引	attract
吸引	attracted
吸引人的	appealing
吸收	absorbed
吸盤	suckers
吹	blowing
吹	blown
吹噓	boasted
吹噓	bragged
吹牛	brag
吹牛	braggarts
吹牛	bragging
吹牛的	braggart
吻	kiss
吻	kissed
吻	kisses
吻	snout
呂底亞人	Lydians
呂貝卡	Rebekah
呂馬	Elymas
呂高尼	Lycaonia
呈現	presented
呈現	presenting
呈現	rendered
告	accuse
告別	farewell
告別	farewells
告訴	tell
告訴	telling
告訴	tells
告訴	told
周到	considerate
周圍	around
周圍	surrounding
味道	flavor
味道	taste
呻吟	groan
呻吟	groaned
呻吟	groans
呻吟	moan
呻吟	moaned
呻吟	moaning
呻吟	moans
呼叫	call
呼吸	breath
呼吸	breathe
呼吸	breathing
呼嘯而過	howls
命令	command
命令	commands
命令	orders
命名	named
命名	naming
命脈	lifeblood
命運	destiny
命運	fate
命運	fortunes
咀嚼	chewing
咆哮	ranting
咆哮	roaring
咆哮	snarled
咋舌	breathless
和	and
和	sum
和事佬	peacemaker
和平	peace
和平祭	peace-offering
和平締造者	peacemakers
和弦	chords
和睦	peaceably
和藹	kindly
和藹地	graciously
和解	reconciliation
和諧	harmony
咒罵	cursing
咒語	incantation
咕咕	cooing
咕噥	mutter
咕噥	muttering
咩咩	bleating
咬	bite
咬傷	bites
咬定	insist
咬牙切齒	gnashing
咬緊	clench
咸	salty
咸豬手	groping
哀嘆	lament
哀思	grief
哀悼	mourned
哀悼	mourns
哀號	wail
哀號	wailed
品嚐	savored
品牌	branded
品牌	makes
品種	breed
品種	varieties
品種	variety
品脫	pint
品脫	pints
哄然	boisterous
哄騙	lulled
哈	Aha
哈	Ha
哈	Haggai
哈他革	Hathach
哈內斯	Hanes
哈利	Hali
哈利路亞	Hallelujah
哈勒爾	Harar
哈南	Hanan
哈博	Habor
哈及	Haggith
哈哥斯	Hakkoz
哈多蘭	Hadoram
哈大底謝	Hadadezer
哈巴谷	Habakkuk
哈抹	Hamor
哈拉	Halak
哈拉	Haradah
哈拉	Hariph
哈摩	Hashmonah
哈曼	Haman
哈母勒	Hamul
哈沙比雅	Hashabiah
哈洗錄	Hazeroth
哈突	Hattush
哈納尼	Hanani
哈納尼雅	Hananiah
哈腓拉	Havilah
哈臘	Halah
哈蒙	Hammon
哈薛	Hazael
哈薛	Haziel
哈薩gaddah	Hazar-gaddah
哈薩susim	Hazar-susim
哈薩亞達	Hazar-addar
哈薩恩安	Hazar-enan
哈薩書亞	Hazar-shual
哈薩瑪非	Hazarmaveth
哈薩蘇塞	Hazar-susah
哈蘇巴	Hasupha
哈蘭	Haran
哈諾	Hanoch
哈迪德	Hadid
哈達	Ben-hadad
哈達	Hadad
哈達，臨門	Hadad-rimmon
哈達薩	Hadassah
哈隆	Jalon
哈順	Hashum
哈馬	Hamath
哈馬	Hamathites
哈馬瑣巴	Hamath-zobah
哈魯斯	Haruz
員工	hires
員工	staff
員工	staffs
哥哥	brother
哥巴	Geba
哥斯比	Cozbi
哦	oh
哨	whistle
哨兵	sentinels
哨兵	sentries
哨兵	sentry
哪一個	which
哪裡	where
哪裡	wherever
哭	cry
哭了	cried
哭了	crying
哭泣	sob
哭泣	weep
哭泣	weeps
哭泣	wept
哭聲	cries
哲學	philosophy
哲學家	philosophers
哽咽	choked
唄	chant
唉	Alas
唬弄	Yanking
唰	Shua
唱	sang
唱	sing
唱	sings
唱歌	singing
唱詩班	choir
唾棄	spurned
唾沫	spittle
唾液	saliva
啃	gnaw
啃	gnawing
啄	peck
商人	merchant
商人	trader
商品	merchandise
商品	wares
商家	merchants
商店	shops
商店	store
商店	stores
商業	business
商業	commerce
商榷	deliberate
商標	trademark
啊	Ah
啊	Ugh
問	ask
問	asked
問	asking
問	asks
問候	greetings
問候	regards
問心無愧	unashamed
問責	accountable
問題	issue
問題	problem
問題	problems
問題	questions
啜	sip
啟動	starts
啟封	Unseal
啟封	unsealed
啟用	enabled
啟發	inspire
啟發	inspired
啟示	revelation
啟示	revelations
啟閉	shuts
啤酒	beer
啤酒琳	Beer-elim
啤酒葬在那裡	Beer-lahairoi
啥樣	sawed
喃喃	muttered
喃喃地	murmured
善意	goodwill
善良	goodness
善良	kindness
喇叭	horn
喇叭	trumpet
喇叭形	flared
喇叭手	trumpeter
喇叭播放	trumpet-playing
喇合	Rahab
喉	throat
喉嚨	throats
喊	shout
喊叫	exclaim
喊叫	outcry
喋喋不休	nagged
喘氣	gasp
喘氣	gasping
喘氣	gasps
喘氣	pant
喘著氣	panted
喙	beak
喚醒	rouse
喚醒	wake
喚醒	waken
喚醒	wakened
喜	delight
喜人	delighting
喜出望外	overjoyed
喜悅	joy
喜愛	favorite
喜愛	loved
喜歡	fond
喜歡	like
喜歡	liked
喜歡	likes
喝	drank
喝	drink
喝	drinking
喝道	shouted
喝酒失控	guzzle
喪	bereave
喪	mourning
喪失	forfeit
喬安娜	Joanna
喬爾	Joel
喬納森	Jonathan
喬達	Joda
單	single
單位	units
單元	unit
單戶篾	Tanhumeth
單挑	singled
單獨	alone
單薄	flimsy
嗅探	sniffing
嗆	choke
嗚咽	sobs
嗚嗚	blare
嗚嗚	whining
嗜血	bloodthirsty
嗥	howl
嗷	wailing
嘆	sigh
嘆了口氣	sighed
嘆息	groanings
嘆息	sighing
嘈雜	noisy
嘔吐	vomit
嘗	tasted
嘗試	attempt
嘗試	attempted
嘗試	attempting
嘗試	attempts
嘗試	tries
嘗試	try
嘟囔	grumbled
嘮叨	nagging
嘰	grumble
嘲弄	mockingly
嘲弄	taunted
嘲弄	taunts
嘲笑	deride
嘲笑	jeer
嘲笑	jeered
嘲笑	mock
嘲笑	mocked
嘲笑	mocks
嘲笑	ridicule
嘲笑	ridiculing
嘲笑	scoff
嘲笑	scoffing
嘲笑	scoffs
嘲笑不已	scoffed
嘲笑者	scoffers
嘲笑聲	jeers
嘲諷	mocking
嘲諷	taunt
嘴	spouts
嘴唇	lips
嘴巴	mouths
嘴硬	fooling
嘴饞	tempts
嘶	neigh
嘶叫	bray
嘶鳴	neighing
噓	hush
噗	puff
噠	clatter
器官	organs
器物	implements
噩	Og
噩夢	nightmares
噪聲	noise
噯	Ai
噴	gush
噴	gushes
噴	sprinkling
噴口	spout
噴泉	fountain
噴泉	fountains
噴漿	Gunite
噴薄	gushing
噸	ton
噸	tons
嚇	scare
嚇倒	intimidated
嚇唬	frighten
嚇壞了	horrified
嚇壞了	terrifies
嚎叫	howling
嚮往	yearn
嚮往	yearned
嚴厲的	harsher
嚴格	demanding
嚴格	strict
嚴格	strictest
嚴格	strictly
嚴格	strictness
嚴正	sternly
嚴肅	seriousness
嚴肅	stern
嚴重	heavily
嚴重	serious
嚴重	severe
嚴重	severely
嚼	chew
嚼	chews
囚犯	prisoner
囚犯	prisoners
囚禁	captivity
囚禁	imprisoned
四	four
四分之一	one-fourth
四十	forty
四十一	forty-one
四十三	forty-three
四十二	forty-two
四十五	forty-five
四方	four-sided
四月	April
四肢	fours
四肢	limbs
回	returned
回力鏢	boomerangs
回合	round
回國	returning
回報	repays
回報	returns
回复	replies
回复	reply
回憶	memories
回憶錄	memoirs
回應	responded
回收	reclaim
回答	answer
回答	answered
回答	answering
回答	replied
回覆	re
