aa	胺基酸
adulators	奉承者
adulatory	諂媚的
adult	成人
adulterant	摻雜
adulterate	摻雜
adulterer	姦夫
adulterers	通姦者
adulteress	淫婦
adulteries	通姦
adulterine	通姦
adulterous	通姦
adultery	通姦
adulthood	成年
adulthoods	成年
adultlike	成人般的
adultly	成年地
adultness	成年
adultress	淫婦
adults	成年人
adumbral	陰暗的
adumbrate	概要
adumbrated	預示著
adumbrates	提綱
adunc	鉤
aduncate	上鉤
aduncous	微血管
adust	適應
advance	進步
advanced	先進的
advancer	進步
advancers	推進者
advances	進步
advancing	前進
advantage	優勢
advantaged	有優勢
advantages	優點
advect	進出
advected	被輸送
advecting	對流
advection	平流
advections	平流
advective	平流
advects	忠告
advent	來臨
adventitia	外膜
adventive	降臨
adventives	降臨
advents	來臨
adventure	冒險
adventured	冒險
adventurer	冒險家
adventures	歷險
adverb	副詞
adverbial	狀語
adverbials	狀語
adverbs	副詞
adversary	對手
adverse	不利的
adversely	不利地
adversity	逆境
advert	廣告
adverted	提及
advertence	注意
advertency	注意
advertent	留意
adverting	廣告
advertise	廣告
advertised	廣告
advertiser	廣告商
advertises	廣告
advertize	廣告
advertized	廣告
advertizes	廣告
adverts	廣告
advice	建議
advices	忠告
advisable	可取的
advisably	明智地
advise	建議
advised	建議
advisedly	明智地
advisee	受勸告者
advisees	受勸告者
advisement	忠告
adviser	顧問
advisers	顧問
advises	建議
advising	建議
advisor	顧問
advisories	公告
advisors	顧問
advisory	諮詢
advocacies	倡議
advocacy	倡議
advocate	提倡
advocated	主張
advocates	擁護者
advocating	提倡
advocation	倡議
advocative	倡議性的
advocator	倡議者
advocators	倡議者
advowson	主教提名權
advowsons	推薦權
adwoman	廣告女郎
adwomen	adwomen
adynamia	無力
adynamias	無力
adynamic	無動力
adyta	阿迪塔
adytum	避難所
adz	形容詞
adze	艾澤
adzed	阿茲德
adzes	斧子
adzing	燃燒
adzuki	紅豆
adzukis	紅豆
ae	但
aecia	埃西亞
aecial	特殊
aecidia	蟎蟲
aecidial	酸化
aecidium	謀殺
aeciospore	孢子
aecium	埃西亞
aedes	伊蚊
aedile	市政官
aediles	市政官
aedine	艾迪因
aegis	宙斯盾
aegises	庇護
aeneous	埃內奧斯
aeneus	青銅
aeolian	風成
aeon	永旺
aeonian	永恆的
aeonic	永恆的
aeons	永恆
aepyornis	灰鳥
aequorin	海
aequorins	航海
aerate	通氣
aerated	充氣
aerates	充氣
aerating	充氣
aeration	通風
aerations	曝氣
aerator	曝氣器
aerators	曝氣機
aerenchyma	通氣組織
aerial	天線
aerialist	空中飛人
aerialists	空中飛人
aerially	空中
aerials	天線
aerie	鷹巢
aeried	空中
aerier	空中
aeries	艾里斯
aeriest	艾里斯特
aerified	充氣
aerifies	氣化
aeriform	無形的
aerify	充氣
aerifying	充氣
aerily	輕率地
aero	航空
aerobat	特技飛行
aerobatic	特技飛行
aerobatics	特技飛行
aerobats	特技演員
aerobe	有氧
aerobes	需氧菌
aerobia	有氧
aerobic	有氧
aerobicize	有氧
aerobics	有氧運動
aerobioses	需氧菌
aerobiosis	有氧生存
aerobium	需氧菌
aerobrake	空氣煞車
aerobraked	空氣煞車
aerobrakes	空氣煞車
aerodrome	機場
aerodromes	機場
aeroduct	航空產品
aeroducts	航空產品
aerodyne	飛力飛行器
aerodynes	空氣動力裝置
aerofoil	翼型
aerofoils	翼型
aerogel	氣凝膠
aerogels	氣凝膠
aerogram	航空信函
aerogramme	航空信
aerograms	航空信函
aerolite	隕石
aerolites	隕石
aerolith	隕石
aeroliths	隕石
aerolitic	隕石
aerologic	空氣動力學的
aerologies	氣象學
aerology	氣象學
aerometer	氣壓計
aerometers	氣壓計
aerometry	氣壓測量法
aeronaut	飛行員
aeronautic	航空
aeronauts	航空員
aeronomer	航空器
aeronomers	航空學家
aeronomic	空氣動力學的
aeronomies	航空經濟學
aeronomist	航空學家
aeronomy	飛行學
aeropause	空氣層
aeropauses	機場休息
aerophobe	恐飛症患者
aerophobes	恐飛症患者
aerophore	氣囊
aerophores	氣囊
aerophyte	氣生植物
aerophytes	氣生植物
aeroplane	飛機
aeroplanes	飛機
aeropulse	航空脈衝
aeropulses	空氣脈衝
aerosat	航空衛星
aerosats	太空衛星
aeroscope	航空觀測儀
aeroscopes	航空望遠鏡
aerosol	氣霧劑
aerosolize	霧化
aerosols	氣溶膠
aerospace	航太
aerospaces	航空航太
aerostat	浮空器
aerostats	浮空器
aerugo	鏽
aerugos	生鏽的
aery	艾里
aesthesia	知覺
aesthesias	感覺
aesthete	唯美主義者
aesthetes	唯美主義者
aesthetic	美學的
aesthetics	美學
aestival	夏季
aestivate	夏天
aestivated	夏眠
aestivates	夏天
aether	醚
aethereal	空靈的
aetheric	以太
aethers	乙醚
aetiology	病因
afar	遠處
afars	阿法爾
afeard	遠處
afeared	害怕
afebrile	無發熱
aff	安福
affability	親切
affable	和藹可親
affably	和藹地
affair	事務
affaire	事務
affaires	商業
affairs	事務
affect	影響
affectable	可影響的
affected	做作的
affectedly	裝模作樣地
affecter	影響
affecters	影響者
affecting	影響
affection	感情
affections	感情
affective	情感
affectless	無情感的
affects	影響
afferent	傳入
afferently	傳入地
afferents	傳入神經
affiance	加入
affianced	訂婚
affiances	婚約
affiancing	親和力
affiant	宣誓人
affiants	宣誓人
affiche	海報
affiches	海報
affidavit	宣誓書
affidavits	宣誓書
affiliate	附屬機構
affiliated	附屬
affiliates	附屬公司
affinal	阿菲納爾
affine	仿射
affined	仿射
affinely	親和性
affines	有關的
affinities	親和力
affinity	親和力
affirm	確認
affirmable	可肯定的
affirmance	確認
affirmant	肯定
affirmants	肯定
affirmed	肯定
affirmer	確認
affirmers	確認
affirming	肯定
affirms	肯定
affix	詞綴
affixable	可附加
affixal	詞綴
affixation	附加
affixed	貼上
affixer	詞綴
affixers	詞綴
affixes	詞綴
affixial	詞綴
affixing	附加
affixment	詞綴
affixments	詞綴
affixture	附加詞
affixtures	詞綴
afflatus	受到啟發
afflatuses	呼吸
afflict	折磨
afflicted	受折磨
afflicter	折磨者
afflicters	折磨者
afflicting	折磨
affliction	痛苦
afflictive	痛苦的
afflicts	折磨
affluence	富裕
affluences	人群
affluency	富裕
affluent	富裕
affluently	富裕地
affluents	支流
afflux	湧入
affluxes	湧入
afford	買得起
affordable	負擔得起
affordably	負擔得起
afforded	負擔得起
affording	提供
affords	提供
afforest	造林
afforested	造林
afforests	造林
affray	鬥毆
affrayed	受到騷擾
affrayer	爭吵者
affrayers	打架鬥毆者
affraying	吵架
affrays	鬥毆
affricate	塞擦音
affricated	塞音
affricates	塞擦音
affright	恐懼
affrighted	害怕的
affrights	驚嚇
affront	冒犯
affronted	受到冒犯
affronting	侮辱
affronts	侮辱
affusion	注入
affusions	注入
afghan	阿富汗
afghani	阿富汗
afghanis	阿富汗尼
afghans	阿富汗人
aficionada	業餘
aficionado	愛好者
afield	在野外
afire	著火
aflame	燃燒
aflatoxin	黃麴毒素
aflatoxins	黃麴毒素
afloat	漂浮
aflutter	顫動
afoot	在進行中
afore	之前
aforehand	事先
aforesaid	上述
aforetime	提早
afoul	犯規
afraid	害怕的
afreet	惡魔
afreets	阿弗雷特
afresh	重新
afrit	複製
afrits	阿夫里茨
aft	船尾
after	後
afterbirth	胞衣
aftercare	後期護理
aftercares	後續護理
afterclap	餘音
afterclaps	餘音
afterdamp	後濕
afterdamps	後濕
afterdeck	後甲板
afterdecks	後甲板
afterglow	餘輝
afterglows	餘輝
afterimage	殘像
afterlife	來世
afterlifes	來世
afterlives	afterlives
aftermath	後果
aftermaths	後果
aftermost	最後
afternoon	午安
afternoons	午安
afterpain	後痛
afterpains	後痛
afterpiece	後篇
afters	之後
aftershave	須後水
aftershock	餘震
aftertaste	回味
aftertax	稅後
aftertime	後
aftertimes	後事
afterward	之後
afterwards	然後
afterword	後記
afterwords	之後
afterworld	後世
aftmost	最尾端
aftosa	口蹄疫
aftosas	口蹄疫
ag	在
aga	但
again	再次
against	反對
agalactia	無乳症
agalactias	無乳症
agalloch	沉香
agallochs	沉香
agalwood	沉香木
agalwoods	沉香木
agama	宗教
agamas	鬣蜥
agamete	配子
agametes	配子體
agamic	無性生殖
agamid	鬣狗
agamids	鬣狗科
agamous	無性生殖
agapae	愛
agapai	愛
agapanthus	百子蓮
agape	愛
agapeic	愛的
agapes	愛
agar	以便
agaric	菇
agarics	菇
agarose	瓊脂糖
agaroses	瓊脂糖
agars	瓊脂
agas	行為
agate	瑪瑙
agates	瑪瑙
agateware	瑪瑙陶器
agatewares	瑪瑙器
agatize	瑪瑙化
agatized	瑪瑙化
agatizes	瑪瑙石
agatizing	釔化
agatoid	石榴石
agave	龍舌蘭
agaves	龍舌蘭
agaze	會融化
age	年齡
aged	年齡
agedly	老年地
agedness	老化
agednesses	老化
agee	阿吉
ageing	老化
ageings	老化
ageism	年齡歧視
ageisms	年齡歧視
ageist	年齡歧視
ageists	年齡歧視者
ageless	永恆
agelessly	永保青春
agelong	長壽
agemate	年紀相仿
agemates	同齡人
agencies	機構
agency	機構
agenda	議程
agendaless	無議程
agendas	議程
agendum	要做
agendums	議程
agene	時代
agenes	阿熱內斯
ageneses	發育不全
agenesia	發育不全
agenesias	發育不全
agenesis	發育不全
agenetic	遺傳的
agenize	代理商
agenized	代理化
agenizes	代理商
agenizing	代理商
agent	代理人
agented	代理商
agential	代理的
agenting	agenting
agentings	代理人
agentival	代理性
agentive	施事
agentives	施事者
agentries	代理商
agentry	代理商
agents	代理商
ager	艾格爾
ageratum	藿香薊
ageratums	藿香薊
agers	老年人
ages	年齡
aggada	阿加達
aggadah	阿嘎達
aggadahs	阿嘎達
aggadas	阿加達斯
aggadic	阿加迪克語
aggadot	阿加多特
aggadoth	阿加多斯
agger	侵略者
aggers	侵略者
aggie	阿吉
aggies	阿吉斯
agglutinin	凝集素
aggrade	侵略
aggraded	加重
aggrades	加重
aggrading	加重
aggrandise	放大
aggrandize	誇大
aggravate	加劇
aggravated	加重
aggravates	加劇
aggregate	總計的
aggregated	匯總
aggregates	聚合體
aggress	侵略
aggressed	受到侵害
aggresses	侵略
aggressing	侵略性
aggression	侵略
aggressive	挑釁的
aggressor	侵略者
aggressors	侵略者
aggrieve	侵害
aggrieved	受委屈
aggrieves	受害者
aggrieving	委屈
aggro	仇恨
aggros	仇恨
agha	戰爭
aghas	目標
aghast	驚駭
agile	敏捷
agilely	敏捷地
agileness	敏捷性
agilities	敏捷性
agility	敏捷
agin	阿金
aging	老化
agings	老化
aginner	阿金納
aginners	反對者
agio	舒適
agios	阿基奧斯
agiotage	高利貸
agiotages	高利貸者
agism	年齡歧視
agisms	年齡歧視
agist	阿吉斯特
agisted	老年
agisting	阿吉斯廷
agists	老年癡呆症患者
agita	搖
agitable	易激動
agitas	攪拌
agitate	激盪
agitated	激動
agitatedly	激動地
agitates	攪拌
agitating	煽動
agitation	攪拌
agitations	騷動
agitative	激動的
agitato	激動
agitator	攪拌器
agitators	攪拌器
agitprop	宣傳鼓動
agitprops	宣傳鼓動
aglare	怒視
agleam	阿格萊姆
aglee	阿格利
aglet	肩帶
aglets	踝帶
agley	阿格利
aglimmer	閃爍
aglitter	閃閃發光
aglow	發光
agly	阿格利
aglycon	糖苷配基
aglycone	糖苷配基
aglycones	糖苷配基
aglycons	糖苷配基
agma	阿格瑪
agmas	阿格馬斯
agminate	聚集
agnail	發炎
agnails	阿格奈爾斯
agnate	同族的
agnates	同族
agnatic	父系的
agnatical	父系的
agnation	同族
agnations	宗族
agnize	艾格尼澤
agnized	被重視的
agnizes	表示
agnizing	認同
agnomen	暱稱
agnomens	暱稱
agnomina	阿格諾明
agnosia	失認症
agnosias	失認症
agnostic	不可知論者
agnostics	不可知論者
ago	前
agog	興奮
agon	鬥爭
agonal	阿戈納爾
agone	睡覺
agones	阿戈內斯
agonic	痛苦的
agonies	痛苦
agonise	死亡
agonised	痛苦的
agonises	痛苦不已
agonising	痛苦的
agonist	促效劑
agonistes	促效劑
agonistic	激動劑
agonists	促效劑
agonize	煩惱
agonized	痛苦的
agonizes	痛苦不已
agonizing	痛苦的
agons	鬥爭
agony	痛苦
agora	現在
agorae	市集
agoraphobe	廣場恐懼症患者
agoras	市集
agorot	阿戈洛特
agoroth	阿戈羅斯
agouti	刺豚鼠
agouties	刺豚鼠
agoutis	刺豚鼠
agouty	刺古蒂
agrafe	夾子
agrafes	訂書釘
agraffe	釘書針
agraffes	搭扣
agrapha	失寫症
agraphia	失寫症
agraphias	失寫症
agraphic	圖形
agrarian	農業的
agrarians	農民
agravic	阿格拉維奇
agree	同意
agreeable	令人愉快的
agreeably	欣然
agreed	同意
agreeing	同意
agreement	協定
agreements	協定
agrees	同意
agrestal	阿格雷斯塔爾
agrestic	鄉土的
agria	酸的
agrias	酸的
agrimonies	仙鶴草
agrimony	仙鶴草
agrologic	農業學的
agrologies	土壤學
agrology	土壤學
agronomic	農藝
agronomies	農學
agronomist	農學家
agronomy	農藝學
aground	擱淺
agrypnia	阿格里普尼亞
agrypnias	阿格里普尼亞斯
ags	艾格
aguacate	酪梨
aguacates	酪梨
ague	瘧疾
aguelike	阿蓋利克
agues	水域
agueweed	厄瓜多草
agueweeds	厄瓜多草
aguish	痛苦
aguishly	痛苦地
ah	啊
aha	什麼
ahchoo	啊嚏
ahead	前方
ahed	你是
ahem	啊哼
ahi	是的
ahimsa	非暴力
ahimsas	非暴力
ahing	啊
ahis	哦天哪
ahistoric	非歷史的
ahold	阿霍德
aholds	阿霍德
ahorse	一匹馬
ahoy	啊餵
ahs	啊
ahull	淺的
ai	吃
aiblins	艾布林斯
aid	援助
aide	助理
aided	援助
aider	幫助
aiders	援助者
aides	助理
aidful	有幫助的
aiding	援助
aidless	無助
aidman	艾德曼
aidmen	艾德曼
aids	愛滋病
aiglet	艾格萊特
aiglets	艾格萊茨
aigret	白鷺
aigrets	白鷺
aigrette	白鷺
aigrettes	白鷺
aiguille	針
aiguilles	針
aikido	合氣道
aikidos	合氣道
ail	第二
ailanthic	臭荸薺
ailanthus	ailanthus
ailed	患病
aileron	副翼
ailerons	副翼
ailing	患病
ailment	病痛
ailments	疾病
ails	艾爾斯
aim	目的
aimed	目的
aimer	喜歡
aimers	愛
aimful	有目的的
aimfully	有目的地
aiming	瞄準
aimless	漫無目的
aimlessly	漫無目的地
aims	目標
ain	艾因
ains	艾恩斯
ainsell	艾因塞爾
ainsells	艾因塞爾斯
aioli	蒜泥蛋黃醬
aiolis	艾奧利斯
air	空氣
airbag	安全氣囊
airbags	安全氣囊
airboat	氣墊船
airboats	氣墊船
airborne	空中
airbound	空運
airbrush	噴槍
airbrushed	噴槍
airbrushes	噴槍
airburst	空爆
airbursts	空爆
airbus	空中巴士
airbuses	空中巴士
airbusses	空中巴士
aircheck	空中檢查
airchecks	空中檢查
aircoach	空中巴士
aircoaches	空中巴士
aircraft	飛機
aircrew	機組
aircrews	機組人員
airdate	播出日期
airdates	播出日期
airdrome	機場
airdromes	機場
airdrop	空投
airdropped	空投
airdrops	空投
aired	播出
airer	晾衣架
airers	晾衣架
airest	艾雷斯特
airfare	機票
airfares	機票
airfield	機場
airfields	機場
airflow	空氣流動
airflows	氣流
airfoil	翼型
airfoils	翼型
airframe	機體
airframes	機身
airfreight	空運
airglow	氣輝
airglows	氣輝
airhead	空頭
airheaded	頭腦不清醒
airheads	傻瓜
airhole	氣孔
airholes	氣孔
airier	艾利爾
airiest	空氣最流通
airily	輕快地
airiness	通風
airinesses	飄逸
airing	晾曬
airings	播出
airless	無氣
airlift	空運
airlifted	空運
airlifting	空運
airlifts	空運
airlike	空氣狀
airline	航空
airliner	客機
airliners	客機
airlines	航空
airmail	航空郵件
airmailed	航空郵寄
airmailing	航空郵寄
airmails	航空郵件
airman	空軍
airmanship	飛行技術
airmen	飛行員
airmobile	空中機動
airn	雅利安人
airns	空氣
airpark	航空公園
airparks	航空公園
airplane	飛機
airplanes	飛機
airplay	廣播
airplays	廣播節目
airport	飛機場
airports	機場
airpost	空郵
airposts	航空站
airpower	空中力量
airpowers	空中力量
airproof	密封
airproofed	密封的
airproofs	密封
airs	氣勢
airscape	航空景觀
airscapes	空中景觀
airscrew	螺旋槳
airscrews	螺旋槳
airshed	空氣流域
airsheds	空氣流通區
airship	飛艇
airships	飛艇
airshot	空射
airshots	空射
airshow	航展
airshows	航展
airsick	暈機
airspace	空域
airspaces	空域
airspeed	空速
airspeeds	空速
airstream	氣流
airstreams	氣流
airstrike	空襲
airstrikes	空襲
airstrip	飛機跑道
airstrips	飛機跑道
airt	藝術
airted	播出
airth	艾思
airthed	播出
airthing	空氣之物
airths	艾爾斯
airtight	密閉
airtime	播出時間
airtimes	播出時間
airting	播出
airts	空氣
airward	空運
airwave	無線電波
airwaves	無線電波
airway	氣道
airways	航空
airwise	航空運輸
airwoman	女飛行員
airwomen	女飛行員
airworthy	適航
airy	通風
ais	艾斯
aisle	走道
aisled	有過道的
aisles	過道
aisleway	過道
aisleways	過道
ait	歸屬感
aitch	艾奇
aitchbone	股骨
aitchbones	骨
aitches	艾奇斯
aits	艾茨
aiver	艾弗
aivers	艾弗
ajar	教
ajee	阿吉
ajiva	阿耆那
ajivas	阿耆那教
ajowan	佐劑
ajowans	阿魏
ajuga	有大腦
ajugas	佐劑
akee	阿基
akees	阿基斯
akela	阿克拉
akelas	班級
akene	阿肯
akenes	烯烴
akimbo	叉腰
akin	礦
akinesia	運動不能症
akinesias	運動不能症
akinetic	運動不能
akvavit	維特酒
akvavits	維特酒
al	艾爾
ala	土地
alabaster	雪花石膏
alabasters	雪花石膏
alachlor	甲草胺
alachlors	甲草胺
alack	嗚嗚嗚
alackaday	我瘋了。
alacrities	敏捷
alacritous	敏捷的
alacrity	敏捷
alae	翅膀
alameda	阿拉米達
alamedas	途徑
alamo	阿拉莫
alamode	阿拉莫德
alamodes	阿拉莫德斯
alamos	楊樹
alan	艾倫
aland	謙遜的
alands	奧蘭群島
alane	下屬
alang	為了
alanin	丙胺酸
alanine	丙胺酸
alanines	丙胺酸
alanins	丙胺酸
alans	艾倫
alant	以下
alants	阿蘭特
alanyl	丙氨酰
alanyls	丙氨酰
alar	阿拉爾
alarm	警報
alarmable	可報警
alarmed	驚慌
alarmedly	驚慌地
alarming	令人震驚
alarmingly	令人震驚的是
alarmism	危言聳聽
alarmisms	危言聳聽
alarmist	危言聳聽
alarmists	危言聳聽者
alarms	警報
alarum	翅膀
