de	of
pedido	order
parecer	seem
débiles	weak
egipcio	Egyptian
abismo	abyss
esclavitud	slavery
quedaba	remained
deje	leave
quales	which
midió	measured
estaré	I will be
ves	you see
Seír	Seir
toca	touch
quitará	will remove
ofrece	offers
espinos	thorns
sufrimientos	sufferings
muchacha	girl
limpia	clean
deellos	of them
presos	prisoners
higos	figs
avergonzados	ashamed
jurado	jury
circuncisión	circumcision
hebrea	Hebrew
cubrió	covered
creído	believed
amargura	bitterness
salían	They were leaving
débil	weak
cercano	nearby
alturas	heights
rectos	straight
prostitución	prostitution
noches	nights
trece	thirteen
Rut	Ruth
ofrecido	offered
cubre	covers
consultar	consult
ruido	noise
ladrón	thief
estruendo	noise
consuelo	comfort
quemará	will burn
guardias	guards
servirá	will serve
habitaban	They lived
debo	I must
aora	now
normas	rules
cristianos	Christians
conoces	you know
planta	plant
machos	males
castigar	punish
grito	shout
creado	created
llevarán	will carry
hititas	Hittites
confiar	rely
simiente	seed
langostas	lobsters
ejidos	common lands
cuerdas	strings
bastón	cane
llorando	crying
sentados	sitting
sagrados	sacred
madianitas	Midianites
establecido	established
bendecido	blessed
hacerle	to do it
escogidos	chosen
comunión	communion
pecador	sinner
espiritual	spiritual
anchura	width
consagrados	consecrated
basas	bases
Gomorra	Gomorrah
Egypto	Egyptian
orgullosos	proud
libró	book
totalmente	completely
Noemí	Naomi
Baruc	Baruch
heridas	wounds
bendiga	bless
ponen	they put
colocó	placed
perros	dogs
extendido	extended
espadas	spades
llaga	sore
espanto	terror
cabello	hair
regalos	gifts
enviar	send
celo	zeal
tomando	taking
talentos	talents
nacer	be born
monstruo	monster
jebuseos	Jebusites
habita	inhabits
tuya	yours
parezca	seems
sacerdocio	priesthood
estatua	statue
once	eleven
darás	you will give
crías	offspring
consejeros	counselors
cierta	certain
luchar	struggle
echar	throw
diré	I will say
crónicas	chronicles
venían	They came
temprano	early
perder	lose
mostrar	show
unidos	joined
llegaba	arrived
descubierto	uncovered
águila	eagle
ladrones	thieves
siguiendo	following
siembra	sowing
regiones	regions
cabras	goats
verás	you will see
suegro	father-in-law
existe	exists
olas	surf
hermanas	sisters
desastre	disaster
salen	they leave
raíces	roots
guardar	keep
acá	here
Joacaz	Jehoahaz
guardado	saved
suertes	luck
ponerse	to put on
cumplimiento	compliance
vientos	winds
rito	rite
vanidad	vanity
túnica	tunica
alabanzas	praise
Safán	Safan
rescate	rescue
irán	Iran
cuantos	how many
celos	jealousy
Abías	Abijah
librado	delivered
halló	found
despidió	fired
apóstol	apostle
antigua	ancient
amanecer	sunrise
veinticuatro	twenty four
hermoso	beautiful
encargados	in charge
Amalec	Amalek
pago	pay
eſtaua	I was
dieciocho	eighteen
distancia	distance
alli	over there
vete	go away
servirán	will serve
repente	suddenly
misión	mission
Etiopía	Ethiopia
plaza	square
entregar	deliver
corrió	ran
noventa	ninety
poderosa	powerful
envidia	envy
romano	Roman
fondo	background
esperando	expecting
escribas	scribes
cena	dinner
cumpla	fulfill
echa	throw
dejan	leave
verme	see me
cumbre	summit
éxito	success
tratado	treaty
entendido	understood
creó	believe
sirvientes	servants
primeras	first
pasto	grass
decreto	decree
versiones	versions
rechazado	refused
adoran	they adore
acabó	just
salvó	except
enseña	teaches
decisión	decision
arrojó	daring
perversos	perverse
sano	healthy
mata	kill
virgen	virgin
furia	rage
vayas	you go
recibirán	will receive
peste	plague
mirada	look
edificar	build
décimo	tenth
crecer	grow
Jezabel	Jezebel
sucede	It happens
invitados	Guests
cedros	cedars
tuyos	yours
sala	hall
sacado	taken
matará	will kill
pon	put
juicios	trials
faz	face
Arnón	Arnon
insistió	insisted
cautiverio	captivity
calle	street
mayordomo	butler
escogió	chose
protege	protects
parecido	similar
odian	They hate
manantial	spring
comienzo	beginning
anterior	former
vasija	vessel
plagas	pests
 P	 P
dura	hard
dones	gifts
detuvo	stopped
cruzar	cross
traerá	will bring
regalo	gift
pasando	passing by
ave	bird
sinagogas	synagogues
seguros	Insurance
tocado	touched
prodigios	prodigies
parto	delivery
odio	hate
amalecitas	Amalekites
Siquén	Shechem
olvidado	forgotten
envié	I sent
destruye	destroy
llamaron	They called
decirles	tell them
Éfeso	Ephesus
importa	It matters
gobernar	govern
duro	hard
capa	layer
ayudantes	helpers
importancia	importance
espías	spies
Asuero	Ahasuerus
dijiste	you said
humilde	humble
entregaron	They delivered
caña	cane
injusticia	injustice
fortalezas	strengths
voto	vote
estableció	established
piensa	think
cubierto	covered
Sísara	Sisera
oiga	Listen
casó	case
recoger	collect
perdona	sorry
des	from
caballería	chivalry
viñedo	vineyard
resplandor	radiance
llenaron	filled
herido	wounded
daban	gave
cuero	leather
Ecrón	Ekron
ventanas	windows
tomarás	you will take
reverencia	reverence
preguntas	questions
extiende	extends
lana	wool
infiel	unfaithful
impureza	impurity
darte	give you
colina	hill
responder	reply
salgan	come out
saldrán	will come out
produce	produces
levantar	get up
cuyos	whose
confía	trust
hacerse	become
asirios	Assyrians
Mispá	Mispa
señores	sirs
llenas	full
Cesarea	Caesarean section
tranquilo	don't worry
permitido	permitted
atacaron	attacked
vestíbulo	lobby
ordeno	I order
habitar	dwell
paga	pay
demonio	devil
ardiente	burning
torrente	torrent
seguían	They followed
resulta	It turns out
plantas	floors
hallaron	They found
comerás	you will eat
rompió	broke
reunido	gathered
gobierno	government
derrota	defeat
hojas	leaves
bautismo	baptism
saca	take out
adversarios	adversaries
longitud	length
hable	speak
deshonra	dishonor
copas	cups
seremos	we will be
lavará	will wash
ſea	sea
das	you
contado	counted
vasos	glasses
librará	will deliver
arameo	Aramaic
adivinos	fortune tellers
vuelven	They return
merecido	deserved
manuscritos	manuscripts
Ananías	Ananias
nacieron	were born
aquellas	those
sábados	Saturdays
olla	pot
víctimas	victims
veo	I see
profetiza	prophesies
alabaré	I will praise
papá	dad
hubiere	there would be
judía	bean
continuamente	continuously
Senaquerib	Sennacherib
ſer	to be
primogénitos	firstborns
emperador	emperor
llegan	They arrive
cuida	take care
arpa	harp
lomos	loins
humillado	humiliated
diciéndole	telling him
desnudo	naked
actos	acts
pastos	pastures
huérfanos	orphans
desnudez	nakedness
comete	commits
afligido	afflicted
honrar	honor
hablé	I spoke
escriba	write
claramente	clearly
cometer	commit
arpas	harps
Guersón	Gerson
tempestad	storm
juzga	judge
alegres	happy
paredes	walls
veras	you will see
sube	go up
derrotó	defeated
paloma	pigeon
embarazada	pregnant
concubina	concubine
hogar	home
consejos	tips
terminado	finished
culpables	Guilty
merece	deserves
interpretación	interpretation
haberse	have
defensa	defense
soberbia	pride
plena	full
intención	intention
gritar	shout
entera	whole
doctrina	doctrine
siclo	shekel
abundante	abundant
tribunal	court
seáis	you be
apenas	barely
tomarán	will take
herida	wound
ò	either
pudiera	could
humanidad	humanity
honrado	honored
haremos	we will do
desolación	desolation
cinturón	belt
 Ti	 You
rebelión	rebellion
querían	They wanted
petición	request
desterrados	banished
Nehemías	Nehemiah
perpetuo	perpetual
hechas	made
abre	open
vecinas	neighbors
temblar	tremble
sabían	They knew
huerto	vegetable patch
amó	loved
valles	valleys
salvador	savior
presentarse	introduce yourself
haréis	you will do
esquinas	corners
salmo	psalm
reunidos	gathered
responde	reply
hermosura	loveliness
atardecer	sunset
mueren	die
idolatría	idolatry
entren	come in
ſin	without
gramos	grams
esperar	wait
dificultades	difficulties
Naamán	Naaman
arroyos	streams
reconocer	recognize
hacerme	make me
acepta	accept
actúa	act
provecho	advantage
maná	manna
hablaré	I will speak
flujo	flow
seco	dry
preparó	prepared
matrimonio	marriage
dondequiera	wherever
asuntos	affairs
Laquis	Lachish
Abimelec	Abimelech
respondiendo	responding
quita	remove
occidental	western
extraños	Strangers
dulce	sweet
Jorán	Joran
sagrada	sacred
posesiones	possessions
discurso	speech
celestial	heavenly
alude	alludes
manantiales	springs
entrarán	will enter
sintió	felt
remanente	remainder
queremos	We want
esperan	They wait
descansar	rest
fosa	pit
cántico	chant
costumbres	traditions
actitud	attitude
purificado	purified
libros	books
personal	staff
lloró	cry
llenado	fill
aviso	warning
acercarse	approach
torres	towers
desprecio	contempt
bienestar	welfare
acostó	lay down
varias	several
pidieron	They asked
juzgará	will judge
Nabot	Naboth
isla	island
grave	serious
cabra	goat
truenos	thunder
subía	I was going up
loco	crazy
amasada	kneaded
obedecido	obeyed
alegre	cheerful
Beerseba	Beersheba
usa	use
solemne	solemn
peña	grief
diluvio	flood
delito	crime
crean	create
reciben	receive
juntaron	they gathered
hagáis	you do
veía	I saw
perdonará	will forgive
mueran	die
estuve	I have been
enviados	sent
empezó	started
verlos	see them
verano	summer
oigan	Hey
lleven	take away
diferentes	different
concedido	granted
bendice	bless
aroma	scent
anillos	rings
dedicado	dedicated
Ezequiel	Ezekiel
permite	allows
obediencia	obedience
carpa	large tent
sepultura	grave
primicias	first fruits
enorme	enormous
baja	low
comeréis	you will eat
lleve	carry
huyendo	fleeing
fuentes	sources
nietos	grandchildren
males	evils
cumplan	comply
cantos	chants
blanca	white
sigan	follow
rostros	faces
imperio	empire
escribo	I write
centro	center
orando	praying
griegos	Greeks
estuviera	was
escritas	written
dieciséis	sixteen
Amós	Amos
hacerte	make you
amantes	lovers
Isaí	Jesse
rasgó	feature
nuevamente	again
horas	hours
destruyeron	destroyed
correspondientes	corresponding
salvado	bran
reales	royal
guerras	wars
rebelaron	They rebelled
oportunidad	chance
mensajes	messages
llegada	arrival
corte	court
arrojado	thrown
semejantes	similar
salida	exit
ordena	order
exilio	exile
quitar	remove
muerta	dead
llevando	carrying
lenguaje	language
guerrero	warrior
flores	flowers
encendió	turned on
cabríos	goats
armados	armed
temen	They fear
pórtico	portico
marchó	left
alrededores	surroundings
u	or
semana	week
babilonios	Babylonians
vivimos	we live
convertirá	will become
considerado	considered
viejos	old
heaqui	here
fielmente	faithfully
castigará	will punish
anunció	advertisement
visitar	visit
opresión	oppression
Acaz	Ahaz
tome	take
pidiendo	asking
larga	long
evitar	avoid
crimen	crime
tantas	so many
plazas	squares
pechos	breasts
obedece	obey
júbilo	joy
huérfano	orphan
fecha	date
echará	will cast
crucificado	crucified
podré	I will be able to
obedecieron	They obeyed
lucha	struggle
lanzas	spears
dame	give me
correr	run
alabar	praise
perverso	perverse
escucharon	They heard
hacerles	to make them
entregará	will deliver
enseñado	taught
deſpues	after
súplica	appeal
siga	follow
cesar	cease
belleza	beauty
abrir	open
Ajab	Ahab
soportar	bear
nieve	snow
derrotado	defeated
tendréis	you will have
falsas	false
dormir	sleep
corriente	current
acabar	end
Joyadá	Jehoiada
vidas	lives
replicó	replied
maligno	malignant
cabrito	kid
Joacim	Jehoiakim
convertiré	I will convert
claro	clear
rojo	red
marca	brand
labradores	farmers
caigan	fall
Roboán	Rehoboam
rocas	rocks
revelado	revealed
resultado	result
ordenanzas	ordinances
matarán	They will kill
mantiene	maintains
cometió	committed
sanado	healed
rodean	surround
morirás	you will die
libra	pound
unción	unction
riñones	kidneys
hermosas	beautiful
cumplen	they comply
continuó	continuous
olivo	olive
castigado	punished
Artajerjes	Artaxerxes
tormenta	storm
tengáis	you have
engañar	cheat
medir	measure
enseñando	teaching
derredor	around
cumplirá	will comply
Jesé	Jesse
siega	harvest
quizá	maybe
encendida	turned on
dirigentes	leaders
caen	fall
servían	They served
redes	networks
dragón	dragon
comienza	starts
adentro	inside
palmeras	palm trees
militar	military
honores	honors
ayudante	assistant
Samaría	Samaria
Sabá	Saba
orgulloso	proud
soldado	soldier
pieles	skins
pensaba	thought
amar	love
robado	stolen
hacéis	you do
habitaron	inhabited
extraña	strange
cuarta	quarter
oreja	ear
joyas	jewelry
Seraías	Seraiah
sepulcros	graves
regrese	come back
darse	to give oneself
castigue	punish
azul	blue
abandonaron	they abandoned
Jacobo	Jacob
parecen	They seem
negocios	business
llaman	They call
estanque	pond
decís	you say
abominación	abomination
Tobías	Tobias
trato	deal
salmos	psalms
recuerda	remember
quiénes	who
prenda	garment
numeroso	numerous
humanas	human
cauſa	cause
acostado	lying down
suegra	mother-in-law
obtener	obtain
arrogancia	arrogance
prácticas	practices
pastoreo	grazing
mostraré	I will show
escuchan	listen
ventana	window
tipo	guy
mirar	look
gusto	taste
acaba	ends
hablará	will speak
espaldas	backs
Natanael	Nathanael
ſoy	I am
seno	breast
nombró	named
fuimos	went
siente	feel
perdonado	forgiven
novio	boyfriend
lluvias	rains
inteligente	intelligent
habitaciones	rooms
eligió	chose
pobreza	poverty
oyendo	hearing
menciona	mentions
extranjeras	foreigners
eras	you were
permanente	permanent
origen	origin
necedad	foolishness
dejando	leaving
patas	paws
amados	beloved
ajenos	Others
vienes	you come
punta	tip
pleno	full
mentiroso	liar
imposible	impossible
Sucot	Sukkot
verbo	verb
maten	kill
escarlata	scarlet
creyente	believer
autor	author
anteriores	previous
servido	served
plenitud	fullness
oir	hear
hirieron	they wounded
sandalias	sandals
pleito	lawsuit
ofrecerán	will offer
diferente	different
ponte	put on
pensó	thought
inmediatamente	immediately
fronteras	borders
omnipotente	omnipotent
ochocientos	eight hundred
mandé	I sent
enfrente	opposite
trató	deal
supieron	They knew
precisamente	precisely
parábolas	parables
llamé	I called
libaciones	libations
hazer	to do
grato	welcome
ayudó	helped
aborrece	abhors
quitaré	I will remove
mandaron	They sent
creador	creator
Melquisedec	Melchizedek
sieruo	servant
pienso	I think
irse	go
bendecirá	will bless
siento	I feel
prometida	fiancee
perpetua	life
negó	denied
inmediato	immediate
incluye	includes
himnos	hymns
edomitas	Edomites
bastante	quite
arrepentimiento	repentance
acto	act
vivido	vivid
chivo	billy goat
alcanzar	reach
recuerdo	memory
reconoce	recognizes
pongo	put
derramado	spilled
barba	beard
apoderó	seized
acompañaban	accompanied
tazones	bowls
suceda	happen
cumplieron	They fulfilled
correspondiente	corresponding
corren	they run
veintitrés	twenty three
sirvan	serve
jurar	swear
huye	run away
finalmente	finally
amistad	friendship
ofrecen	offer
mortales	mortals
encendido	on
dirige	directs
diferencia	difference
decidió	decided
alegra	rejoice
acabado	finish
quedaban	were left
piernas	legs
leyó	read
comiendo	eating
persecución	persecution
fértil	fertile
cortó	short
caminar	walk
cambiar	change
trampas	traps
consumirá	will consume
casos	cases
apoyo	support
Jotam	Jotham
Anatot	Anathoth
tortas	cakes
sentaron	sat down
quemado	burned
lleguen	arrive
divino	divine
amada	beloved
Agripa	Agrippa
representa	represents
presta	lend
nariz	nose
declarará	will declare
profunda	Deep
moneda	currency
lecho	litter
iguales	equals
daría	would give
arcos	arches
víctima	victim
sendas	paths
reconstrucción	reconstruction
preguntaban	They asked
lejanas	distant
espero	wait
bebe	baby
sabiendo	knowing
hombros	shoulders
diosa	goddess
aparta	set aside
responsables	responsible
quemadas	burned
iniquidades	iniquities
encuentran	find
torcido	crooked
ministros	Ministers
infidelidad	infidelity
indica	indicates
extremos	extremes
subido	uploaded
pertenecía	belonged
dijera	said
bajaron	They went down
Barac	Barak
oliva	olive
alaben	praise
Abisai	Abishai
pruebas	evidence
persiguieron	they chased
varon	male
peca	freckle
espirituales	spiritual
dize	says
terrenos	lands
prisión	prison
negocio	business
metió	put in
malhechores	criminals
Jabés	Jabes
verte	see you
quisiera	I'd like
muslo	thigh
maldiciones	curses
trabajado	worked
premio	prize
novecientos	nine hundred
llevaré	I will take
bebida	drink
Mical	Michal
entienden	understand
actuar	act
sanó	healthy
rebeló	rebelled
realizar	carry out
piso	floor
nombrado	appointed
niega	denies
locura	craziness
gusta	like
declarado	declared
vencido	defeated
responsable	responsible
cantaré	I will sing
tristes	sad
traigan	bring
tarea	task
tapa	cover
noveno	ninth
halla	find
argollas	rings
acabará	will end
Ahías	Ahijah
Abdías	Obadiah
terminar	finish
resistir	resist
masa	mass
mares	seas
invierno	winter
comprender	grasp
comerciantes	Traders
ciencia	science
bautizados	baptized
Hemán	Heman
unido	united
plato	dish
enseñaba	taught
encontraban	they found
clamó	cried out
casado	married
capiteles	capitals
calamidades	calamities
bajar	lower
Guedalías	Guedalias
capacidad	ability
barras	bars
barcos	boats
asesino	killer
gritando	screaming
cometen	commit
perdonar	forgive
enseñó	taught
creyó	believed
alboroto	riot
misterio	mystery
costado	side
aceptar	accept
sepultaron	they buried
poniendo	putting
perdonados	forgiven
paternas	paternal
levántate	Get up
detestables	detestable
Esteban	Stephen
dela	of it
comían	They ate
cintura	waist
orillas	shores
matanza	killing
cortado	cut
cetro	scepter
cenizas	ashes
